"Country","Year","Data.Daily cigarettes","Data.Percentage.Male","Data.Percentage.Female","Data.Percentage.Total","Data.Smokers.Total","Data.Smokers.Female","Data.Smokers.Male"
"Macedonia","2000","21.5","37.599998","48.299999","27.0","599210","214830","384381"
"Macedonia","2001","21.299999","37.5","48.200001","26.799999","604901","216454","388447"
"Macedonia","2002","21.0","37.299999","48.0","26.700001","609111","217802","391309"
"Macedonia","2003","20.799999","37.200001","47.799999","26.5","612285","219050","393235"
"Macedonia","2004","20.6","37.0","47.700001","26.5","615687","220587","395100"
"Macedonia","2005","20.299999","36.900002","47.5","26.4","619445","222236","397209"
"Macedonia","2006","20.1","36.900002","47.400002","26.4","623111","223660","399451"
"Macedonia","2007","19.9","36.799999","47.400002","26.299999","627074","225137","401936"
"Macedonia","2008","19.6","36.799999","47.299999","26.299999","631395","226698","404697"
"Macedonia","2009","19.4","36.799999","47.299999","26.4","635374","228309","407065"
"Macedonia","2010","19.200001","36.799999","47.299999","26.4","638896","230263","408633"
"Macedonia","2011","19.0","36.900002","47.200001","26.6","642519","232479","410040"
"Macedonia","2012","18.799999","36.900002","47.200001","26.6","645135","234006","411129"
"Madagascar","1980","7.1999998","22.4","38.200001","6.5","1051925","152079","899847"
"Madagascar","1981","6.9000001","22.299999","37.900002","6.5","1075978","156224","919754"
"Madagascar","1982","6.5999999","22.1","37.700001","6.5","1100478","160452","940026"
"Madagascar","1983","6.3000002","22.0","37.5","6.5","1127285","164944","962341"
"Madagascar","1984","6.0","21.9","37.400002","6.4000001","1155827","169581","986246"
"Madagascar","1985","5.6999998","21.799999","37.299999","6.4000001","1186337","174606","1011731"
"Madagascar","1986","5.4000001","21.799999","37.200001","6.4000001","1219464","180293","1039170"
"Madagascar","1987","5.1999998","21.700001","37.099998","6.4000001","1254704","186498","1068206"
"Madagascar","1988","5.0","21.700001","37.099998","6.5","1292748","193389","1099358"
"Madagascar","1989","4.9000001","21.700001","37.099998","6.5","1334203","201207","1132996"
"Madagascar","1990","4.6999998","21.799999","37.099998","6.5999999","1378002","209764","1168238"
"Madagascar","1991","4.5","21.799999","37.0","6.6999998","1422900","218946","1203954"
"Madagascar","1992","4.3000002","21.799999","37.0","6.6999998","1471657","229148","1242509"
"Madagascar","1993","4.0","21.9","37.099998","6.8000002","1525157","240517","1284639"
"Madagascar","1994","3.8","22.0","37.200001","7.0","1583176","253144","1330033"
"Madagascar","1995","3.5999999","22.200001","37.400002","7.0999999","1645211","267054","1378157"
"Madagascar","1996","3.4000001","22.4","37.700001","7.3000002","1711281","282257","1429024"
"Madagascar","1997","3.4000001","21.700001","36.900002","6.6999998","1702965","264074","1438892"
"Madagascar","1998","3.4000001","21.1","36.299999","6.1999998","1710009","251947","1458062"
"Madagascar","1999","3.4000001","20.799999","36.0","5.8000002","1730243","244918","1485325"
"Madagascar","2000","3.5","20.5","35.700001","5.5999999","1758428","241053","1517375"
"Madagascar","2001","3.5999999","20.200001","35.299999","5.3000002","1789135","238183","1550951"
"Madagascar","2002","3.5","19.799999","34.900002","5.0999999","1812835","233626","1579209"
"Madagascar","2003","3.5","19.4","34.299999","4.8000002","1830416","226437","1603979"
"Madagascar","2004","3.5999999","18.799999","33.5","4.4000001","1837401","214837","1622564"
"Madagascar","2005","3.9000001","17.5","31.799999","3.5","1768705","177422","1591283"
"Madagascar","2006","4.1999998","16.299999","30.1","2.7","1702691","144708","1557983"
"Madagascar","2007","4.5999999","15.3","28.6","2.2","1645663","118339","1527324"
"Madagascar","2008","5.0999999","14.4","27.299999","1.8","1603934","98814","1505121"
"Madagascar","2009","5.4000001","13.8","26.299999","1.5","1586986","85447","1501540"
"Madagascar","2010","5.5","13.6","26.0","1.4","1622557","84775","1537782"
"Madagascar","2011","5.5999999","13.6","26.0","1.4","1672860","86419","1586440"
"Madagascar","2012","5.6999998","13.6","26.1","1.4","1736849","89746","1647104"
"Malawi","1980","17.4","13.0","23.799999","3.3","428945","57351","371594"
"Malawi","1981","17.299999","13.0","23.700001","3.3","437724","58939","378785"
"Malawi","1982","17.1","12.9","23.6","3.3","444970","60337","384633"
"Malawi","1983","16.9","12.9","23.5","3.3","453610","61855","391756"
"Malawi","1984","16.6","12.8","23.4","3.3","467717","63953","403763"
"Malawi","1985","16.200001","12.8","23.4","3.3","489331","66806","422525"
"Malawi","1986","15.8","12.8","23.4","3.3","519742","70564","449178"
"Malawi","1987","15.4","12.9","23.4","3.3","557428","75190","482239"
"Malawi","1988","14.9","12.9","23.4","3.3","597771","80208","517563"
"Malawi","1989","14.4","12.9","23.4","3.3","634664","85018","549646"
"Malawi","1990","13.8","13.0","23.299999","3.4000001","663978","89079","574899"
"Malawi","1991","13.3","13.0","23.299999","3.4000001","684219","92333","591886"
"Malawi","1992","12.8","13.0","23.200001","3.4000001","696581","94796","601785"
"Malawi","1993","12.2","13.0","23.200001","3.5","704577","96908","607669"
"Malawi","1994","11.7","13.1","23.1","3.5","711969","99217","612752"
"Malawi","1995","11.2","13.1","23.1","3.5999999","722700","102219","620482"
"Malawi","1996","10.8","13.1","23.0","3.7","737419","106049","631371"
"Malawi","1997","10.7","13.0","22.799999","3.5999999","742213","105290","636923"
"Malawi","1998","10.5","12.8","22.5","3.5","748835","104993","643841"
"Malawi","1999","10.4","12.6","22.200001","3.4000001","755227","104701","650526"
"Malawi","2000","10.3","12.4","21.799999","3.3","759837","104012","655825"
"Malawi","2001","10.4","12.0","21.200001","3.0999999","752390","99906","652485"
"Malawi","2002","10.4","11.6","20.6","2.9000001","746139","95931","650209"
"Malawi","2003","10.5","11.3","20.0","2.8","742193","92243","649950"
"Malawi","2004","10.5","10.9","19.6","2.5","740614","86679","653935"
"Malawi","2005","10.6","10.7","19.200001","2.3","741922","82286","659636"
"Malawi","2006","10.6","10.4","18.799999","2.2","745850","80069","665781"
"Malawi","2007","10.7","10.2","18.4","2.0999999","751264","78398","672867"
"Malawi","2008","10.8","9.8999996","18.0","2.0","759095","77229","681866"
"Malawi","2009","10.9","9.8000002","17.799999","1.9","770218","76386","693832"
"Malawi","2010","10.9","9.6999998","17.6","1.9","788590","76009","712581"
"Malawi","2011","10.9","9.6999998","17.6","1.8","813382","77092","736290"
"Malawi","2012","10.8","9.6999998","17.700001","1.8","842296","78562","763734"
"Malaysia","1980","24.299999","23.6","45.5","1.8","1994018","78128","1915890"
"Malaysia","1981","23.6","23.4","45.099998","1.8","2034453","79786","1954667"
"Malaysia","1982","23.0","23.200001","44.799999","1.8","2076147","81482","1994666"
"Malaysia","1983","22.5","23.1","44.599998","1.8","2121046","83239","2037807"
"Malaysia","1984","21.9","23.0","44.299999","1.8","2170886","85135","2085751"
"Malaysia","1985","21.4","23.0","44.299999","1.8","2234727","87440","2147287"
"Malaysia","1986","21.1","23.0","44.299999","1.8","2310905","90027","2220878"
"Malaysia","1987","20.700001","23.1","44.299999","1.8","2394241","92751","2301490"
"Malaysia","1988","20.299999","23.1","44.200001","1.8","2477850","95532","2382318"
"Malaysia","1989","19.9","23.1","44.0","1.8","2557961","98290","2459671"
"Malaysia","1990","19.5","23.0","43.799999","1.8","2633744","101079","2532665"
"Malaysia","1991","19.1","22.9","43.599998","1.8","2703055","103847","2599209"
"Malaysia","1992","18.6","22.700001","43.299999","1.8","2767768","106706","2661062"
"Malaysia","1993","18.1","22.6","43.0","1.8","2830990","109634","2721356"
"Malaysia","1994","17.6","22.4","42.599998","1.8","2893398","112402","2780995"
"Malaysia","1995","17.1","22.200001","42.200001","1.7","2958926","115043","2843883"
"Malaysia","1996","16.6","22.0","41.799999","1.7","3029254","117762","2911492"
"Malaysia","1997","16.200001","21.700001","41.200001","1.7","3087480","119752","2967729"
"Malaysia","1998","16.1","21.6","40.900002","1.7","3162243","121515","3040727"
"Malaysia","1999","16.0","21.4","40.5","1.7","3236036","123234","3112802"
"Malaysia","2000","15.8","21.1","40.200001","1.6","3302524","125135","3177389"
"Malaysia","2001","15.8","20.9","39.900002","1.6","3367933","127567","3240366"
"Malaysia","2002","15.9","20.700001","39.599998","1.6","3424980","130441","3294540"
"Malaysia","2003","15.9","20.4","39.200001","1.6","3473537","133334","3340204"
"Malaysia","2004","16.1","19.9","38.5","1.5","3491809","136011","3355798"
"Malaysia","2005","16.299999","19.5","37.900002","1.5","3512893","137900","3374993"
"Malaysia","2006","16.299999","19.200001","37.599998","1.4","3558685","135255","3423431"
"Malaysia","2007","16.200001","19.0","37.400002","1.4","3613131","131992","3481139"
"Malaysia","2008","16.1","18.9","37.299999","1.3","3677770","128566","3549204"
"Malaysia","2009","16.0","18.799999","37.400002","1.2","3760559","125875","3634684"
"Malaysia","2010","15.7","18.9","37.700001","1.2","3864928","124075","3740853"
"Malaysia","2011","15.4","19.0","38.0","1.1","3977655","123611","3854044"
"Malaysia","2012","15.2","19.1","38.099998","1.2","4085928","127663","3958265"
"Maldives","1980","27.4","20.799999","31.200001","8.5","17679","3317","14362"
"Maldives","1981","27.4","20.700001","31.0","8.5","18207","3441","14766"
"Maldives","1982","27.4","20.6","30.9","8.5","18776","3565","15210"
"Maldives","1983","27.299999","20.6","30.799999","8.5","19356","3692","15665"
"Maldives","1984","27.200001","20.5","30.700001","8.5","19897","3810","16086"
"Maldives","1985","27.200001","20.299999","30.6","8.5","20396","3926","16470"
"Maldives","1986","27.1","20.200001","30.5","8.3999996","20868","4042","16825"
"Maldives","1987","27.1","20.1","30.4","8.3999996","21319","4163","17156"
"Maldives","1988","27.1","20.0","30.299999","8.3000002","21747","4289","17458"
"Maldives","1989","27.200001","19.799999","30.200001","8.3000002","22160","4416","17744"
"Maldives","1990","27.299999","19.700001","30.1","8.3000002","22582","4548","18034"
"Maldives","1991","27.5","19.5","30.0","8.3000002","23004","4683","18320"
"Maldives","1992","27.799999","19.4","29.9","8.1999998","23440","4825","18615"
"Maldives","1993","28.1","19.299999","29.799999","8.1999998","23925","4980","18945"
"Maldives","1994","28.4","19.1","29.700001","8.1999998","24454","5152","19302"
"Maldives","1995","28.6","19.0","29.5","8.1999998","25085","5356","19729"
"Maldives","1996","28.700001","18.9","29.200001","8.3000002","25812","5597","20215"
"Maldives","1997","28.700001","18.799999","29.299999","8.0","26699","5616","21084"
"Maldives","1998","28.700001","18.700001","29.299999","7.8000002","27637","5700","21937"
"Maldives","1999","28.6","18.6","29.200001","7.6999998","28619","5824","22795"
"Maldives","2000","28.4","18.5","29.200001","7.5999999","29659","5971","23687"
"Maldives","2001","28.200001","18.4","29.200001","7.4000001","30764","6126","24638"
"Maldives","2002","28.0","18.4","29.200001","7.3000002","31932","6273","25659"
"Maldives","2003","27.6","18.299999","29.299999","7.0999999","33154","6404","26750"
"Maldives","2004","27.200001","18.299999","29.6","6.9000001","34470","6499","27971"
"Maldives","2005","26.700001","18.4","30.200001","6.5999999","36045","6422","29623"
"Maldives","2006","26.1","18.700001","31.0","6.3000002","37745","6353","31391"
"Maldives","2007","25.4","18.9","31.799999","6.0999999","39558","6316","33242"
"Maldives","2008","24.700001","19.200001","32.599998","5.9000001","41461","6323","35138"
"Maldives","2009","24.1","19.6","33.400002","5.8000002","43429","6394","37035"
"Maldives","2010","23.6","19.799999","33.799999","5.8000002","45162","6626","38536"
"Maldives","2011","23.200001","20.0","34.099998","5.9000001","46819","6900","39919"
"Maldives","2012","22.799999","20.200001","34.400002","6.0","48450","7199","41251"
"Mali","1980","5.8000002","10.4","17.9","3.0999999","394923","59944","334979"
"Mali","1981","5.8000002","10.4","17.9","3.0999999","400407","60838","339569"
"Mali","1982","5.9000001","10.3","17.9","3.0999999","406580","61786","344794"
"Mali","1983","5.9000001","10.3","17.9","3.0999999","412805","62721","350084"
"Mali","1984","6.0","10.3","17.9","3.0999999","418056","63635","354421"
"Mali","1985","6.0999999","10.3","17.9","3.0999999","421818","64498","357320"
"Mali","1986","6.1999998","10.2","17.799999","3.0999999","423653","65256","358398"
"Mali","1987","6.3000002","10.2","17.799999","3.0999999","424087","65898","358189"
"Mali","1988","6.4000001","10.2","17.700001","3.0999999","424600","66470","358130"
"Mali","1989","6.5","10.1","17.700001","3.0999999","426959","67089","359870"
"Mali","1990","6.5999999","10.1","17.700001","3.0999999","431862","67850","364012"
"Mali","1991","6.6999998","10.1","17.700001","3.0","439329","68652","370677"
"Mali","1992","6.8000002","10.1","17.700001","3.0","449333","69624","379710"
"Mali","1993","6.8000002","10.1","17.700001","3.0","461464","70711","390753"
"Mali","1994","6.9000001","10.1","17.700001","3.0","474834","71805","403029"
"Mali","1995","7.0","10.1","17.700001","2.9000001","488765","72918","415846"
"Mali","1996","7.0999999","10.1","17.700001","2.9000001","502804","74022","428782"
"Mali","1997","7.1999998","10.1","17.700001","2.9000001","514771","75658","439113"
"Mali","1998","7.3000002","10.1","17.6","2.9000001","527771","77206","450565"
"Mali","1999","7.4000001","10.1","17.6","2.9000001","542248","78810","463439"
"Mali","2000","7.5","10.1","17.6","2.9000001","558050","80476","477575"
"Mali","2001","7.5999999","10.1","17.6","2.8","575093","82306","492787"
"Mali","2002","7.6999998","10.1","17.700001","2.8","592962","84382","508580"
"Mali","2003","7.8000002","10.1","17.700001","2.8","612114","86757","525357"
"Mali","2004","7.9000001","10.1","17.6","2.9000001","631188","90496","540692"
"Mali","2005","8.0","10.2","17.6","2.9000001","651403","94518","556885"
"Mali","2006","8.1000004","10.2","17.5","3.0","672540","98679","573861"
"Mali","2007","8.3000002","10.2","17.5","3.0","693925","101740","592185"
"Mali","2008","8.3999996","10.2","17.5","3.0","716458","104813","611645"
"Mali","2009","8.5","10.2","17.6","3.0","740311","107847","632464"
"Mali","2010","8.6000004","10.3","17.6","3.0","763965","110698","653266"
"Mali","2011","8.6999998","10.3","17.700001","3.0","786396","113256","673140"
"Mali","2012","8.6999998","10.3","17.700001","2.9000001","808244","115719","692525"
"Malta","1980","36.299999","25.9","31.200001","21.1","65589","27801","37788"
"Malta","1981","36.200001","26.200001","31.5","21.200001","67142","28238","38904"
"Malta","1982","36.200001","26.5","32.099998","21.299999","68813","28648","40164"
"Malta","1983","36.299999","26.9","32.799999","21.4","70628","29079","41549"
"Malta","1984","36.400002","27.4","33.5","21.6","72511","29530","42981"
"Malta","1985","36.599998","27.799999","34.200001","21.799999","74428","30022","44406"
"Malta","1986","36.900002","28.299999","34.900002","22.0","76300","30518","45782"
"Malta","1987","37.099998","28.6","35.5","22.200001","78040","30989","47051"
"Malta","1988","37.299999","28.9","35.900002","22.200001","79502","31387","48116"
"Malta","1989","37.5","29.0","36.099998","22.200001","80740","31722","49018"
"Malta","1990","37.599998","29.0","36.200001","22.200001","81832","32016","49817"
"Malta","1991","37.700001","29.0","36.200001","22.1","82738","32248","50490"
"Malta","1992","37.799999","28.799999","36.0","21.9","83509","32420","51090"
"Malta","1993","37.799999","28.6","35.799999","21.700001","84146","32550","51597"
"Malta","1994","37.799999","28.299999","35.400002","21.4","84596","32647","51948"
"Malta","1995","37.799999","28.0","35.0","21.200001","84840","32705","52135"
"Malta","1996","37.700001","27.6","34.599998","20.9","84986","32746","52239"
"Malta","1997","37.900002","27.1","33.900002","20.6","84333","32529","51804"
"Malta","1998","38.0","26.6","33.200001","20.200001","83766","32342","51423"
"Malta","1999","38.099998","26.1","32.5","19.799999","83165","32145","51020"
"Malta","2000","38.200001","25.5","31.700001","19.4","82366","31871","50495"
"Malta","2001","38.400002","25.0","31.1","19.1","81728","31620","50109"
"Malta","2002","38.599998","24.5","30.4","18.700001","81098","31393","49705"
"Malta","2003","39.200001","23.799999","29.5","18.200001","79821","30954","48867"
"Malta","2004","39.799999","23.200001","28.700001","17.799999","78698","30611","48087"
"Malta","2005","40.400002","22.6","27.9","17.5","77642","30341","47301"
"Malta","2006","40.900002","22.200001","27.200001","17.200001","76897","30216","46681"
"Malta","2007","41.299999","21.799999","26.700001","17.1","76405","30181","46224"
"Malta","2008","41.400002","21.6","26.299999","17.0","76240","30222","46019"
"Malta","2009","41.099998","21.700001","26.6","17.0","77328","30431","46897"
"Malta","2010","40.900002","21.799999","26.6","17.0","78143","30696","47448"
"Malta","2011","40.599998","21.9","26.799999","17.1","79181","31015","48166"
"Malta","2012","40.299999","22.1","27.1","17.200001","80354","31356","48998"
"Marshall Islands","1980","22.1","19.5","33.599998","4.5999999","3256","377","2879"
"Marshall Islands","1981","22.1","19.5","33.599998","4.5999999","3428","397","3030"
"Marshall Islands","1982","22.1","19.5","33.700001","4.5999999","3577","415","3162"
"Marshall Islands","1983","22.0","19.5","33.700001","4.5999999","3741","434","3306"
"Marshall Islands","1984","21.9","19.5","33.700001","4.5999999","3916","455","3461"
"Marshall Islands","1985","21.9","19.5","33.700001","4.5999999","4109","478","3631"
"Marshall Islands","1986","21.6","19.4","33.700001","4.5999999","4307","502","3805"
"Marshall Islands","1987","21.299999","19.4","33.5","4.5999999","4514","528","3986"
"Marshall Islands","1988","21.0","19.299999","33.400002","4.5999999","4732","555","4177"
"Marshall Islands","1989","20.700001","19.299999","33.400002","4.5999999","4890","575","4315"
"Marshall Islands","1990","20.5","19.200001","33.299999","4.5999999","5032","593","4439"
"Marshall Islands","1991","20.299999","19.200001","33.299999","4.5999999","5174","610","4564"
"Marshall Islands","1992","20.1","19.200001","33.299999","4.5999999","5289","625","4665"
"Marshall Islands","1993","19.9","19.299999","33.400002","4.5999999","5395","638","4756"
"Marshall Islands","1994","19.6","19.299999","33.400002","4.5999999","5488","651","4837"
"Marshall Islands","1995","19.299999","19.299999","33.400002","4.5999999","5567","661","4906"
"Marshall Islands","1996","19.1","19.299999","33.400002","4.5999999","5649","671","4978"
"Marshall Islands","1997","19.200001","19.200001","33.400002","4.6999998","5720","684","5036"
"Marshall Islands","1998","19.200001","19.200001","33.299999","4.6999998","5802","698","5105"
"Marshall Islands","1999","19.299999","19.1","33.200001","4.6999998","5890","713","5177"
"Marshall Islands","2000","19.4","19.1","33.099998","4.6999998","5981","728","5253"
"Marshall Islands","2001","19.4","19.0","33.0","4.6999998","6088","747","5342"
"Marshall Islands","2002","19.5","19.0","32.900002","4.6999998","6217","769","5448"
"Marshall Islands","2003","19.6","18.799999","32.599998","4.8000002","6330","794","5536"
"Marshall Islands","2004","19.700001","18.700001","32.200001","4.8000002","6441","820","5621"
"Marshall Islands","2005","19.799999","18.5","31.9","4.8000002","6550","844","5705"
"Marshall Islands","2006","19.799999","18.299999","31.5","4.8000002","6660","870","5789"
"Marshall Islands","2007","19.9","18.1","31.200001","4.8000002","6769","895","5874"
"Marshall Islands","2008","20.0","18.0","30.9","4.9000001","6880","919","5961"
"Marshall Islands","2009","20.1","17.9","30.6","4.9000001","7003","944","6059"
"Marshall Islands","2010","20.200001","17.799999","30.5","4.9000001","7155","969","6186"
"Marshall Islands","2011","20.200001","17.799999","30.4","4.9000001","7312","994","6318"
"Marshall Islands","2012","20.1","17.700001","30.299999","4.9000001","7478","1020","6457"
"Mauritania","1980","14.0","9.3000002","15.9","2.9000001","77741","12290","65450"
"Mauritania","1981","14.0","9.3000002","16.0","2.9000001","80307","12673","67633"
"Mauritania","1982","14.1","9.3000002","16.0","2.9000001","83077","13079","69998"
"Mauritania","1983","14.2","9.3999996","16.1","2.9000001","85958","13507","72451"
"Mauritania","1984","14.6","9.3999996","16.200001","2.9000001","89031","13960","75072"
"Mauritania","1985","15.0","9.5","16.299999","2.9000001","92164","14427","77737"
"Mauritania","1986","15.4","9.5","16.4","2.9000001","95302","14895","80407"
"Mauritania","1987","15.9","9.6000004","16.5","2.9000001","98603","15379","83223"
"Mauritania","1988","16.5","9.6000004","16.6","2.9000001","102209","15915","86294"
"Mauritania","1989","17.1","9.6999998","16.799999","3.0","106073","16496","89577"
"Mauritania","1990","17.9","9.8000002","16.9","3.0","110291","17129","93163"
"Mauritania","1991","18.799999","9.8999996","17.1","3.0","114782","17774","97007"
"Mauritania","1992","19.700001","10.0","17.299999","3.0","119693","18477","101216"
"Mauritania","1993","20.700001","10.2","17.5","3.0999999","124953","19221","105732"
"Mauritania","1994","21.9","10.3","17.799999","3.0999999","130810","20017","110793"
"Mauritania","1995","23.1","10.5","18.0","3.0999999","137140","20853","116287"
"Mauritania","1996","24.200001","10.6","18.299999","3.2","143867","21724","122143"
"Mauritania","1997","25.6","10.8","18.6","3.2","151110","22628","128482"
"Mauritania","1998","27.0","11.0","19.0","3.2","159081","23614","135467"
"Mauritania","1999","28.4","11.2","19.299999","3.3","167646","24661","142985"
"Mauritania","2000","29.700001","11.4","19.700001","3.3","177102","25800","151302"
"Mauritania","2001","31.200001","11.7","20.200001","3.3","187291","27020","160271"
"Mauritania","2002","32.700001","11.9","20.6","3.4000001","198201","28321","169880"
"Mauritania","2003","34.099998","12.2","21.0","3.4000001","209193","29678","179515"
"Mauritania","2004","35.700001","12.3","21.200001","3.5","218831","31013","187818"
"Mauritania","2005","37.200001","12.4","21.4","3.5","228315","32352","195963"
"Mauritania","2006","38.099998","12.4","21.4","3.5","236406","33569","202837"
"Mauritania","2007","38.900002","12.5","21.5","3.5999999","245673","34992","210681"
"Mauritania","2008","39.599998","12.6","21.700001","3.5999999","255347","36462","218885"
"Mauritania","2009","40.400002","12.8","21.9","3.5999999","265760","38008","227752"
"Mauritania","2010","41.0","12.9","22.1","3.7","275938","39328","236610"
"Mauritania","2011","41.5","12.9","22.200001","3.7","285824","40595","245229"
"Mauritania","2012","41.799999","13.0","22.299999","3.7","295072","41876","253196"
"Mauritius","1980","23.6","21.1","39.799999","3.3","130932","10451","120481"
"Mauritius","1981","23.299999","21.1","39.799999","3.3","134385","10702","123683"
"Mauritius","1982","23.0","21.1","39.799999","3.3","137600","10932","126667"
"Mauritius","1983","22.799999","21.1","39.700001","3.3","140619","11151","129468"
"Mauritius","1984","22.5","21.200001","39.700001","3.3","143518","11373","132145"
"Mauritius","1985","22.200001","21.200001","39.700001","3.3","146419","11587","134832"
"Mauritius","1986","21.9","21.200001","39.700001","3.3","149247","11768","137480"
"Mauritius","1987","21.5","21.299999","39.700001","3.3","151946","11918","140028"
"Mauritius","1988","21.1","21.299999","39.700001","3.3","154583","12043","142540"
"Mauritius","1989","20.700001","21.299999","39.799999","3.3","157357","12159","145199"
"Mauritius","1990","20.299999","21.4","39.799999","3.2","160265","12276","147989"
"Mauritius","1991","19.9","21.4","39.900002","3.2","163351","12423","150928"
"Mauritius","1992","19.6","21.5","40.0","3.2","166581","12594","153987"
"Mauritius","1993","19.4","21.299999","39.799999","3.0999999","168356","12507","155850"
"Mauritius","1994","19.4","21.1","39.400002","3.0999999","169582","12389","157193"
"Mauritius","1995","19.4","20.799999","39.0","3.0","170378","12265","158113"
"Mauritius","1996","19.5","20.5","38.5","2.9000001","170696","12187","158509"
"Mauritius","1997","19.799999","20.0","37.700001","2.8","169214","12031","157183"
"Mauritius","1998","20.1","19.6","36.799999","2.8","167806","11958","155848"
"Mauritius","1999","20.799999","18.9","35.599998","2.7","164203","11728","152475"
"Mauritius","2000","21.5","18.200001","34.400002","2.5999999","160555","11537","149018"
"Mauritius","2001","22.299999","17.700001","33.400002","2.5","157370","11408","145962"
"Mauritius","2002","23.0","17.299999","32.599998","2.5","155005","11366","143639"
"Mauritius","2003","23.6","17.0","32.0","2.5","153649","11442","142207"
"Mauritius","2004","23.9","17.0","31.799999","2.7","154915","12316","142599"
"Mauritius","2005","24.1","17.1","31.9","2.7","156979","12603","144376"
"Mauritius","2006","24.200001","17.200001","32.099998","2.7","159568","12879","146689"
"Mauritius","2007","24.299999","17.299999","32.400002","2.8","162544","13133","149411"
"Mauritius","2008","24.5","17.5","32.599998","2.8","165731","13322","152409"
"Mauritius","2009","24.6","17.6","33.0","2.8","169357","13583","155774"
"Mauritius","2010","24.700001","17.9","33.400002","2.8","173235","13848","159386"
"Mauritius","2011","24.799999","18.1","33.799999","2.8","177126","14107","163019"
"Mauritius","2012","25.0","18.299999","34.299999","2.8","180963","14347","166616"
"Mexico","1980","15.6","26.0","39.0","13.4","10121218","2656644","7464574"
"Mexico","1981","14.0","25.299999","37.900002","13.1","10136531","2679947","7456585"
"Mexico","1982","12.8","24.9","37.299999","13.0","10278811","2733001","7545810"
"Mexico","1983","12.2","24.9","37.200001","13.0","10552366","2815723","7736643"
"Mexico","1984","11.6","24.9","37.200001","13.0","10864714","2906925","7957789"
"Mexico","1985","11.1","24.9","37.200001","13.1","11226486","3008102","8218383"
"Mexico","1986","10.9","25.1","37.599998","13.2","11695834","3131284","8564551"
"Mexico","1987","10.7","25.4","38.0","13.3","12213611","3266212","8947400"
"Mexico","1988","10.6","25.700001","38.400002","13.5","12771903","3414198","9357705"
"Mexico","1989","10.6","25.6","38.200001","13.4","13116021","3503880","9612140"
"Mexico","1990","10.5","25.299999","37.799999","13.3","13390657","3591813","9798844"
"Mexico","1991","10.4","24.9","37.299999","13.1","13580359","3671142","9909217"
"Mexico","1992","10.2","24.299999","36.5","12.9","13672636","3730367","9942268"
"Mexico","1993","10.1","23.6","35.599998","12.5","13689015","3765264","9923752"
"Mexico","1994","10.3","22.1","33.599998","11.6","13183042","3599002","9584041"
"Mexico","1995","11.0","20.700001","31.700001","10.6","12630785","3403647","9227138"
"Mexico","1996","11.7","19.1","29.4","9.6999998","11953082","3176699","8776383"
"Mexico","1997","12.5","17.200001","26.700001","8.6000004","11051270","2910597","8140674"
"Mexico","1998","13.1","15.7","24.299999","7.8000002","10290294","2705776","7584518"
"Mexico","1999","13.7","14.3","22.200001","7.1999998","9595458","2537899","7057558"
"Mexico","2000","13.9","13.2","20.5","6.6999998","9061762","2409308","6652454"
"Mexico","2001","14.2","12.4","19.200001","6.3000002","8667349","2312435","6354915"
"Mexico","2002","14.4","11.8","18.299999","6.0","8376157","2235639","6140519"
"Mexico","2003","14.7","11.2","17.5","5.5999999","8108411","2155801","5952610"
"Mexico","2004","14.6","10.9","17.0","5.4000001","7998155","2097079","5901076"
"Mexico","2005","14.4","10.5","16.6","5.0999999","7898130","2038105","5860025"
"Mexico","2006","14.3","10.1","16.0","4.9000001","7708635","1964860","5743775"
"Mexico","2007","14.1","9.6999998","15.4","4.5999999","7536182","1908420","5627762"
"Mexico","2008","13.9","9.3999996","14.9","4.5","7440285","1883048","5557237"
"Mexico","2009","14.0","9.3000002","14.7","4.5","7514808","1910129","5604678"
"Mexico","2010","13.4","9.5","14.9","4.5999999","7810113","2005244","5804869"
"Mexico","2011","12.6","9.6999998","15.2","4.8000002","8167695","2124837","6042858"
"Mexico","2012","11.8","9.8999996","15.4","4.9000001","8496024","2235847","6260177"
"Micronesia","1980","21.5","26.0","42.0","10.0","10014","1907","8107"
"Micronesia","1981","21.6","26.0","41.900002","10.0","10403","1982","8421"
"Micronesia","1982","21.700001","26.0","41.799999","10.0","10817","2061","8757"
"Micronesia","1983","21.799999","26.0","41.700001","10.0","11250","2143","9107"
"Micronesia","1984","22.0","26.0","41.700001","10.0","11696","2228","9469"
"Micronesia","1985","22.0","26.0","41.599998","10.0","12119","2310","9810"
"Micronesia","1986","21.9","26.0","41.599998","10.0","12522","2389","10133"
"Micronesia","1987","21.799999","26.0","41.599998","10.0","12909","2463","10446"
"Micronesia","1988","21.700001","26.0","41.599998","10.1","13278","2535","10743"
"Micronesia","1989","21.6","26.0","41.599998","10.1","13635","2608","11026"
"Micronesia","1990","21.6","26.0","41.5","10.1","13978","2685","11292"
"Micronesia","1991","21.700001","25.9","41.200001","10.1","14307","2766","11542"
"Micronesia","1992","21.799999","25.700001","40.900002","10.2","14619","2848","11771"
"Micronesia","1993","21.9","25.6","40.599998","10.2","14900","2928","11971"
"Micronesia","1994","22.0","25.4","40.200001","10.2","15134","3006","12127"
"Micronesia","1995","21.9","25.200001","39.900002","10.3","15318","3085","12234"
"Micronesia","1996","21.9","25.1","39.5","10.4","15467","3168","12299"
"Micronesia","1997","21.799999","25.1","39.299999","10.8","15707","3366","12340"
