"State","Year","Production.Coal","Consumption.Commercial.Coal","Consumption.Commercial.Distillate Fuel Oil","Consumption.Commercial.Geothermal","Consumption.Commercial.Hydropower","Consumption.Commercial.Kerosene","Consumption.Commercial.Petroleum","Consumption.Commercial.Natural Gas","Consumption.Commercial.Solar","Consumption.Commercial.Wind","Consumption.Commercial.Wood","Consumption.Electric Power.Coal","Consumption.Electric Power.Distillate Fuel Oil","Consumption.Electric Power.Natural Gas","Consumption.Electric Power.Wood","Consumption.Industrial.Coal","Consumption.Industrial.Distillate Fuel Oil","Consumption.Industrial.Geothermal","Consumption.Industrial.Hydropower","Consumption.Industrial.Kerosene","Consumption.Industrial.Petroleum","Consumption.Industrial.Natural Gas","Consumption.Industrial.Other Petroleum Products","Consumption.Industrial.Solar","Consumption.Industrial.Wind","Consumption.Industrial.Wood","Consumption.Refinery.Coal","Consumption.Refinery.Distillate Fuel Oil","Consumption.Refinery.Natural Gas","Consumption.Residential.Coal","Consumption.Residential.Distillate Fuel Oil","Consumption.Residential.Geothermal","Consumption.Residential.Kerosene","Consumption.Residential.Petroleum","Consumption.Residential.Natural Gas","Consumption.Residential.Wood","Consumption.Transportation.Coal","Consumption.Transportation.Distillate Fuel Oil","Consumption.Transportation.Petroleum","Consumption.Transportation.Natural Gas","Expenditure.Commercial.Coal","Expenditure.Commercial.Distillate Fuel Oil","Expenditure.Commercial.Kerosene","Expenditure.Commercial.Petroleum","Expenditure.Commercial.Natural Gas","Expenditure.Electric Power.Coal","Expenditure.Electric Power.Distillate Fuel Oil","Expenditure.Electric Power.Natural Gas","Expenditure.Industrial.Coal","Expenditure.Industrial.Distillate Fuel Oil","Expenditure.Industrial.Kerosene","Expenditure.Industrial.Petroleum","Expenditure.Industrial.Natural Gas","Expenditure.Industrial.Other Petroleum Products","Expenditure.Residential.Coal","Expenditure.Residential.Distillate Fuel Oil","Expenditure.Residential.Kerosene","Expenditure.Residential.Petroleum","Expenditure.Residential.Natural Gas","Expenditure.Residential.Wood","Expenditure.Transportation.Coal","Expenditure.Transportation.Distillate Fuel Oil","Expenditure.Transportation.Petroleum","Expenditure.Transportation.Natural Gas","Price.Commercial.Coal","Price.Commercial.Distillate Fuel Oil","Price.Commercial.Kerosene","Price.Commercial.Petroleum","Price.Commercial.Natural Gas","Price.Electric Power.Coal","Price.Electric Power.Distillate Fuel Oil","Price.Electric Power.Natural Gas","Price.Industrial.Coal","Price.Industrial.Distillate Fuel Oil","Price.Industrial.Kerosene","Price.Industrial.Petroleum","Price.Industrial.Natural Gas","Price.Industrial.Other Petroleum Products","Price.Transportation.Coal","Price.Transportation.Distillate Fuel Oil","Price.Transportation.Petroleum","Price.Transportation.Natural Gas"
"Minnesota","1978","0.0","3323.0","12227.0","0.0","0.0","484.0","18972.0","80881.0","0.0","0.0","337.0","211577.0","5310.0","1426.0","30.0","39847.0","53699.0","0.0","1839.0","1104.0","153671.0","119731.0","17978.0","0.0","0.0","20967.0","0.0","0.0","998.0","993.0","50021.0","0.0","2234.0","69769.0","106511.0","17699.0","0.0","45878.0","345114.0","3648.0","4.0","37.9","1.6","62.8","164.1","170.5","14.0","2.1","65.9","159.1","3.6","380.7","147.2","5.6","3.9","172.4","8.8","265.0","257.0","4.5","0.0","153.0","1607.6","0.0","1.2","3.1","3.22","3.31","2.03","0.81","2.64","1.46","1.65","2.96","3.22","3.01","1.24","2.04","0.0","3.34","4.66","0.0"
"Minnesota","1979","0.0","4487.0","10201.0","0.0","0.0","119.0","15224.0","60229.0","0.0","0.0","430.0","195249.0","2668.0","6910.0","26.0","28603.0","45340.0","0.0","1561.0","561.0","141332.0","142701.0","17079.0","0.0","0.0","21311.0","0.0","0.0","898.0","1122.0","41734.0","0.0","550.0","55106.0","111812.0","22687.0","0.0","57447.0","348575.0","10979.0","5.6","48.4","0.5","73.4","156.5","197.4","9.0","11.9","36.9","181.7","2.4","455.4","207.0","8.9","4.7","217.9","3.0","297.3","321.5","8.3","0.0","291.6","2239.4","0.0","1.25","4.75","4.23","4.82","2.6","1.01","3.38","1.73","1.29","4.01","4.23","4.04","1.46","4.09","0.0","5.08","6.42","0.0"
"Minnesota","1980","0.0","2353.0","8403.0","0.0","0.0","0.0","12071.0","63594.0","0.0","0.0","370.0","221384.0","973.0","8028.0","21.0","18058.0","33251.0","0.0","1504.0","556.0","113717.0","101178.0","16581.0","0.0","0.0","31336.0","0.0","0.0","753.0","625.0","34638.0","0.0","646.0","46839.0","103086.0","14898.0","0.0","47284.0","322477.0","9102.0","4.2","55.5","0.0","81.3","183.6","230.9","5.6","16.0","31.9","188.2","3.3","477.3","251.7","16.7","2.7","249.5","5.2","339.5","333.8","7.6","0.0","338.4","2864.5","0.0","1.77","6.6","0.0","6.73","2.89","1.04","5.8","1.99","1.77","5.66","5.92","5.27","2.51","7.34","0.0","7.16","8.88","0.0"
"Minnesota","1981","0.0","2002.0","4864.0","0.0","0.0","28.0","8391.0","66423.0","0.0","0.0","322.0","220627.0","465.0","5520.0","0.0","21122.0","30119.0","0.0","1513.0","164.0","93680.0","87394.0","9340.0","0.0","0.0","31376.0","15.0","128.0","4306.0","439.0","28062.0","0.0","652.0","39232.0","95477.0","13389.0","0.0","45403.0","307587.0","10137.0","3.9","38.6","0.2","66.9","242.8","250.6","3.7","14.3","40.8","192.6","1.1","534.7","265.8","12.7","1.6","239.6","6.4","323.5","392.5","8.4","0.0","378.6","3093.4","0.0","1.93","7.93","6.76","7.98","3.66","1.14","8.0","2.6","1.93","6.42","6.76","6.69","3.2","8.55","0.0","8.34","10.06","0.0"
"Minnesota","1982","0.0","2440.0","5756.0","0.0","0.0","23.0","10377.0","74686.0","0.0","0.0","363.0","190542.0","519.0","3271.0","45.0","19046.0","30869.0","0.0","1513.0","204.0","109863.0","68462.0","9975.0","0.0","0.0","29691.0","0.0","39.0","3126.0","500.0","36149.0","0.0","1083.0","48340.0","108207.0","16008.0","0.0","48450.0","297927.0","8724.0","5.2","43.6","0.2","77.9","338.1","246.4","3.7","11.0","40.9","225.3","1.6","637.1","266.3","11.3","2.6","300.0","10.6","412.7","534.2","9.7","0.0","393.5","2959.2","0.0","2.15","7.58","7.74","7.51","4.53","1.29","7.21","3.36","2.15","7.31","7.74","6.76","4.08","7.55","0.0","8.12","9.93","0.0"
"Minnesota","1983","0.0","2844.0","15946.0","0.0","0.0","13.0","20607.0","72349.0","0.0","0.0","337.0","189181.0","474.0","2892.0","13.0","18602.0","20167.0","0.0","1523.0","244.0","101377.0","66721.0","13001.0","0.0","0.0","33099.0","0.0","80.0","2573.0","542.0","18237.0","0.0","517.0","31967.0","99874.0","14868.0","0.0","46459.0","306335.0","4477.0","6.5","106.2","0.1","139.0","372.6","261.6","3.0","11.0","42.6","133.7","1.8","515.6","279.9","14.2","2.5","143.7","4.1","262.9","576.5","8.7","0.0","397.8","2831.5","0.0","2.29","6.66","7.84","6.74","5.15","1.38","6.32","3.8","2.29","6.66","7.29","6.33","4.36","7.79","0.0","8.56","9.24","0.0"
"Minnesota","1984","0.0","3565.0","19586.0","0.0","0.0","7.0","24890.0","75402.0","0.0","0.0","417.0","208514.0","313.0","1980.0","0.0","18461.0","24771.0","0.0","1511.0","233.0","96886.0","70188.0","13359.0","0.0","0.0","32884.0","41.0","59.0","2664.0","836.0","22400.0","0.0","1007.0","32871.0","102218.0","18575.0","0.0","44180.0","334017.0","6618.0","7.8","127.4","0.1","169.6","404.8","285.2","1.9","7.4","40.2","166.2","1.7","504.5","289.9","19.4","4.3","178.2","7.4","268.0","611.5","11.1","0.0","383.5","3012.9","0.0","2.19","6.5","7.4","6.81","5.37","1.37","6.22","3.73","2.19","6.73","7.42","6.52","4.29","8.06","0.0","8.68","9.02","0.0"
"Minnesota","1985","0.0","3274.0","16575.0","0.0","0.0","135.0","21248.0","77329.0","0.0","0.0","455.0","200642.0","287.0","1277.0","0.0","21254.0","29039.0","0.0","1512.0","131.0","102181.0","66567.0","12361.0","0.0","0.0","32218.0","44.0","74.0","2340.0","923.0","23141.0","0.0","775.0","33384.0","107075.0","19134.0","0.0","46823.0","324602.0","6262.0","6.8","104.0","1.1","139.3","400.2","286.5","1.7","4.7","43.8","184.4","0.9","567.1","259.4","15.8","3.8","180.2","6.2","260.2","618.7","11.0","0.0","406.5","2973.9","0.0","2.07","6.27","8.0","6.56","5.18","1.43","5.97","3.69","2.07","6.37","7.21","6.69","4.04","7.03","0.0","8.68","9.16","0.0"
"Minnesota","1986","0.0","2823.0","6604.0","0.0","0.0","25.0","11880.0","74404.0","0.0","0.0","511.0","177477.0","348.0","1732.0","0.0","20239.0","34727.0","0.0","1512.0","178.0","119185.0","57789.0","12661.0","0.0","0.0","33240.0","29.0","145.0","1956.0","843.0","24514.0","0.0","499.0","36041.0","103200.0","17429.0","0.0","46086.0","326783.0","7404.0","5.5","26.3","0.2","58.1","343.8","241.4","1.4","5.1","39.1","145.9","0.9","498.7","190.8","13.4","3.3","148.4","4.9","236.3","545.1","8.0","0.0","312.7","2293.5","0.0","1.93","3.98","9.81","4.89","4.62","1.36","3.91","2.95","1.93","4.22","4.99","5.1","3.42","10.73","0.0","6.78","7.02","0.0"
"Minnesota","1987","0.0","2367.0","6465.0","0.0","0.0","31.0","10119.0","65858.0","0.0","0.0","509.0","235937.0","590.0","5688.0","423.0","16969.0","30435.0","0.0","1508.0","60.0","114616.0","71896.0","14946.0","0.0","0.0","32538.0","20.0","68.0","2930.0","707.0","24925.0","0.0","424.0","36015.0","89855.0","14962.0","0.0","50068.0","325941.0","6452.0","4.4","28.3","0.3","49.9","256.4","284.5","2.6","11.8","31.3","140.2","0.3","449.2","176.0","15.0","2.7","142.1","3.7","224.7","411.9","6.6","0.0","357.8","2415.3","0.0","1.85","4.37","8.77","4.93","3.89","1.21","4.47","2.08","1.85","4.62","4.84","4.84","2.55","10.73","0.0","7.15","7.41","0.0"
"Minnesota","1988","0.0","3320.0","6758.0","0.0","0.0","27.0","11551.0","80555.0","0.0","0.0","561.0","284158.0","764.0","5233.0","1577.0","15177.0","32427.0","0.0","1495.0","190.0","113454.0","78259.0","19774.0","0.0","0.0","33550.0","9.0","103.0","2970.0","936.0","26840.0","0.0","652.0","38709.0","110444.0","15968.0","0.0","52604.0","336010.0","11335.0","6.1","25.9","0.3","53.3","322.4","339.9","2.8","10.4","27.9","139.8","0.9","430.7","210.1","11.9","3.3","150.8","6.8","236.4","508.9","7.1","0.0","379.3","2529.0","0.0","1.84","3.84","10.37","4.61","4.0","1.2","3.69","1.98","1.84","4.33","4.59","4.99","2.79","10.84","0.0","7.21","7.53","0.0"
"Minnesota","1989","0.0","3826.0","7013.0","0.0","0.0","23.0","11504.0","85681.0","0.0","0.0","1308.0","301018.0","470.0","4497.0","3200.0","19038.0","31470.0","0.0","1655.0","283.0","112977.0","81956.0","20520.0","0.0","0.0","31175.0","6.0","30.0","3102.0","1017.0","30502.0","131.0","1529.0","44354.0","117593.0","16143.0","0.0","50495.0","330307.0","11959.0","7.1","32.6","0.2","58.5","340.6","360.6","2.1","9.7","35.5","152.6","1.6","427.3","224.2","10.3","3.5","192.1","13.9","329.6","534.6","7.9","0.0","395.4","2772.8","0.0","1.86","4.65","9.12","5.09","3.97","1.2","4.42","2.15","1.86","4.85","5.73","5.01","2.84","10.0","0.0","7.83","8.39","0.0"
"Minnesota","1990","0.0","2557.0","6358.0","0.0","0.0","26.0","17935.0","78311.0","0.0","0.0","1229.0","298455.0","531.0","5388.0","7724.0","23818.0","31937.0","0.0","1786.0","41.0","121214.0","88694.0","21711.0","0.0","0.0","25440.0","9.0","18.0","3963.0","639.0","21806.0","145.0","173.0","33548.0","107372.0","11242.0","0.0","53401.0","325286.0","12063.0","5.0","35.4","0.2","134.3","310.2","373.7","2.8","10.4","47.0","207.8","0.3","540.3","250.7","10.0","2.2","169.0","1.4","267.0","495.3","12.7","0.0","490.6","3033.6","0.0","1.97","5.57","8.35","7.49","3.96","1.25","5.33","1.92","1.97","6.51","6.88","5.86","2.96","9.71","0.0","9.19","9.33","0.0"
"Minnesota","1991","0.0","1369.0","5289.0","0.0","0.0","20.0","10021.0","86901.0","0.0","0.0","1283.0","284609.0","523.0","5956.0","6476.0","15197.0","32609.0","0.0","2336.0","58.0","115457.0","93353.0","18795.0","0.0","0.0","26058.0","1.0","39.0","4607.0","301.0","23811.0","157.0","230.0","36610.0","118548.0","11785.0","0.0","60715.0","341026.0","13491.0","2.6","26.4","0.2","55.4","327.0","358.6","2.4","10.1","28.5","173.8","0.3","507.1","243.8","22.6","1.1","165.8","2.0","261.0","529.4","12.7","0.0","503.0","3045.4","0.0","1.87","4.99","8.73","5.53","3.76","1.26","4.63","1.7","1.87","5.33","6.04","5.67","2.75","12.35","0.0","8.28","8.93","0.0"
"Minnesota","1992","0.0","361.0","4390.0","0.0","0.0","38.0","8315.0","83283.0","0.0","0.0","1353.0","280715.0","364.0","4977.0","8113.0","19618.0","35791.0","0.0","2408.0","46.0","130014.0","94044.0","22942.0","0.0","0.0","28341.0","1.0","45.0","4143.0","79.0","19799.0","169.0","217.0","34062.0","114804.0","12365.0","0.0","63550.0","359432.0","15112.0","0.7","21.7","0.3","42.0","337.8","332.9","1.6","9.1","37.7","194.8","0.3","523.3","271.2","32.1","0.3","124.5","1.6","243.6","551.3","12.2","0.0","516.0","3104.8","0.0","1.92","4.95","7.23","5.06","4.06","1.19","4.51","1.84","1.92","5.45","5.59","5.29","3.02","17.56","0.0","8.12","8.64","0.0"
"Minnesota","1993","0.0","1616.0","3816.0","0.0","0.0","49.0","7469.0","87578.0","0.0","0.0","1413.0","299028.0","524.0","3997.0","8130.0","24851.0","33697.0","0.0","2638.0","90.0","123027.0","98842.0","22087.0","0.0","0.0","29479.0","14.0","67.0","4822.0","355.0","18760.0","180.0","201.0","36237.0","124754.0","10496.0","0.0","64279.0","384641.0","16418.0","3.2","18.2","0.3","44.9","391.7","339.1","2.3","9.8","49.1","173.5","0.5","526.9","297.6","27.5","1.2","119.3","1.3","262.8","655.4","10.1","0.0","528.2","3307.4","0.1","1.98","4.78","6.37","6.01","4.47","1.13","4.42","2.45","1.98","5.16","5.05","5.7","3.17","14.52","0.0","8.22","8.6","6.01"
"Minnesota","1994","0.0","3811.0","4787.0","0.0","0.0","79.0","8591.0","84854.0","0.0","0.0","1353.0","301440.0","631.0","5923.0","8135.0","26924.0","33992.0","0.0","2553.0","425.0","128033.0","95504.0","24796.0","0.0","0.0","31007.0","8.0","78.0","4598.0","673.0","17937.0","166.0","256.0","35176.0","123590.0","9963.0","0.0","70895.0","399389.0","17514.0","7.4","21.1","0.5","45.4","366.0","343.3","2.6","12.6","51.9","175.9","2.2","522.5","258.1","33.1","2.2","110.6","1.6","249.8","633.7","9.3","0.0","590.4","3459.9","0.0","1.93","4.41","6.09","5.28","4.31","1.14","4.2","2.13","1.93","5.19","5.1","5.56","2.84","18.2","0.0","8.33","8.66","1.88"
"Minnesota","1995","0.0","4645.0","5014.0","0.0","0.0","132.0","8660.0","91841.0","0.0","0.0","1366.0","305898.0","780.0","8415.0","8614.0","26735.0","35102.0","0.0","2311.0","174.0","136083.0","107575.0","23450.0","0.0","0.0","33253.0","8.0","99.0","5113.0","694.0","17955.0","177.0","283.0","35781.0","130416.0","9963.0","0.0","75228.0","413762.0","19445.0","8.4","22.0","0.7","46.8","360.7","348.7","3.2","14.8","48.3","182.4","0.9","569.9","247.8","31.8","2.4","110.5","1.4","253.5","618.1","9.1","0.0","619.4","3577.9","0.0","1.81","4.4","5.04","5.41","3.93","1.14","4.07","1.76","1.81","5.21","5.21","5.48","2.42","18.21","0.0","8.23","8.65","1.79"
"Minnesota","1996","0.0","2406.0","5899.0","0.0","0.0","152.0","10606.0","100322.0","0.0","0.0","1419.0","311872.0","814.0","5348.0","8810.0","39965.0","37889.0","0.0","2582.0","199.0","147030.0","104313.0","29713.0","0.0","0.0","31800.0","19.0","90.0","4669.0","328.0","20085.0","188.0","345.0","43977.0","144898.0","10346.0","0.0","75087.0","423228.0","20139.0","3.6","32.5","0.9","71.2","456.2","332.5","4.0","11.6","60.3","238.8","1.2","647.0","290.7","34.2","1.1","140.3","2.1","380.2","777.5","10.9","0.0","693.0","4058.5","0.1","1.51","5.51","6.09","6.71","4.55","1.07","4.87","2.17","1.51","6.32","6.12","6.02","2.92","19.91","0.0","9.23","9.59","3.36"
"Minnesota","1997","0.0","1726.0","5083.0","0.0","0.0","145.0","14733.0","93901.0","0.0","0.0","1349.0","311574.0","1470.0","6192.0","9446.0","28123.0","37271.0","0.0","2322.0","142.0","146573.0","109264.0","29362.0","0.0","0.0","32437.0","14.0","76.0","4811.0","213.0","17066.0","201.0","293.0","39649.0","131205.0","8074.0","0.0","77379.0","420581.0","19876.0","2.8","27.0","0.8","118.4","442.7","341.1","7.1","15.1","46.3","223.8","0.8","663.4","336.5","33.0","0.8","117.9","1.7","333.0","742.3","8.5","0.0","702.6","3990.1","0.0","1.65","5.31","5.7","8.04","4.71","1.09","4.83","2.44","1.65","6.02","5.75","6.14","3.22","20.88","0.0","9.08","9.49","3.44"
"Minnesota","1998","0.0","714.0","4903.0","0.0","0.0","177.0","13489.0","83889.0","0.0","0.0","1178.0","318737.0","1068.0","13631.0","8525.0","37491.0","36647.0","0.0","2083.0","149.0","136545.0","106572.0","24876.0","0.0","0.0","30246.0","6.0","57.0","4879.0","88.0","14791.0","208.0","412.0","30695.0","112520.0","7175.0","0.0","85774.0","442806.0","20518.0","1.1","20.6","0.8","90.5","361.5","340.9","3.8","31.9","59.9","173.0","0.6","516.7","287.5","27.7","0.3","83.9","1.8","206.0","605.3","6.5","0.0","668.6","3650.8","0.1","1.6","4.2","4.37","6.71","4.31","1.07","3.53","2.34","1.6","4.73","4.05","5.05","2.83","16.18","0.0","7.8","8.24","2.36"
"Minnesota","1999","0.0","247.0","5171.0","0.0","0.0","113.0","9301.0","89739.0","0.0","0.0","1239.0","304830.0","1261.0","11534.0","8188.0","36365.0","30791.0","0.0","2787.0","417.0","137380.0","106172.0","25120.0","0.0","0.0","29918.0","0.0","36.0","4749.0","34.0","12231.0","235.0","181.0","31558.0","121204.0","7364.0","0.0","89740.0","472968.0","22496.0","0.4","24.7","0.4","53.1","391.0","334.0","5.3","30.7","60.6","155.8","2.2","534.1","296.6","27.7","0.1","72.8","0.6","223.2","661.3","6.8","0.0","752.6","4139.2","0.2","1.67","4.77","3.4","5.71","4.36","1.1","4.21","2.66","1.67","5.07","5.19","5.22","2.92","15.88","0.0","8.39","8.75","3.35"
"Minnesota","2000","0.0","91.0","5171.0","0.0","0.0","305.0","9718.0","96781.0","0.0","0.0","1326.0","333319.0","1432.0","10072.0","8783.0","40354.0","28264.0","0.0","2525.0","380.0","132878.0","107454.0","22990.0","0.0","0.0","32938.0","3.0","26.0","5501.0","11.0","13350.0","235.0","186.0","34981.0","131740.0","7931.0","0.0","96359.0","491364.0","21414.0","0.1","37.5","2.8","81.7","581.7","370.2","9.5","45.2","63.8","224.2","3.1","725.7","444.0","25.4","0.0","118.6","1.7","356.9","925.5","11.1","0.0","1053.0","5517.5","0.3","1.58","7.26","9.31","8.4","6.01","1.11","6.6","4.49","1.58","7.94","8.28","7.24","4.36","17.92","0.0","10.93","11.23","4.56"
"Minnesota","2001","0.0","35.0","6596.0","0.0","0.0","200.0","11172.0","94939.0","0.0","0.0","1405.0","328862.0","1156.0","10848.0","5464.0","24403.0","29991.0","0.0","1924.0","82.0","138053.0","93531.0","30288.0","0.0","0.0","36251.0","2.0","42.0","4786.0","4.0","13311.0","250.0","1065.0","33159.0","126349.0","7984.0","0.0","94389.0","482165.0","19336.0","0.1","46.2","1.9","91.4","705.7","334.7","7.7","56.5","40.8","227.9","0.6","706.4","452.6","23.7","0.0","114.8","9.9","360.5","1091.6","10.6","0.0","1001.5","5307.0","0.3","1.67","7.01","9.32","8.18","7.43","1.02","6.68","5.21","1.67","7.61","7.49","7.27","5.1","16.04","0.0","10.61","11.01","4.96"
"Minnesota","2002","0.0","1618.0","4776.0","0.0","0.0","124.0","9030.0","105124.0","1.0","0.0","1439.0","334601.0","553.0","13253.0","7762.0","24382.0","29152.0","0.0","460.0","43.0","136873.0","96346.0","28575.0","0.0","0.0","25175.0","2.0","37.0","4842.0","221.0","12893.0","272.0","92.0","31058.0","136168.0","8105.0","0.0","95984.0","488206.0","23294.0","2.7","30.4","1.1","63.2","581.4","352.6","2.9","49.6","40.4","194.5","0.3","711.4","379.8","20.5","0.8","104.2","0.8","290.0","893.8","9.8","0.0","941.5","5053.3","0.3","1.66","6.37","8.56","6.99","5.53","1.05","5.28","3.74","1.66","6.68","6.63","7.23","4.15","13.77","0.0","9.81","10.35","4.7"
"Minnesota","2003","0.0","18.0","4423.0","0.0","0.0","81.0","14489.0","102276.0","1.0","0.0","1498.0","366657.0","1198.0","16823.0","10376.0","24014.0","32681.0","0.0","945.0","71.0","140830.0","95547.0","31200.0","0.0","0.0","19766.0","8.0","23.0","4899.0","3.0","14044.0","354.0","103.0","36749.0","139082.0","8531.0","0.0","95085.0","493184.0","20505.0","0.0","33.1","0.8","138.4","771.0","395.0","6.9","108.4","40.5","244.3","0.6","768.6","528.7","19.1","0.0","131.5","1.0","408.6","1183.6","12.4","0.0","1037.7","5673.1","0.4","1.69","7.49","10.14","9.55","7.54","1.08","5.72","6.44","1.69","7.48","7.96","7.63","5.83","14.13","0.0","10.91","11.5","4.42"
"Minnesota","2004","0.0","3.0","4678.0","0.0","0.0","59.0","10701.0","97218.0","1.0","0.0","1465.0","353845.0","753.0","12855.0","7907.0","24927.0","34058.0","0.0","1319.0","79.0","149229.0","97785.0","30373.0","0.0","0.0","30909.0","7.0","22.0","5452.0","0.0","13677.0","384.0","157.0","34459.0","133826.0","8744.0","0.0","100759.0","507810.0","20733.0","0.0","44.1","0.7","101.9","813.8","377.2","5.2","92.0","43.6","349.6","0.8","1007.8","602.4","19.4","0.0","150.7","1.8","436.4","1262.5","14.4","0.0","1306.4","6923.6","0.4","1.75","9.42","11.25","9.53","8.37","1.07","6.95","7.16","1.75","10.27","10.13","9.11","6.52","16.23","0.0","12.97","13.63","4.42"
"Minnesota","2005","0.0","1295.0","5828.0","0.0","0.0","81.0","10827.0","97091.0","1.0","0.0","1711.0","353021.0","1350.0","26252.0","9295.0","24686.0","33404.0","0.0","1296.0","92.0","158678.0","96152.0","33342.0","0.0","0.0","31578.0","7.0","29.0","5611.0","113.0","11382.0","440.0","156.0","31499.0","130201.0","10662.0","0.0","101861.0","509123.0","22543.0","2.7","83.2","1.3","146.8","974.5","391.9","14.3","241.5","51.3","496.2","1.3","1290.5","759.4","22.9","0.5","173.9","2.4","499.0","1441.9","23.3","0.0","1768.5","8664.2","0.1","2.08","14.28","15.56","13.56","10.04","1.11","10.62","9.2","2.08","14.87","14.64","11.06","8.39","18.14","0.0","17.36","17.02","5.69"
"Minnesota","2006","0.0","1471.0","3862.0","0.0","0.0","66.0","15165.0","88625.0","2.0","0.0","1587.0","345133.0","865.0","25081.0","8857.0","24065.0","30732.0","0.0","956.0","55.0","148483.0","104729.0","35910.0","0.0","0.0","29157.0","3.0","25.0","6666.0","145.0","8945.0","510.0","103.0","27847.0","119109.0","9456.0","0.0","106674.0","500147.0","20667.0","3.4","64.5","1.3","269.6","898.7","417.3","11.7","217.0","54.8","533.5","0.9","1479.5","780.3","56.0","0.7","156.4","2.0","496.6","1367.2","23.8","0.0","2096.2","9773.4","0.2","2.28","16.71","19.78","17.78","10.14","1.21","13.53","8.65","2.28","17.37","17.09","13.98","7.96","22.14","0.0","19.65","19.54","11.43"
"Minnesota","2007","0.0","1105.0","4206.0","0.0","0.0","59.0","11887.0","93108.0","4.0","0.0","1686.0","339197.0","2298.0","35068.0","17202.0","25783.0","29789.0","0.0","944.0","50.0","149788.0","115784.0","36087.0","0.0","0.0","29006.0","6.0","25.0","7604.0","123.0","8932.0","617.0","63.0","28626.0","131429.0","10451.0","0.0","112878.0","504280.0","20324.0","2.4","79.5","1.3","238.6","925.5","508.8","36.5","251.6","56.3","578.0","1.0","1674.4","811.3","62.7","0.6","178.7","1.4","571.9","1435.3","29.0","0.0","2420.4","10903.8","0.2","2.18","18.91","22.43","20.07","9.94","1.5","15.87","7.18","2.18","19.42","20.38","15.63","7.5","24.32","0.0","21.44","21.62","12.53"
"Minnesota","2008","0.0","1074.0","5389.0","0.0","0.0","37.0","14677.0","101876.0","6.0","0.0","1779.0","332153.0","908.0","25229.0","17744.0","26131.0","34777.0","0.0","1159.0","31.0","135815.0","147233.0","31672.0","0.0","0.0","28385.0","12.0","26.0","10930.0","0.0","9888.0","736.0","45.0","30318.0","142782.0","11695.0","0.0","102565.0","481705.0","18015.0","4.1","132.6","0.9","346.6","1047.0","549.9","19.6","229.8","68.7","919.7","0.6","1901.1","1205.1","77.9","0.0","234.5","1.1","723.4","1574.8","40.0","0.0","2786.3","12358.3","0.3","3.82","24.6","23.58","23.62","10.28","1.66","21.55","9.11","2.63","26.47","20.92","19.4","8.84","29.23","0.0","27.17","25.66","19.06"
"Minnesota","2009","0.0","968.0","6038.0","0.0","0.0","18.0","13603.0","99120.0","13.0","0.0","1980.0","305307.0","706.0","23923.0","20882.0","22403.0","31295.0","0.0","1308.0","23.0","123902.0","132232.0","30590.0","1.0","0.0","27161.0","5.0","33.0","10554.0","0.0","5881.0","918.0","102.0","26635.0","137340.0","14015.0","0.0","89887.0","451139.0","12950.0","4.3","88.0","0.4","218.5","765.9","500.7","9.6","155.4","62.1","498.1","0.4","1342.9","668.5","34.1","0.0","96.9","2.4","504.8","1198.5","36.0","0.0","1620.7","8329.0","0.2","4.44","14.57","23.85","16.06","7.73","1.64","13.54","6.49","2.77","15.93","15.43","15.67","5.49","20.9","0.0","18.03","18.46","18.17"
"Minnesota","2010","0.0","757.0","4667.0","0.0","0.0","34.0","11897.0","90860.0","23.0","115.0","1954.0","289749.0","367.0","36449.0","24278.0","24932.0","38819.0","0.0","1241.0","31.0","129606.0","160037.0","31091.0","1.0","0.0","32397.0","0.0","16.0","11741.0","0.0","6750.0","1035.0","113.0","26291.0","124219.0","15031.0","0.0","95071.0","453122.0","15633.0","2.8","85.8","0.9","229.0","683.7","506.1","6.2","217.1","64.0","765.5","0.6","1678.4","819.3","37.1","0.0","129.6","2.9","533.9","1077.4","45.6","0.0","2086.7","10049.2","0.2","3.73","18.39","25.38","19.25","7.52","1.75","16.91","5.96","2.57","19.73","20.65","18.58","5.52","27.63","0.0","21.95","22.18","16.33"
"Minnesota","2011","0.0","648.0","6045.0","0.0","0.0","19.0","13070.0","95314.0","29.0","219.0","1881.0","290224.0","298.0","28484.0","21440.0","24732.0","39097.0","0.0","1139.0","16.0","128726.0","159371.0","32950.0","2.0","0.0","33332.0","0.0","0.0","11514.0","0.0","5697.0","1003.0","73.0","25263.0","126425.0","14579.0","0.0","101561.0","442504.0","15384.0","2.6","150.6","0.5","326.9","703.9","560.3","7.0","167.6","72.6","1007.1","0.4","2010.4","812.4","40.0","0.0","157.2","2.1","593.0","1107.7","53.1","0.0","2860.9","12617.4","0.1","4.08","24.92","28.72","25.01","7.39","1.93","23.48","5.88","2.93","25.76","26.01","22.95","5.49","32.79","0.0","28.17","28.51","10.44"
