"data.date","data.owned or leased","data.parking spaces","data.status","data.type","location.congressional district","location.id","location.region id","data.disabilities.ADA Accessible","data.disabilities.ansi usable","location.address.city","location.address.county","location.address.line 1","location.address.state","location.address.zip"
"2007.11.1","LEASED","36","ACTIVE","BUILDING","6","MO1976","6","Yes","7200","ST JOSEPH","BUCHANAN COUNTY","1402 N. WOODBINE ST.","MO","645063611"
"0","LEASED","2410","ACTIVE","BUILDING","5","MO1977","6","Yes","1237942","KANSAS CITY","JACKSON COUNTY","14500 BOTTS ROAD","MO","641471302"
"1977.12.14","LEASED","50","ACTIVE","BUILDING","6","MO1979","6","Yes","10055","KANSAS CITY","PLATTE COUNTY","12200 N AMBASSADOR DR","MO","641631244"
"2008.8.1","LEASED","25","ACTIVE","BUILDING","3","MO1980","6","Yes","9443","JEFFERSON CITY","COLE COUNTY","129 SCOTT STATION RD","MO","651094975"
"2007.7.1","LEASED","41","ACTIVE","BUILDING","8","MO1981","6","Yes","8673","CAPE GIRARDEAU","CAPE GIRARDEAU COUNTY","2445 CAPE CTR","MO","637035771"
"2011.4.18","LEASED","833","ACTIVE","BUILDING","1","MO1982","6","Yes","450496","ST LOUIS","ST. LOUIS COUNTY","1 Archives Dr","MO","631381002"
"1978.6.11","LEASED","0","ACTIVE","BUILDING","7","MO1984","6","Yes","74917","NEOSHO","NEWTON COUNTY","11623 LIME KILN DR","MO","648506464"
"2008.9.1","LEASED","0","ACTIVE","BUILDING","7","MO1986","6","Yes","720","JOPLIN","JASPER COUNTY","7331 N Highway 43","MO","64801"
"2009.10.15","LEASED","15","ACTIVE","BUILDING","6","MO1988","6","Yes","7316","HANNIBAL","MARION COUNTY","155 Forrest Dr","MO","634015522"
"2009.9.8","LEASED","0","ACTIVE","BUILDING","2","MO1989","6","Yes","11556","FENTON","ST. LOUIS COUNTY","650 GRAVOIS BLUFFS BLVD","MO","630267714"
"2008.7.1","LEASED","51","ACTIVE","BUILDING","6","MO1990","6","Yes","51519","KANSAS CITY","CLAY COUNTY","1251 NW BRIARCLIFF PKY","MO","641161776"
"2008.5.1","LEASED","0","ACTIVE","BUILDING","6","MO1991","6","Yes","1385","ST JOSEPH","BUCHANAN COUNTY","1211 N Belt Hwy","MO","645062411"
"2010.1.1","LEASED","40","ACTIVE","BUILDING","7","MO1993","6","Yes","12100","SPRINGFIELD","GREENE COUNTY","2937 S CLAREMONT AVE","MO","658047574"
"2009.9.14","LEASED","42","ACTIVE","BUILDING","4","MO1994","6","Yes","7058","SEDALIA","PETTIS COUNTY","3404 W 10TH ST","MO","653012112"
"2009.4.20","LEASED","4","ACTIVE","BUILDING","7","MO1995","6","Yes","1882","SPRINGFIELD","GREENE COUNTY","2300 N AIRPORT BLVD","MO","658027536"
"0","LEASED","31","ACTIVE","BUILDING","8","MO1997","6","Yes","6626","KENNETT","DUNKLIN COUNTY","800 SOUTH BYP","MO","638573245"
"2009.5.1","LEASED","0","ACTIVE","BUILDING","7","MO2000","6","Yes","802","HOLLISTER","TANEY COUNTY","4000 BRANSON AIRPORT BLVD","MO","656725944"
"0","LEASED","0","ACTIVE","BUILDING","4","MO2006","6","No","17000","COLUMBIA","BOONE COUNTY","3402 BUTTONWOOD DR","MO","652013718"
"2010.1.1","LEASED","156","ACTIVE","BUILDING","5","MO2008","6","Yes","29702","LEES SUMMIT","JACKSON COUNTY","2850 NE INDEPENDENCE AVE","MO","640642327"
"1990.1.1","LEASED","20","ACTIVE","BUILDING","6","MO2009","6","Yes","10476","RIVERSIDE","PLATTE COUNTY","1601 NW Platte Rd","MO","64150"
"0","LEASED","45","ACTIVE","BUILDING","1","MO2010","6","Yes","29866","ST LOUIS","ST. LOUIS - CITY","645 S NEWSTEAD AVE","MO","631101116"
"2000.1.1","LEASED","0","ACTIVE","BUILDING","5","MO2011","6","Yes","3400","KANSAS CITY","JACKSON COUNTY","30 W PERSHING RD","MO","641082410"
"1984.1.1","LEASED","6","ACTIVE","BUILDING","2","MO2012","6","Yes","3077","ST LOUIS","ST. LOUIS COUNTY","11132 S Towne Sq","MO","631237830"
"0","LEASED","32","ACTIVE","BUILDING","3","MO2013","6","Yes","6890","UNION","FRANKLIN COUNTY","43 PRAIRIE DELL PLZ","MO","630844341"
"2001.3.14","LEASED","52","ACTIVE","BUILDING","2","MO2015","6","Yes","12087","CRESTWOOD","ST. LOUIS COUNTY","8800 Watson Rd","MO","631195114"
"2000.1.1","LEASED","0","ACTIVE","BUILDING","7","MO2016","6","Yes","14208","SPRINGFIELD","GREENE COUNTY","2143 E PRIMROSE ST","MO","658044589"
"0","LEASED","27","ACTIVE","BUILDING","7","MO2018","6","Yes","11370","SPRINGFIELD","GREENE COUNTY","3031 S Fort Ave","MO","658074311"
"1998.1.1","LEASED","2","ACTIVE","BUILDING","2","MO2020","6","Yes","19263","ST LOUIS","ST. LOUIS COUNTY","1285 Fern Ridge Pkwy","MO","631414402"
"2008.1.1","LEASED","38","ACTIVE","BUILDING","6","MO2021","6","Yes","8120","KANSAS CITY","PLATTE COUNTY","8620 N GREEN HILLS RD","MO","641541912"
"0","LEASED","85","ACTIVE","BUILDING","5","MO2022","6","Yes","14632","INDEPENDENCE","JACKSON COUNTY","3520 S NOLAND RD","MO","640553380"
"0","LEASED","1","ACTIVE","BUILDING","4","MO2024","6","Yes","205","COLUMBIA","BOONE COUNTY","500 E WALNUT ST","MO","652014459"
"0","LEASED","8","ACTIVE","BUILDING","5","MO2025","6","Yes","42286","KANSAS CITY","JACKSON COUNTY","1010 WALNUT ST","MO","641062171"
"0","LEASED","44","ACTIVE","BUILDING","6","MO2026","6","Yes","7300","ST JOSEPH","ANDREW COUNTY","12819 COUNTRY PLACE DR","MO","645053715"
"0","LEASED","4","ACTIVE","BUILDING","5","MO2028","6","Yes","7939","KANSAS CITY","JACKSON COUNTY","903 E 104TH ST","MO","641314508"
"0","LEASED","22","ACTIVE","BUILDING","5","MO2030","6","Yes","3021","LEES SUMMIT","JACKSON COUNTY","3170 NE CARNEGIE DR","MO","640643215"
"0","LEASED","4","ACTIVE","BUILDING","6","MO2033","6","Yes","1860","LIBERTY","CLAY COUNTY","888 HAINES","MO","640681008"
"0","LEASED","27","ACTIVE","BUILDING","5","MO2034","6","Yes","15000","LEES SUMMIT","JACKSON COUNTY","777 NW Blue Pkwy","MO","640865799"
"0","LEASED","7","ACTIVE","BUILDING","6","MO2035","6","Yes","25648","KANSAS CITY","CLAY COUNTY","10320 NW PRAIRIE VIEW RD","MO","641531301"
"0","LEASED","4","ACTIVE","BUILDING","1","MO2036","6","Yes","2474","HAZELWOOD","ST. LOUIS COUNTY","8880 HAZELWOOD TECH CT","MO","630422926"
"2013.8.1","LEASED","186","ACTIVE","BUILDING","4","MO2037","6","Yes","46208","COLUMBIA","BOONE COUNTY","601 Business Loop 70 W","MO","652031610"
"0","LEASED","2","ACTIVE","BUILDING","6","MO2038","6","Yes","1320","ST JOSEPH","BUCHANAN COUNTY","700 S Riverside Rd","MO","645079775"
"0","LEASED","10","ACTIVE","BUILDING","5","MO2039","6","Yes","103313","KANSAS CITY","JACKSON COUNTY","3500 E 149th St","MO","641478101"
"1986.7.1","LEASED","3","ACTIVE","BUILDING","5","MO2040","6","No","2100","INDEPENDENCE","JACKSON COUNTY","17501 E US Highway 40","MO","640555442"
"0","LEASED","70","ACTIVE","BUILDING","1","MO2041","6","Will Conform","12695","ST LOUIS","ST. LOUIS - CITY","4349 WOODSON RD","MO","631343710"
"0","LEASED","100","ACTIVE","BUILDING","5","MO2042","6","Will Conform","222500","GRANDVIEW","JACKSON COUNTY","14200 Merritt Rd","MO","64030"
"0","LEASED","25","ACTIVE","BUILDING","5","MO2043","6","Will Conform","132119","KANSAS CITY","JACKSON COUNTY","5351 Lees Summit Rd","MO","640641214"
"0","LEASED","30","ACTIVE","BUILDING","6","MO2044","6","Will Conform","16244","KANSAS CITY","PLATTE COUNTY","11125 N Ambassador Dr","MO","64153"
"0","LEASED","2","ACTIVE","BUILDING","5","MO2045","6","Yes","9945","KANSAS CITY","JACKSON COUNTY","1501 W 31st St","MO","64108"
"0","LEASED","4","ACTIVE","BUILDING","3","MO2046","6","Yes","2124","JEFFERSON CITY","COLE COUNTY","515 W HIGH ST","MO","651013261"
"0","LEASED","2","ACTIVE","BUILDING","7","MO2047","6","Yes","1130","SPRINGFIELD","GREENE COUNTY","3639 SOUTH AVE","MO","658075220"
"0","LEASED","22","ACTIVE","BUILDING","5","MO2048","6","Yes","59625","KANSAS CITY","JACKSON COUNTY","11224 Holmes Rd","MO","641313698"
"0","LEASED","31","ACTIVE","BUILDING","6","MO2049","6","Will Conform","14792","LIBERTY","CLAY COUNTY","1927 Industrial Dr","MO","640681356"
"0","LEASED","0","ACTIVE","STRUCTURE","5","MO2051","6","Yes","0","KANSAS CITY","JACKSON COUNTY","4202 E 103rd St","MO","64137"
"0","LEASED","18","ACTIVE","BUILDING","2","MO2052","6","Yes","3606","ST LOUIS","ST. LOUIS - CITY","1034 S Brentwood Blvd","MO","631171200"
"0","LEASED","11","ACTIVE","BUILDING","5","MO2053","6","Will Conform","12372","KANSAS CITY","JACKSON COUNTY","10401 Holmes Rd","MO","641313405"
"0","LEASED","51","ACTIVE","BUILDING","8","MO2054","6","Yes","6740","POPLAR BLUFF","BUTLER COUNTY","Highway 142","MO","63901"
"1996.7.16","LEASED","18","ACTIVE","BUILDING","7","MO2055","6","Yes","10780","SPRINGFIELD","GREENE COUNTY","4715 W Junction St","MO","658021013"
"0","LEASED","0","ACTIVE","BUILDING","5","MO2057","6","Will Conform","9901","KANSAS CITY","CLAY COUNTY","602 E 12th Ave","MO","641164105"
"0","LEASED","8","ACTIVE","BUILDING","1","MO2060","6","Yes","0","ST LOUIS","ST. LOUIS - CITY","1115 Clark Ave","MO","63102"
"0","LEASED","26","ACTIVE","BUILDING","5","MO2061","6","Will Conform","11238","KANSAS CITY","JACKSON COUNTY","1200 Main St","MO","641052158"
"0","LEASED","58","ACTIVE","BUILDING","1","MO2062","6","Yes","9895","FLORISSANT","ST. LOUIS COUNTY","880 Rue St Francois","MO","63031"
"0","LEASED","50","ACTIVE","BUILDING","5","MO2064","6","Yes","115425","KANSAS CITY","JACKSON COUNTY","805 Pennsylvania Ave","MO","64105"
"0","LEASED","0","ACTIVE","BUILDING","5","MO2065","6","No","6380","LEES SUMMIT","JACKSON COUNTY","500 NW Space Center Dr","MO","64064"
"2000.7.1","OWNED","158","ACTIVE","BUILDING","2","NE0036","6","Yes","201919","OMAHA","DOUGLAS COUNTY","111 S 18TH PLZ","NE","681021303"
"1960.1.1","OWNED","0","ACTIVE","BUILDING","2","NE0051","6","Will Conform","237725","OMAHA","DOUGLAS COUNTY","1616 CAPITOL AVE","NE","681024908"
"1964.1.1","OWNED","58","ACTIVE","BUILDING","3","NE0056","6","Will Conform","51285","NORTH PLATTE","LINCOLN COUNTY","300 E 3RD ST","NE","691014000"
"1975.1.1","OWNED","397","ACTIVE","BUILDING","1","NE0531","6","Will Conform","275349","LINCOLN","LANCASTER COUNTY","100 CENTENNIAL MALL N","NE","685083859"
"2006.9.1","LEASED","0","ACTIVE","BUILDING","3","NE1332","6","Yes","519","NORTH PLATTE","LINCOLN COUNTY","5400 East Lee Bird Drive","NE","691012493"
"0","LEASED","0","ACTIVE","BUILDING","1","NE1339","6","Will Conform","11050","LINCOLN","LANCASTER COUNTY","512 S 7TH ST","NE","685082919"
"0","LEASED","22","ACTIVE","BUILDING","1","NE1362","6","Will Conform","7983","LINCOLN","LANCASTER COUNTY","5940 S 58TH ST","NE","685163639"
"0","LEASED","5","ACTIVE","BUILDING","2","NE1373","6","Yes","17796","OMAHA","DOUGLAS COUNTY","222 S 15TH ST","NE","681021680"
"0","LEASED","0","ACTIVE","BUILDING","3","NE1375","6","Will Conform","2000","SCOTTSBLUFF","SCOTTS BLUFF COUNTY","2001 BROADWAY","NE","693611903"
"0","LEASED","1","ACTIVE","BUILDING","1","NE1377","6","Will Conform","2274","NORFOLK","MADISON COUNTY","208 N 5TH ST","NE","687014155"
"1964.6.1","LEASED","4","ACTIVE","BUILDING","1","NE1380","6","Will Conform","132627","LINCOLN","LANCASTER COUNTY","850 S ST","NE","685081225"
"0","LEASED","0","ACTIVE","BUILDING","3","NE1381","6","Will Conform","660","SCOTTSBLUFF","SCOTTS BLUFF COUNTY","115 W RAILWAY ST","NE","693613177"
"0","LEASED","9","ACTIVE","BUILDING","2","NE1393","6","Yes","33071","OMAHA","DOUGLAS COUNTY","1620 DODGE ST","NE","681021593"
"0","LEASED","27","ACTIVE","BUILDING","2","NE1394","6","Yes","31148","OMAHA","DOUGLAS COUNTY","2707 N 108th St","NE","681641408"
"0","LEASED","21","ACTIVE","BUILDING","2","NE1407","6","Yes","9331","OMAHA","DOUGLAS COUNTY","13923 Gold Cir","NE","681442318"
"2001.6.1","LEASED","3","ACTIVE","BUILDING","3","NE1413","6","Yes","7722","GRAND ISLAND","HALL COUNTY","115 N WEBB RD","NE","688034052"
"0","LEASED","13","ACTIVE","BUILDING","2","NE1414","6","Yes","4567","OMAHA","DOUGLAS COUNTY","4501 ABBOTT DR","NE","681102698"
"1966.12.1","LEASED","2","ACTIVE","BUILDING","1","NE1415","6","Yes","1909","LINCOLN","LANCASTER COUNTY","2400 W Adams St","NE","685241894"
"0","LEASED","0","ACTIVE","BUILDING","3","NE1419","6","Will Conform","968","MCCOOK","RED WILLOW COUNTY","1022 AIRPORT ROAD","NE","690011059"
"0","LEASED","1","ACTIVE","BUILDING","3","NE1420","6","Yes","642","CHADRON","DAWES COUNTY","100 Airport Rd","NE","69337"
"0","LEASED","2","ACTIVE","BUILDING","3","NE1421","6","Yes","644","ALLIANCE","BOX BUTTE COUNTY","5631 Sarpy Rd","NE","69301"
"1947.8.14","LEASED","0","ACTIVE","BUILDING","3","NE1422","6","Yes","1500","SCOTTSBLUFF","SCOTTS BLUFF COUNTY","250023 Airport Terminal St","NE","69361"
"2000.6.1","LEASED","31","ACTIVE","BUILDING","2","NE1424","6","Yes","9297","OMAHA","DOUGLAS COUNTY","1102 E Hartman Ave","NE","681102808"
"0","LEASED","215","ACTIVE","BUILDING","2","NE1425","6","Yes","56700","OMAHA","DOUGLAS COUNTY","601 RIVERFRONT DR","NE","681024226"
"0","LEASED","680","ACTIVE","BUILDING","1","NE1428","6","Yes","127642","LINCOLN","LANCASTER COUNTY","1301 HIGHLAND BLVD","NE","685214639"
"0","LEASED","371","ACTIVE","BUILDING","2","NE1430","6","Yes","64549","OMAHA","DOUGLAS COUNTY","1717 AVENUE H E","NE","681102752"
"0","LEASED","20","ACTIVE","BUILDING","1","NE1431","6","Yes","17149","LINCOLN","LANCASTER COUNTY","5231 S 19TH ST","NE","685121271"
"2005.6.1","LEASED","12","ACTIVE","BUILDING","3","NE1432","6","Yes","4200","SCOTTSBLUFF","SCOTTS BLUFF COUNTY","415 VALLEY VIEW DR","NE","693611482"
"0","LEASED","26","ACTIVE","BUILDING","1","NE1433","6","Yes","5121","NORFOLK","MADISON COUNTY","605 IRON HORSE DR","NE","687015888"
"0","LEASED","20","ACTIVE","BUILDING","2","NE1435","6","Yes","7436","OMAHA","DOUGLAS COUNTY","6825 PINE ST","NE","681062857"
"2007.12.1","LEASED","184","ACTIVE","BUILDING","2","NE1436","6","Yes","99471","OMAHA","DOUGLAS COUNTY","4411 S 121st Ct","NE","681372112"
"2007.10.1","LEASED","125","ACTIVE","BUILDING","2","NE1437","6","Yes","24896","OMAHA","DOUGLAS COUNTY","604 N 109TH CT","NE","681541716"
"0","LEASED","1","ACTIVE","BUILDING","3","NE1438","6","Will Conform","1105","NORTH PLATTE","LINCOLN COUNTY","5400 E LEE BIRD DR","NE","691012477"
"1984.9.23","LEASED","3","ACTIVE","BUILDING","2","NE1439","6","Yes","4694","OMAHA","DOUGLAS COUNTY","10675 Bedford Ave","NE","681343605"
"2008.2.1","LEASED","5","ACTIVE","BUILDING","1","NE1441","6","Will Conform","1656","BELLEVUE","SARPY COUNTY","1309 HARLAN DR","NE","680056604"
"2008.12.22","LEASED","3","ACTIVE","BUILDING","3","NE1442","6","Yes","2447","GRAND ISLAND","HALL COUNTY","308 N LOCUST ST","NE","688015969"
"2008.6.1","LEASED","4","ACTIVE","BUILDING","2","NE1443","6","Yes","1775","OMAHA","DOUGLAS COUNTY","10918 JOHN GALT BLVD","NE","681372309"
"2008.8.14","LEASED","11","ACTIVE","STRUCTURE","2","NE1445","6","Yes","0","OMAHA","DOUGLAS COUNTY","320 N 17th St","NE","68102"
"1987.8.14","LEASED","1","ACTIVE","BUILDING","2","NE1446","6","Yes","4167","OMAHA","DOUGLAS COUNTY","444 REGENCY PARKWAY DR","NE","681143792"
"2009.6.1","LEASED","15","ACTIVE","BUILDING","1","NE1447","6","Yes","58173","LINCOLN","LANCASTER COUNTY","3800 VILLAGE DR","NE","685164737"
"2007.1.1","LEASED","17","ACTIVE","BUILDING","2","NE1450","6","Yes","7380","OMAHA","DOUGLAS COUNTY","17310 Wright St","NE","681302406"
"1991.1.1","LEASED","0","ACTIVE","BUILDING","2","NE1452","6","Yes","3164","OMAHA","DOUGLAS COUNTY","1299 FARNAM ST","NE","681021880"
"2011.12.21","LEASED","25","ACTIVE","BUILDING","3","NE1454","6","Yes","5844","VALENTINE","CHERRY COUNTY","214 W HIGHWAY 20","NE","692012005"
"1941.10.1","LEASED","0","ACTIVE","BUILDING","3","NE1456","6","Yes","742","KEARNEY","BUFFALO COUNTY","5145 AIRPORT RD","NE","688473750"
"0","LEASED","14","ACTIVE","BUILDING","3","NE1458","6","Yes","19703","GRAND ISLAND","HALL COUNTY","703 S WEBB RD","NE","688035122"
"0","LEASED","60","ACTIVE","BUILDING","2","NE1459","6","Yes","18900","OMAHA","DOUGLAS COUNTY","4245 S 121st Plz","NE","681372132"
"0","LEASED","65","ACTIVE","BUILDING","2","NE1460","6","Yes","12400","OMAHA","DOUGLAS COUNTY","1000 N 90TH ST","NE","681142764"
"0","LEASED","62","ACTIVE","BUILDING","1","NE1461","6","Yes","9314","LINCOLN","LANCASTER COUNTY","8000 S 15th St","NE","68512"
"0","LEASED","23","ACTIVE","BUILDING","2","NE1467","6","Yes","6308","VALLEY","DOUGLAS COUNTY","6707 N 288th St","NE","68064"
"0","LEASED","3","ACTIVE","BUILDING","3","NE1468","6","Yes","1493","GRAND ISLAND","HALL COUNTY","3851 Sky Park Rd","NE","688019144"
"1999.6.1","LEASED","0","ACTIVE","BUILDING","2","NE1470","6","Will Conform","0","OMAHA","DOUGLAS COUNTY","7300 World Communications Dr","NE","68122"
"1931.1.1","LEASED","17","ACTIVE","BUILDING","4","AR0016","7","Will Conform","20458","EL DORADO","UNION COUNTY","101 S Jackson Ave","AR","71730"
"1937.1.1","OWNED","47","ACTIVE","BUILDING","3","AR0021","7","Will Conform","57800","FORT SMITH","SEBASTIAN COUNTY","30 S 6TH ST","AR","729012410"
"1932.1.1","OWNED","24","ACTIVE","BUILDING","2","AR0030","7","Will Conform","160878","LITTLE ROCK","PULASKI COUNTY","600 W CAPITOL AVE","AR","722013329"
"1881.1.1","OWNED","12","ACTIVE","BUILDING","2","AR0031","7","Will Conform","46949","LITTLE ROCK","PULASKI COUNTY","300 W 2ND ST","AR","722012410"
"1933.1.1","OWNED","37","ACTIVE","BUILDING","4","AR0057","7","Will Conform","59947","TEXARKANA","MILLER COUNTY","500 N STATE LINE AVE","AR","718545957"
"1961.1.1","OWNED","150","ACTIVE","BUILDING","4","AR0062","7","Will Conform","44661","HOT SPRINGS NATIONAL PARK","GARLAND COUNTY","100 Reserve St","AR","71901"
"1961.1.1","OWNED","70","ACTIVE","BUILDING","2","AR0063","7","Will Conform","252863","LITTLE ROCK","PULASKI COUNTY","700 W CAPITOL AVE","AR","722013225"
"1959.1.1","OWNED","46","ACTIVE","BUILDING","1","AR0066","7","Will Conform","26495","HELENA","PHILLIPS COUNTY","617 WALNUT","AR","723423258"
"1966.1.1","OWNED","119","ACTIVE","BUILDING","4","AR0078","7","Will Conform","69342","PINE BLUFF","JEFFERSON COUNTY","100 E 8TH AVE","AR","716015004"
"1974.1.1","OWNED","95","ACTIVE","BUILDING","1","AR0079","7","Will Conform","32415","BATESVILLE","INDEPENDENCE COUNTY","490 E College St","AR","725015602"
"1985.1.1","OWNED","328","ACTIVE","STRUCTURE","2","AR0082","7","Will Conform","0","LITTLE ROCK","PULASKI COUNTY","622 W 4TH ST","AR","722012214"
"1974.1.1","OWNED","93","ACTIVE","BUILDING","3","AR0084","7","Will Conform","38609","FAYETTEVILLE","WASHINGTON COUNTY","35 E MOUNTAIN ST","AR","727015315"
"2006.10.19","OWNED","53","ACTIVE","BUILDING","2","AR0085","7","Yes","101677","LITTLE ROCK","PULASKI COUNTY","600 W CAPITOL AVE","AR","722013329"
"0","LEASED","2","ACTIVE","BUILDING","3","AR1093","7","Will Conform","10989","FORT SMITH","SEBASTIAN COUNTY","5111 Rogers Ave","AR","729032047"
"0","LEASED","43","ACTIVE","BUILDING","2","AR1116","7","Will Conform","2622","LITTLE ROCK","PULASKI COUNTY","308 S GAINES ST","AR","722012206"
"0","LEASED","9","ACTIVE","BUILDING","2","AR1125","7","Will Conform","1195","LITTLE ROCK","PULASKI COUNTY","1001 TEMPLE ST","AR","722023363"
"1977.1.1","LEASED","65","ACTIVE","BUILDING","1","AR1127","7","Will Conform","19667","JONESBORO","CRAIGHEAD COUNTY","615 S MAIN ST","AR","724012860"
"1977.1.1","LEASED","24","ACTIVE","BUILDING","3","AR1135","7","Will Conform","18900","HARRISON","BOONE COUNTY","402 N Walnut St","AR","726013621"
"0","LEASED","28","ACTIVE","BUILDING","1","AR1170","7","Will Conform","6130","WEST MEMPHIS","CRITTENDEN COUNTY","200 SHOPPINGWAY BLVD","AR","723011734"
"0","LEASED","47","ACTIVE","BUILDING","2","AR1173","7","Will Conform","14764","LITTLE ROCK","PULASKI COUNTY","10825 FINANCIAL CENTRE PKWY","AR","722113553"
"0","LEASED","53","ACTIVE","BUILDING","2","AR1182","7","Will Conform","65929","LITTLE ROCK","PULASKI COUNTY","425 W CAPITOL AVE","AR","722013405"
"0","LEASED","0","ACTIVE","BUILDING","3","AR1184","7","Will Conform","6143","FORT SMITH","SEBASTIAN COUNTY","4905 GREENWOOD ROAD","AR","729036906"
"0","LEASED","2","ACTIVE","BUILDING","2","AR1192","7","Will Conform","15584","LITTLE ROCK","PULASKI COUNTY","2120 Riverfront Dr","AR","722021436"
"0","LEASED","100","ACTIVE","BUILDING","2","AR1197","7","Will Conform","18126","LITTLE ROCK","PULASKI COUNTY","401 HARDIN RD","AR","722113528"
"0","LEASED","19","ACTIVE","BUILDING","2","AR1198","7","Will Conform","6451","LITTLE ROCK","PULASKI COUNTY","111 Center St","AR","722014401"
"0","LEASED","43","ACTIVE","STRUCTURE","2","AR1199","7","Will Conform","0","LITTLE ROCK","PULASKI COUNTY","1017 W 4th St","AR","722012024"
"0","LEASED","31","ACTIVE","BUILDING","2","AR1202","7","Will Conform","8288","LITTLE ROCK","PULASKI COUNTY","1200 Cherry Brook Dr","AR","722114113"
"0","LEASED","11","ACTIVE","BUILDING","4","AR1203","7","Will Conform","4539","EL DORADO","UNION COUNTY","100 E PEACH ST","AR","717305874"
"0","LEASED","9","ACTIVE","BUILDING","3","AR1213","7","Yes","9246","FORT SMITH","SEBASTIAN COUNTY","4991 OLD GREENWOOD RD","AR","729036906"
"0","LEASED","35","ACTIVE","BUILDING","3","AR1214","7","Yes","7542","SPRINGDALE","WASHINGTON COUNTY","4700 S THOMPSON","AR","727642548"
"0","LEASED","52","ACTIVE","BUILDING","3","AR1217","7","Yes","10414","HARRISON","BOONE COUNTY","131 W Industrial Park Rd","AR","726012205"
"0","LEASED","34","ACTIVE","BUILDING","2","AR1222","7","Yes","6083","SEARCY","WHITE COUNTY","701 AIRPORT LOOP","AR","721438346"
"0","LEASED","121","ACTIVE","BUILDING","2","AR1224","7","Yes","89076","LITTLE ROCK","PULASKI COUNTY","24 Shackleford West Blvd","AR","72211"
"0","LEASED","15","ACTIVE","BUILDING","4","AR1227","7","Yes","7685","TEXARKANA","MILLER COUNTY","3822 Airport Plz","AR","718541500"
"0","LEASED","6","ACTIVE","BUILDING","3","AR1228","7","Yes","4388","FAYETTEVILLE","WASHINGTON COUNTY","2887 N Point Cir","AR","727046809"
"0","LEASED","34","ACTIVE","BUILDING","3","AR1229","7","Yes","6723","FAYETTEVILLE","WASHINGTON COUNTY","179 E Colt Dr","AR","727032897"
"0","LEASED","5","ACTIVE","BUILDING","2","AR1230","7","Yes","14405","LITTLE ROCK","PULASKI COUNTY","10800 Financial Centre Pkwy","AR","722113543"
"2001.12.1","LEASED","60","ACTIVE","BUILDING","3","AR1234","7","Yes","10162","FAYETTEVILLE","WASHINGTON COUNTY","2153 E Joyce Blvd","AR","727034514"
"0","LEASED","1","ACTIVE","BUILDING","2","AR1236","7","Yes","9007","LITTLE ROCK","PULASKI COUNTY","820 LOUISIANA ST","AR","722014620"
"0","LEASED","5","ACTIVE","BUILDING","3","AR1237","7","Yes","3686","FAYETTEVILLE","WASHINGTON COUNTY","75 N East Ave","AR","727016038"
"0","LEASED","6","ACTIVE","BUILDING","1","AR1238","7","Yes","2560","JONESBORO","CRAIGHEAD COUNTY","2400 E HIGHLAND DR","AR","724016213"
"0","LEASED","13","ACTIVE","BUILDING","1","AR1240","7","Yes","3378","MOUNTAIN HOME","BAXTER COUNTY","955 Wallace Knob Rd","AR","726532513"
"0","LEASED","6","ACTIVE","BUILDING","3","AR1241","7","Yes","991","FORT SMITH","SEBASTIAN COUNTY","7030 TAYLOR AVENUE,STE. 4","AR","729166100"
"0","LEASED","24","ACTIVE","BUILDING","1","AR1243","7","Yes","4540","BLYTHEVILLE","MISSISSIPPI COUNTY","1325 S Division St","AR","72315"
"0","LEASED","76","ACTIVE","BUILDING","2","AR1246","7","Yes","9773","SHERWOOD","PULASKI COUNTY","3608 E Kiehl Ave","AR","721203384"
"0","LEASED","3","ACTIVE","BUILDING","2","AR1247","7","Yes","18353","LITTLE ROCK","PULASKI COUNTY","1520 Riverfront Dr","AR","722021724"
"0","LEASED","2","ACTIVE","BUILDING","3","AR1252","7","Yes","1507","FORT SMITH","SEBASTIAN COUNTY","6700 MCKENNON BLVD","AR","729036196"
"0","LEASED","2","ACTIVE","BUILDING","2","AR1253","7","Yes","5486","LITTLE ROCK","PULASKI COUNTY","1 AIRPORT RD","AR","722024404"
"0","LEASED","15","ACTIVE","BUILDING","2","AR1254","7","Yes","6042","LITTLE ROCK","PULASKI COUNTY","4501 E Roosevelt Rd","AR","722062648"
"0","LEASED","2","ACTIVE","BUILDING","4","AR1256","7","Yes","1035","TEXARKANA","MILLER COUNTY","201 Airport Dr","AR","718543411"
"0","LEASED","2","ACTIVE","BUILDING","3","AR1262","7","Yes","24865","FORT SMITH","SEBASTIAN COUNTY","414 Parker Ave","AR","729011902"
"0","LEASED","13","ACTIVE","BUILDING","3","AR1263","7","Yes","2731","FORT SMITH","SEBASTIAN COUNTY","4977 Old Greenwood Rd","AR","729036470"
"0","LEASED","31","ACTIVE","BUILDING","2","AR1264","7","Yes","14950","LITTLE ROCK","PULASKI COUNTY","1401 W Capitol Ave","AR","722012936"
"0","LEASED","3","ACTIVE","BUILDING","3","AR1266","7","Yes","2846","BENTONVILLE","BENTON COUNTY","1 AIRPORT BLVD","AR","727127162"
"0","LEASED","53","ACTIVE","BUILDING","4","AR1267","7","Yes","9548","HOT SPRINGS NATIONAL PARK","GARLAND COUNTY","112 Corporate Ter","AR","719137247"
"0","LEASED","26","ACTIVE","BUILDING","2","AR1268","7","Yes","5006","CONWAY","FAULKNER COUNTY","Christina Ln","AR","720340001"
