"State","Year","Data.DHS Denominator","Data.Number of Firms","Data.Calculated.Net Job Creation","Data.Calculated.Net Job Creation Rate","Data.Calculated.Reallocation Rate","Data.Establishments.Entered","Data.Establishments.Entered Rate","Data.Establishments.Exited","Data.Establishments.Exited Rate","Data.Establishments.Physical Locations","Data.Firm Exits.Count","Data.Firm Exits.Establishment Exit","Data.Firm Exits.Employments","Data.Job Creation.Births","Data.Job Creation.Continuers","Data.Job Creation.Count","Data.Job Creation.Rate","Data.Job Creation.Rate/Births","Data.Job Destruction.Continuers","Data.Job Destruction.Count","Data.Job Destruction.Deaths","Data.Job Destruction.Rate","Data.Job Destruction.Rate/Deaths"
"Missouri","2001","4001270","167470","-63668","-1.591","28.706","20722","9.858","20185","9.602","210481","12596","13035","89022","199889","374421","574310","14.353","4.996","434651","637978","203327","15.944","5.082"
"Missouri","2002","3921422","165797","-117880","-3.006","32.015","22797","10.86","23244","11.072","209703","13921","14322","115414","265581","362145","627726","16.008","6.773","491343","745606","254263","19.014","6.484"
"Missouri","2003","3853774","165856","-19525","-0.507","29.742","21139","10.085","20377","9.722","209984","12518","12915","88029","193027","380075","573102","14.871","5.009","410645","592627","181982","15.378","4.722"
"Missouri","2004","3847689","166434","12297","0.32","27.502","20576","9.805","20095","9.576","210092","12240","12849","92075","189748","351638","541386","14.07","4.931","344708","529089","184381","13.751","4.792"
"Missouri","2005","3812713","167012","-89330","-2.343","26.333","21414","10.178","20187","9.595","211001","12936","13211","84328","186729","315281","502010","13.167","4.898","428860","591340","162480","15.51","4.262"
"Missouri","2006","3761257","167325","18714","0.498","27.394","23652","11.175","21329","10.078","212804","15096","15330","89241","192801","341087","533888","14.194","5.126","350608","515174","164566","13.697","4.375"
"Missouri","2007","3715022","164701","-102387","-2.756","26.042","20829","9.853","22139","10.472","210751","14209","14566","93609","164586","319145","483731","13.021","4.43","402190","586118","183928","15.777","4.951"
"Missouri","2008","3630742","160764","-50830","-1.4","27.131","18741","8.987","22303","10.695","206749","14603","14887","101403","162177","330348","492525","13.565","4.467","361828","543355","181527","14.965","5.0"
"Missouri","2009","3491017","155307","-246826","-7.07","22.929","16370","8.042","23298","11.446","200080","14270","14531","90686","145993","254228","400221","11.464","4.182","474649","647047","172398","18.535","4.938"
"Missouri","2010","3323688","151617","-87939","-2.646","23.494","15969","8.078","19579","9.904","195888","12133","12432","74022","120258","270170","390428","11.747","3.618","333860","478367","144507","14.393","4.348"
"Missouri","2011","3327102","150837","100448","3.019","22.406","17789","9.091","17326","8.854","195917","10889","11184","61393","127132","346044","473176","14.222","3.821","251571","372728","121157","11.203","3.642"
"Missouri","2012","3415619","151545","85566","2.505","22.545","17012","8.698","16586","8.48","195809","9752","10063","71507","118657","351931","470588","13.778","3.474","250557","385022","134465","11.272","3.937"
"Missouri","2013","3477845","151304","73309","2.108","20.803","16348","8.364","16073","8.223","195590","10019","10136","58676","125153","309910","435063","12.51","3.599","253257","361754","108497","10.402","3.12"
"Missouri","2014","3549384","151302","85936","2.421","20.044","16474","8.419","15352","7.845","196245","9897","10120","60422","124677","316973","441650","12.443","3.513","244482","355714","111232","10.022","3.134"
"Missouri","2015","3658513","151994","116337","3.18","19.658","17829","9.05","15445","7.84","198188","9957","10225","59188","145448","330479","475927","13.009","3.976","255621","359590","103969","9.829","2.842"
"Missouri","2016","3758132","153498","82554","2.197","19.944","17554","8.803","14476","7.26","200940","10030","10314","69418","135451","321863","457314","12.169","3.604","265045","374760","109715","9.972","2.919"
"Missouri","2017","3818570","153208","55741","1.46","21.708","15992","7.975","16063","8.011","200482","10457","10820","67608","121889","348325","470214","12.314","3.192","282175","414473","132298","10.854","3.465"
"Missouri","2018","3889859","153488","103957","2.673","19.86","15757","7.864","15065","7.519","200711","10999","11403","70653","133205","357011","490216","12.602","3.424","267969","386259","118290","9.93","3.041"
"Montana","1978","1278433","67813","137531","10.758","24.791","11287","14.47","7886","10.11","79705","5307","5387","27901","92058","203939","295997","23.153","7.201","89736","158466","68730","12.395","5.376"
"Montana","1979","1396590","70093","89475","6.407","26.147","10514","13.03","7385","9.152","82256","4914","4964","27720","90239","181822","272061","19.48","6.461","115135","182586","67451","13.074","4.83"
"Montana","1980","1448013","70123","20561","1.42","29.072","9537","11.597","8274","10.061","82868","5586","5675","33595","84261","146785","231046","15.956","5.819","143777","210485","66708","14.536","4.607"
"Montana","1981","1450692","70899","-2487","-0.171","29.037","9255","11.135","7334","8.824","84079","4891","5010","29446","80275","130345","210620","14.519","5.534","156007","213107","57100","14.69","3.936"
"Montana","1982","1442278","70610","-9036","-0.627","29.888","9747","11.644","8685","10.375","84239","5884","5984","30675","87558","127973","215531","14.944","6.071","162080","224567","62487","15.57","4.333"
"Montana","1983","1421321","72505","-5770","-0.406","31.101","9928","11.738","6782","8.019","86152","4485","4563","25340","94672","126348","221020","15.55","6.661","167654","226790","59136","15.956","4.161"
"Montana","1984","1462760","75689","106058","7.251","22.73","11699","13.408","7006","8.03","89598","4906","5021","28594","90321","181982","272303","18.616","6.175","112491","166245","53754","11.365","3.675"
"Montana","1985","1538832","76332","81786","5.315","26.513","11327","12.702","8776","9.841","90449","6334","6455","45984","101103","184680","285783","18.571","6.57","126321","203997","77676","13.257","5.048"
"Montana","1986","1576008","76521","30743","1.951","29.644","11168","12.425","8891","9.892","91020","6220","6361","41435","100888","163451","264339","16.773","6.401","162169","233596","71427","14.822","4.532"
"Montana","1987","1611017","77479","61701","3.83","28.729","11802","12.954","8848","9.712","92583","5972","6078","40748","110543","182575","293118","18.195","6.862","149120","231417","82297","14.365","5.108"
"Montana","1988","1681647","79662","59137","3.517","27.884","11995","12.747","8583","9.121","95810","5966","6088","43489","113401","180191","293592","17.459","6.743","154499","234455","79956","13.942","4.755"
"Montana","1989","1737678","81171","84538","4.865","25.077","11814","12.252","8535","8.851","98066","5943","6106","41849","109390","193024","302414","17.403","6.295","134814","217876","83062","12.538","4.78"
"Montana","1990","1799897","82928","57383","3.188","24.622","11423","11.593","8284","8.407","100102","5936","6075","40910","92243","186725","278968","15.499","5.125","146093","221585","75492","12.311","4.194"
"Montana","1991","1822217","83550","-26945","-1.479","29.24","12120","12.058","8947","8.902","102097","6289","6487","54013","104751","161654","266405","14.62","5.749","205802","293350","87548","16.099","4.804"
"Montana","1992","1824938","84332","47889","2.624","26.164","11327","11.101","9091","8.91","103154","5880","6053","40329","95011","191613","286624","15.706","5.206","161768","238735","76967","13.082","4.218"
"Montana","1993","1873512","86887","60049","3.205","24.301","11514","11.037","8674","8.315","105741","5609","5833","36486","93569","194119","287688","15.356","4.994","152869","227639","74770","12.15","3.991"
"Montana","1994","1943498","89338","51447","2.647","24.224","12056","11.227","8884","8.273","108969","6051","6214","48492","94155","192691","286846","14.759","4.845","150536","235399","84863","12.112","4.367"
"Montana","1995","2006552","91425","82438","4.108","21.727","11935","10.84","9163","8.322","111489","6216","6409","40139","104778","195637","300415","14.972","5.222","148550","217977","69427","10.863","3.46"
"Montana","1996","2052325","92944","48409","2.359","23.639","12048","10.751","9434","8.419","113367","6481","6650","44403","98826","192155","290981","14.178","4.815","166384","242572","76188","11.819","3.712"
"Montana","1997","2115353","94694","66257","3.132","25.983","12955","11.326","10513","9.191","115602","6737","6969","46826","114061","227008","341069","16.124","5.392","179225","274812","95587","12.991","4.519"
"Montana","1998","2212856","97090","77587","3.506","24.782","12218","10.441","9719","8.305","118270","6299","6449","41862","110910","240872","351782","15.897","5.012","188221","274195","85974","12.391","3.885"
"Montana","1999","2275186","98268","50418","2.216","25.156","12366","10.384","10123","8.501","120204","6528","6749","44467","116883","219703","336586","14.794","5.137","186184","286168","99984","12.578","4.395"
"Montana","2000","2337770","99282","64136","2.743","24.44","11996","9.931","10294","8.522","121648","6671","6881","43747","110653","239154","349807","14.963","4.733","196313","285671","89358","12.22","3.822"
"Montana","2001","2371169","99963","11507","0.485","27.235","13045","10.652","10681","8.722","123643","6775","6964","45932","126800","207605","334405","14.103","5.348","219610","322898","103288","13.618","4.356"
"Montana","2002","2371311","99855","-48253","-2.035","30.038","13882","11.199","13107","10.573","124349","7700","7943","63152","131747","224403","356150","15.019","5.556","272803","404403","131600","17.054","5.55"
"Montana","2003","2351780","101380","18006","0.766","28.12","13809","11.035","11709","9.357","126188","6942","7045","40471","125090","223575","348665","14.826","5.319","226285","330659","104374","14.06","4.438"
"Montana","2004","2367252","103147","11669","0.493","25.201","13677","10.756","11382","8.951","128302","7035","7205","42926","95728","214226","309954","13.093","4.044","197806","298285","100479","12.6","4.245"
"Montana","2005","2394789","104785","38723","1.617","23.506","13792","10.666","11555","8.936","130424","7354","7455","41559","111533","208652","320185","13.37","4.657","198254","281462","83208","11.753","3.475"
"Montana","2006","2440436","106136","55510","2.275","23.97","16108","12.238","12993","9.871","133179","8932","9075","52602","122993","225008","348001","14.26","5.04","195838","292491","96653","11.985","3.96"
"Montana","2007","2488853","105915","41238","1.657","26.172","13974","10.507","13484","10.138","133248","8104","8198","44628","114146","252786","366932","14.743","4.586","223632","325694","102062","13.086","4.101"
"Montana","2008","2495555","104066","-29933","-1.199","25.003","12263","9.272","13671","10.336","131560","8699","8909","49581","100153","211832","311985","12.502","4.013","242196","341918","99722","13.701","3.996"
"Montana","2009","2431603","101546","-110919","-4.562","22.092","11020","8.447","13640","10.455","129153","8379","8564","46925","92137","176462","268599","11.046","3.789","293291","379518","86227","15.608","3.546"
"Montana","2010","2362057","100384","-23131","-0.979","22.245","11009","8.566","11783","9.169","128127","7041","7179","38899","83916","178799","262715","11.122","3.553","202076","285846","83770","12.102","3.546"
"Montana","2011","2368833","99995","43134","1.821","19.441","11490","8.975","11157","8.715","128187","6981","7181","35537","75514","197882","273396","11.541","3.188","164746","230262","65516","9.72","2.766"
"Montana","2012","2422143","100429","71132","2.937","19.742","11243","8.771","10592","8.263","128514","6218","6414","40770","75460","234761","310221","12.808","3.115","164163","239089","74926","9.871","3.093"
"Montana","2013","2486179","100465","39117","1.573","21.088","11164","8.681","10355","8.052","129007","6263","6321","34087","78888","222366","301254","12.117","3.173","193286","262137","68851","10.544","2.769"
"Montana","2014","2529897","101035","53082","2.098","18.3","11496","8.864","9723","7.497","130578","6210","6347","38957","79732","204836","284568","11.248","3.152","167326","231486","64160","9.15","2.536"
"Montana","2015","2554146","101621","48526","1.9","19.626","11651","8.886","10072","7.682","131909","6352","6546","34565","89621","209540","299161","11.713","3.509","182632","250635","68003","9.813","2.662"
"Montana","2016","2600982","102505","52283","2.01","20.256","12017","9.045","9632","7.25","134051","6625","6761","43747","96602","219112","315714","12.138","3.714","183662","263431","79769","10.128","3.067"
"Montana","2017","2637170","102803","33933","1.287","22.332","11415","8.511","10764","8.026","134446","6951","7125","42165","105227","223168","328395","12.453","3.99","202251","294462","92211","11.166","3.497"
"Montana","2018","2688172","102324","81833","3.044","19.428","10304","7.694","10700","7.989","133731","7588","7863","51392","112603","230358","342961","12.758","4.189","178087","261128","83041","9.714","3.089"
"Nebraska","1978","573101","35798","46611","8.133","28.002","6525","15.871","5172","12.58","41788","3517","3541","17316","46930","79922","126852","22.134","8.189","44927","80241","35314","14.001","6.162"
"Nebraska","1979","605465","36782","19004","3.139","30.84","6278","14.842","4728","11.178","43074","3233","3264","17661","42993","69374","112367","18.559","7.101","56954","93363","36409","15.42","6.013"
"Nebraska","1980","612747","36948","-5441","-0.888","32.477","5733","13.287","4989","11.563","43520","3656","3685","17418","42069","57433","99502","16.239","6.866","74041","104943","30902","17.127","5.043"
"Nebraska","1981","611198","36773","-1877","-0.307","30.153","5169","11.914","4772","10.999","43583","3369","3422","15283","36093","56054","92147","15.076","5.905","65689","94024","28335","15.384","4.636"
"Nebraska","1982","604148","35676","-8758","-1.45","30.446","5154","12.017","5594","13.043","42669","3865","3894","17644","39580","52388","91968","15.223","6.551","67390","100726","33336","16.672","5.518"
"Nebraska","1983","583020","36285","-7132","-1.223","31.164","5610","13.22","4417","10.409","43031","2928","2979","14393","33905","56941","90846","15.582","5.815","64218","97978","33760","16.805","5.791"
"Nebraska","1984","609119","38330","64058","10.517","23.793","6907","15.713","3975","9.043","45424","2962","3007","13994","62873","73650","136523","22.413","10.322","47927","72465","24538","11.897","4.028"
"Nebraska","1985","640093","38357","9941","1.553","31.741","6114","13.537","5104","11.301","45670","3675","3731","19773","44121","67407","111528","17.424","6.893","67481","101587","34106","15.871","5.328"
"Nebraska","1986","655511","38593","26488","4.041","30.234","5888","12.956","4765","10.485","46008","3331","3383","17445","46410","79172","125582","19.158","7.08","66489","99094","32605","15.117","4.974"
"Nebraska","1987","671276","38630","531","0.079","34.66","6115","13.384","5178","11.333","46159","3537","3588","21591","46954","69910","116864","17.409","6.995","76544","116333","39789","17.33","5.927"
"Nebraska","1988","687097","39147","26408","3.843","28.517","6201","13.304","5007","10.742","47207","3521","3575","20845","53571","70808","124379","18.102","7.797","61692","97971","36279","14.259","5.28"
"Nebraska","1989","707595","39518","19527","2.76","28.112","6140","12.997","4831","10.226","47897","3482","3548","20453","45749","73236","118985","16.815","6.465","63654","99458","35804","14.056","5.06"
"Nebraska","1990","725017","39987","22140","3.054","26.13","6020","12.558","4865","10.149","48515","3603","3686","21202","43130","73733","116863","16.119","5.949","62536","94723","32187","13.065","4.439"
"Nebraska","1991","737607","39813","6019","0.816","29.84","5985","12.372","5036","10.41","48849","3572","3626","21292","46423","69648","116071","15.736","6.294","75293","110052","34759","14.92","4.712"
"Nebraska","1992","742163","40047","16703","2.251","27.031","5470","11.245","4653","9.565","49054","3146","3213","17872","35173","81837","117010","15.766","4.739","69058","100307","31249","13.515","4.211"
"Nebraska","1993","765704","41058","35031","4.575","26.016","5871","11.856","4637","9.364","50137","3270","3310","23485","49306","85326","134632","17.583","6.439","60782","99601","38819","13.008","5.07"
"Nebraska","1994","807055","41717","43611","5.404","25.01","6027","11.92","5091","10.069","51031","3701","3784","19885","55973","88559","144532","17.909","6.935","65747","100921","35174","12.505","4.358"
"Nebraska","1995","842257","42545","31823","3.778","26.226","6165","11.97","4848","9.413","52164","3502","3608","21721","54869","87400","142269","16.891","6.515","71723","110446","38723","13.113","4.598"
"Nebraska","1996","851363","42948","5366","0.63","29.268","6136","11.719","5075","9.693","52888","3699","3765","24726","53271","76685","129956","15.264","6.257","82065","124590","42525","14.634","4.995"
"Nebraska","1997","872670","43289","26876","3.08","28.012","6253","11.772","5385","10.138","53550","3721","3774","20958","51137","97966","149103","17.086","5.86","83766","122227","38461","14.006","4.407"
"Nebraska","1998","925597","43738","27255","2.945","24.967","5997","11.128","5234","9.712","54273","3607","3693","21809","48936","93868","142804","15.428","5.287","73764","115549","41785","12.484","4.514"
"Nebraska","1999","940663","43774","9666","1.028","27.985","6010","11.062","5437","10.008","54615","3806","3884","24046","49492","91798","141290","15.02","5.261","82915","131624","48709","13.993","5.178"
"Nebraska","2000","951644","43256","14153","1.487","26.007","5590","10.279","5457","10.035","54448","3641","3738","21904","51794","86104","137898","14.491","5.443","80039","123745","43706","13.003","4.593"
"Nebraska","2001","943202","42681","-33680","-3.571","26.393","5605","10.363","5678","10.498","54051","3619","3778","27886","48025","76444","124469","13.196","5.092","101810","158149","56339","16.767","5.973"
"Nebraska","2002","921600","42922","-17078","-1.853","30.86","6197","11.423","5540","10.212","54578","3450","3527","27808","56962","85239","142201","15.43","6.181","102679","159279","56600","17.283","6.141"
"Nebraska","2003","914252","43228","4964","0.543","29.533","5755","10.53","5120","9.368","54973","3318","3365","20592","49214","90753","139967","15.309","5.383","91256","135003","43747","14.767","4.785"
"Nebraska","2004","923811","43536","14706","1.592","25.701","5527","10.029","4849","8.799","55449","3238","3296","18591","44619","88802","133421","14.442","4.83","78978","118715","39737","12.851","4.301"
"Nebraska","2005","927706","43646","-3520","-0.379","27.062","5807","10.457","5269","9.488","55801","3416","3490","21976","43612","81918","125530","13.531","4.701","86659","129050","42391","13.911","4.569"
"Nebraska","2006","935999","43362","17772","1.899","28.025","6644","11.926","6179","11.091","55942","4135","4208","22902","57565","91364","148929","15.911","6.15","88648","131157","42509","14.013","4.542"
"Nebraska","2007","940899","44096","-5053","-0.537","27.854","6428","11.409","4960","8.804","57075","3262","3330","18460","41721","89319","131040","13.927","4.434","97001","136093","39092","14.464","4.155"
"Nebraska","2008","938818","43613","5793","0.617","26.717","5280","9.289","5236","9.211","56864","3596","3686","19687","41551","89653","131204","13.975","4.426","85230","125411","40181","13.358","4.28"
"Nebraska","2009","923568","42661","-44546","-4.823","22.61","4638","8.217","5508","9.758","56011","3703","3829","26469","43062","61348","104410","11.305","4.663","105591","148956","43365","16.128","4.695"
"Nebraska","2010","890758","42118","-19366","-2.174","21.431","4494","8.077","4763","8.561","55503","3111","3198","17276","32117","63330","95447","10.715","3.606","83609","114813","31204","12.889","3.503"
"Nebraska","2011","886531","41725","12878","1.453","21.237","4622","8.355","4518","8.167","55373","2976","3110","16151","32905","74108","107013","12.071","3.712","67167","94135","26968","10.618","3.042"
"Nebraska","2012","896036","41362","3469","0.387","21.793","4345","7.889","4409","8.005","55044","2779","2843","14126","29134","71973","101107","11.284","3.251","72110","97638","25528","10.897","2.849"
"Nebraska","2013","894501","41089","4324","0.483","20.703","4228","7.719","4159","7.594","54805","2709","2756","15515","29264","67653","96917","10.835","3.272","66869","92593","25724","10.351","2.876"
"Nebraska","2014","901524","41046","11379","1.262","19.365","4354","7.942","3945","7.196","55028","2655","2709","13764","30637","68031","98668","10.945","3.398","62876","87289","24413","9.682","2.708"
"Nebraska","2015","915648","40874","18836","2.057","20.607","4256","7.748","4082","7.431","55017","2742","2798","15806","42042","71140","113182","12.361","4.592","68338","94346","26008","10.304","2.84"
"Nebraska","2016","931550","40912","14107","1.514","20.372","4420","8.023","3913","7.103","55343","2649","2717","13684","34312","74683","108995","11.7","3.683","68550","94888","26338","10.186","2.827"
"Nebraska","2017","935399","40780","-368","-0.039","22.526","4335","7.853","4196","7.601","55272","2727","2801","14795","30027","75329","105356","11.263","3.21","74287","105724","31437","11.303","3.361"
"Nebraska","2018","939998","40702","4389","0.467","20.479","4084","7.412","3871","7.025","55210","2733","2848","15835","28411","72231","100642","10.707","3.022","69784","96253","26469","10.24","2.816"
"Nevada","1978","1505275","81196","129213","8.584","26.345","14136","14.917","11227","11.848","96216","7426","7567","36778","112559","214938","327497","21.757","7.478","117631","198284","80653","13.173","5.358"
"Nevada","1979","1604029","83216","68146","4.248","26.494","13201","13.607","10220","10.535","98505","6742","6831","35645","95266","185362","280628","17.495","5.939","131806","212482","80676","13.247","5.03"
"Nevada","1980","1635500","82588","-17768","-1.086","29.308","11654","11.89","10879","11.1","98400","7730","7861","39068","92162","147501","239663","14.654","5.635","180956","257431","76475","15.74","4.676"
"Nevada","1981","1620831","83003","-1045","-0.064","29.649","11631","11.824","9890","10.054","99241","6537","6662","31482","97827","142453","240280","14.824","6.036","166590","241325","74735","14.889","4.611"
"Nevada","1982","1613105","81146","-6421","-0.398","30.726","11519","11.757","11850","12.095","97811","8062","8225","37919","97854","149966","247820","15.363","6.066","173505","254241","80736","15.761","5.005"
"Nevada","1983","1592554","83968","1590","0.1","31.251","13056","13.259","8884","9.022","100555","5805","5931","33481","92103","158329","250432","15.725","5.783","177421","248842","71421","15.625","4.485"
"Nevada","1984","1633110","86735","106895","6.545","24.271","14271","14.093","9489","9.371","103652","6795","6889","33466","105670","199415","305085","18.681","6.47","136202","198190","61988","12.136","3.796"
"Nevada","1985","1700557","88157","67783","3.986","27.831","14045","13.563","10712","10.344","105222","7709","7843","47814","113020","191408","304428","17.902","6.646","139191","236645","97454","13.916","5.731"
"Nevada","1986","1752955","89081","65695","3.748","28.834","14423","13.727","10515","10.007","107026","7477","7664","47374","125752","192667","318419","18.165","7.174","162320","252724","90404","14.417","5.157"
"Nevada","1987","1809675","90827","64594","3.569","31.719","15228","14.158","11240","10.45","109555","7645","7799","48105","143677","207922","351599","19.429","7.939","194085","287005","92920","15.859","5.135"
"Nevada","1988","1847673","93213","40105","2.171","30.23","14981","13.474","11133","10.013","113105","7806","7938","47010","121137","198247","319384","17.286","6.556","183041","279279","96238","15.115","5.209"
"Nevada","1989","1897711","95221","77803","4.1","27.18","14884","13.068","10932","9.598","115869","7808","8034","50862","111416","224287","335703","17.69","5.871","170029","257900","87871","13.59","4.63"
"Nevada","1990","1956049","96836","52801","2.699","26.039","14154","12.178","11077","9.531","117763","7906","8140","48342","110813","196653","307466","15.719","5.665","175582","254665","79083","13.019","4.043"
"Nevada","1991","1960233","96174","-16626","-0.848","28.935","14186","12.091","11910","10.151","118466","8466","8716","60699","114328","169268","283596","14.467","5.832","201611","300222","98611","15.316","5.031"
"Nevada","1992","1980894","96780","32313","1.631","27.015","13408","11.353","11448","9.693","119080","7506","7661","40025","103016","196866","299882","15.139","5.2","186590","267569","80979","13.507","4.088"
"Nevada","1993","1996920","98813","23393","1.171","27.474","13699","11.433","11402","9.516","120968","7604","7786","47290","98896","198812","297708","14.908","4.952","179729","274315","94586","13.737","4.737"
"Nevada","1994","2045683","100915","58661","2.868","26.205","14796","12.101","11947","9.771","123694","8367","8588","56017","112988","213706","326694","15.97","5.523","170896","268033","97137","13.102","4.748"
"Nevada","1995","2106626","102868","70361","3.34","25.813","14825","11.884","11923","9.558","126199","8403","8628","51934","113718","228537","342255","16.247","5.398","175132","271894","96762","12.907","4.593"
"Nevada","1996","2128379","103546","30788","1.447","27.413","14240","11.268","11999","9.495","127497","8626","8783","49380","114230","208289","322519","15.153","5.367","195592","291731","96139","13.707","4.517"
"Nevada","1997","2181771","103481","63587","2.914","27.612","14263","11.194","13690","10.745","127700","9317","9611","54913","118344","246454","364798","16.72","5.424","196228","301211","104983","13.806","4.812"
"Nevada","1998","2265453","104512","36576","1.615","26.245","13936","10.842","12309","9.576","129350","8185","8387","46962","119231","214631","333862","14.737","5.263","205592","297286","91694","13.123","4.047"
"Nevada","1999","2312378","104680","46161","1.996","26.318","13653","10.537","12442","9.602","130183","8371","8577","48877","118314","232135","350449","15.155","5.117","196942","304288","107346","13.159","4.642"
"Nevada","2000","2356090","104735","37225","1.58","27.149","13544","10.397","12646","9.708","130719","8380","8596","48797","118503","238550","357053","15.154","5.03","209450","319828","110378","13.575","4.685"
"Nevada","2001","2375200","103560","5934","0.25","27.667","12772","9.804","12692","9.743","130311","8377","8577","51564","117397","217113","334510","14.083","4.943","219675","328576","108901","13.834","4.585"
"Nevada","2002","2368432","104293","-58810","-2.483","31.2","15637","11.938","14087","10.755","131759","8609","8860","74237","148387","221085","369472","15.6","6.265","281685","428282","146597","18.083","6.19"
"Nevada","2003","2354145","105897","34939","1.484","26.205","15159","11.444","12935","9.765","133580","8324","8548","47782","102702","240687","343389","14.587","4.363","207329","308450","101121","13.102","4.295"
"Nevada","2004","2381280","108208","36705","1.541","25.739","15748","11.685","12816","9.509","136242","8513","8638","48228","119568","223599","343167","14.411","5.021","203974","306462","102488","12.87","4.304"
"Nevada","2005","2395823","110344","-6081","-0.254","25.744","16321","11.863","13209","9.601","139133","9104","9269","50257","113091","195301","308392","12.872","4.72","227197","314473","87276","13.126","3.643"
"Nevada","2006","2416441","109772","53178","2.201","25.485","17310","12.424","15762","11.313","140096","11574","11782","57489","137029","224065","361094","14.943","5.671","203304","307916","104612","12.743","4.329"
"Nevada","2007","2437417","109214","-8211","-0.337","27.435","15185","10.844","14207","10.145","140524","9401","9599","49806","113287","221060","334347","13.717","4.648","237509","342558","105049","14.054","4.31"
"Nevada","2008","2436210","107558","13983","0.574","26.057","13363","9.566","14252","10.202","139250","9473","9606","45880","112266","219117","331383","13.602","4.608","218494","317400","98906","13.028","4.06"
"Nevada","2009","2386696","105289","-109023","-4.568","21.701","12364","8.949","14870","10.762","136912","9768","9966","57139","88798","170175","258973","10.851","3.721","259027","367996","108969","15.419","4.566"
"Nevada","2010","2302617","103684","-59005","-2.563","22.156","12992","9.579","13520","9.968","135366","8460","8699","42034","90977","164110","255087","11.078","3.951","229726","314092","84366","13.641","3.664"
"Nevada","2011","2274248","101423","3780","0.166","21.817","12249","9.134","13022","9.711","133713","8718","8913","39256","75843","176027","251870","11.075","3.335","176824","248090","71266","10.909","3.134"
"Nevada","2012","2292434","101306","33711","1.471","22.067","12579","9.432","12462","9.344","133425","7843","8208","37253","83302","203349","286651","12.504","3.634","175593","252940","77347","11.034","3.374"
"Nevada","2013","2329190","103259","36262","1.557","20.78","13787","10.243","11729","8.714","135624","7381","7543","35704","86888","191381","278269","11.947","3.73","166198","242007","75809","10.39","3.255"
"Nevada","2014","2369586","105570","47214","1.993","19.585","14911","10.876","11741","8.564","138680","7862","7972","36757","83894","195361","279255","11.785","3.54","162300","232041","69741","9.792","2.943"
"Nevada","2015","2413112","107697","44080","1.827","21.878","15373","10.992","12395","8.862","141348","8116","8325","41339","106653","201400","308053","12.766","4.42","177638","263973","86335","10.939","3.578"
"Nevada","2016","2462371","110006","57257","2.325","19.67","15718","10.986","11859","8.289","144998","8365","8492","40570","97506","201922","299428","12.16","3.96","169355","242171","72816","9.835","2.957"
"Nevada","2017","2498907","110070","37307","1.493","22.742","14407","9.967","14028","9.704","144743","9290","9499","46147","100105","221353","321458","12.864","4.006","186678","284151","97473","11.371","3.901"
"Nevada","2018","2519807","103895","20109","0.798","22.061","12812","9.303","11461","8.322","138389","8318","8564","45557","91850","206200","298050","11.828","3.645","196156","277941","81785","11.03","3.246"
"New Hampshire","1978","186095","17064","22827","12.266","31.067","3255","17.063","2488","13.042","19460","1730","1737","7646","17693","34041","51734","27.8","9.508","14554","28907","14353","15.533","7.713"
"New Hampshire","1979","204820","17890","13630","6.655","30.602","3276","16.51","2249","11.334","20356","1595","1606","7739","17577","27392","44969","21.955","8.582","19325","31339","12014","15.301","5.866"
"New Hampshire","1980","208946","17784","-5880","-2.814","35.484","2715","13.441","2707","13.402","20203","1826","1836","8914","15597","21474","37071","17.742","7.465","28035","42951","14916","20.556","7.139"
"New Hampshire","1981","205307","17901","-196","-0.095","35.865","2646","13.11","2275","11.272","20369","1537","1555","6432","13626","23191","36817","17.933","6.637","24756","37013","12257","18.028","5.97"
"New Hampshire","1982","203220","17709","-2003","-0.986","37.319","2860","14.161","2657","13.156","20298","1794","1808","8031","16342","21578","37920","18.66","8.042","27599","39923","12324","19.645","6.064"
"New Hampshire","1983","201380","18358","1843","0.915","37.362","2939","14.353","1945","9.499","20973","1327","1353","7504","18227","21236","39463","19.596","9.051","26293","37620","11327","18.681","5.625"
"New Hampshire","1984","205773","19285","8726","4.241","31.901","3326","15.596","2081","9.758","21949","1476","1494","6575","18179","23369","41548","20.191","8.834","22822","32822","10000","15.951","4.86"
"New Hampshire","1985","206844","19221","-999","-0.483","34.475","2878","13.268","2625","12.102","21818","1901","1912","8573","13332","22323","35655","17.238","6.445","22730","36654","13924","17.721","6.732"
"New Hampshire","1986","202965","18901","-2541","-1.252","33.337","2795","13.003","2610","12.143","21587","1894","1911","8733","14383","19448","33831","16.668","7.086","23936","36372","12436","17.92","6.127"
"New Hampshire","1987","202181","18877","4210","2.082","36.327","2974","13.888","2597","12.128","21602","1836","1863","8302","17131","23802","40933","20.246","8.473","22550","36723","14173","18.163","7.01"
"New Hampshire","1988","205829","19095","286","0.139","36.706","2814","12.943","2443","11.237","21927","1711","1726","8578","14926","23136","38062","18.492","7.252","22876","37776","14900","18.353","7.239"
"New Hampshire","1989","209748","19134","10501","5.006","27.524","2652","12.154","2245","10.288","22024","1627","1642","7191","14725","24641","39366","18.768","7.02","18466","28865","10399","13.762","4.958"
"New Hampshire","1990","219053","19532","8747","3.993","26.923","2603","11.766","1982","8.959","22433","1414","1430","5865","12110","26125","38235","17.455","5.528","18347","29488","11141","13.462","5.086"
