"genre","sold by","daily average.amazon revenue","daily average.author revenue","daily average.gross sales","daily average.publisher revenue","daily average.units sold","publisher.name","publisher.type","statistics.average rating","statistics.sale price","statistics.sales rank","statistics.total reviews"
"genre fiction","Amazon Digital Services,  Inc.","2.786","2.786","13.93","8.358","7","(Small or Medium Publisher)","small/medium","3.72","1.99","40566","11"
"nonfiction","Amazon Digital Services,  Inc.","26.922","26.922","134.61","80.766","7","(Small or Medium Publisher)","small/medium","3.75","19.23","40567","4"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.58","2.99","40569","12"
"children","Amazon Digital Services,  Inc.","1.75","1.75","8.75","5.25","7","(Small or Medium Publisher)","small/medium","4.68","1.25","40581","51"
"nonfiction","Simon and Schuster Digital Sales Inc","14.532","14.532","72.66","43.596","7","Free Press","big five","4.65","10.38","40582","43"
"genre fiction","Amazon Digital Services,  Inc.","13.692","13.692","68.46","41.076","7","(Small or Medium Publisher)","small/medium","4.46","9.78","40592","43"
"genre fiction","Amazon Digital Services,  Inc.","8.61","8.61","43.05","25.83","7","(Small or Medium Publisher)","small/medium","3.79","6.15","40592","34"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.28","9.99","40595","69"
"nonfiction","Simon and Schuster Digital Sales Inc","15.428","15.428","77.14","46.284","7","Simon & Schuster","big five","4.51","11.02","40596","181"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.66","9.99","40598","21"
"nonfiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","5.0","0.99","40602","6"
"children","Amazon Digital Services,  Inc.","9.562","9.562","47.81","28.686","7","(Small or Medium Publisher)","small/medium","4.7","6.83","40607","352"
"children","Amazon Digital Services,  Inc.","13.146","13.146","65.73","39.438","7","(Small or Medium Publisher)","small/medium","4.81","9.39","40611","43"
"genre fiction","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Single-Author Publisher)","single author","4.06","3.99","40612","64"
"nonfiction","Simon and Schuster Digital Sales Inc","15.596","15.596","77.98","46.788","7","Touchstone","big five","4.18","11.14","40612","120"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","4.76","2.99","40615","13"
"nonfiction","Amazon Digital Services,  Inc.","19.586","19.586","97.93","58.758","7","(Small or Medium Publisher)","small/medium","4.45","13.99","40617","88"
"genre fiction","Random House LLC","13.986","13.986","69.93","41.958","7","Vintage","big five","4.04","9.99","40618","208"
"nonfiction","Amazon Digital Services,  Inc.","8.386","8.386","41.93","25.158","7","(Small or Medium Publisher)","small/medium","4.57","5.99","40618","14"
"nonfiction","Amazon Digital Services,  Inc.","35.686","35.686","178.43","107.058","7","(Small or Medium Publisher)","small/medium","4.51","25.49","40623","25"
"genre fiction","Amazon Digital Services,  Inc.","6.699","15.631","22.33","0.0","7","(Indie Publisher)","indie","4.42","3.19","40625","47"
"genre fiction","HarperCollins Publishers","13.678","13.678","68.39","41.034","7","William Morrow Paperbacks","big five","3.75","9.77","40635","228"
"comics","DC Comics","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.09","0.99","40637","20"
"nonfiction","Amazon Digital Services,  Inc.","11.172","11.172","55.86","33.516","7","(Small or Medium Publisher)","small/medium","4.17","7.98","40637","282"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Single-Author Publisher)","single author","4.25","9.99","40649","27"
"nonfiction","HarperCollins Publishers","17.836","17.836","89.18","53.508","7","It Books","big five","3.74","12.74","40653","58"
"children","Macmillan","11.186","11.186","55.93","33.558","7","Henry Holt and Co.","big five","4.62","7.99","40655","411"
"nonfiction","Simon and Schuster Digital Sales Inc","14.532","14.532","72.66","43.596","7","Scribner","big five","4.42","10.38","40656","281"
"genre fiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","0.0","2.99","40658","0"
"genre fiction","Macmillan","15.456","15.456","77.28","46.368","7","St. Martin's Press","big five","0.0","11.04","40661","0"
"comics","Amazon Digital Services,  Inc.","13.972","13.972","69.86","41.916","7","(Small or Medium Publisher)","small/medium","3.33","9.98","40662","109"
"nonfiction","Amazon Digital Services,  Inc.","12.586","12.586","62.93","37.758","7","(Small or Medium Publisher)","small/medium","4.43","8.99","40663","165"
"genre fiction","Amazon Digital Services,  Inc.","2.786","2.786","13.93","8.358","7","(Small or Medium Publisher)","small/medium","4.65","1.99","40673","20"
"children","Random House LLC","5.964","5.964","29.82","17.892","7","Random House Books for Young Readers","big five","4.55","4.26","40679","38"
"genre fiction","Amazon Digital Services,  Inc.","5.348","5.348","26.74","16.044","7","(Small or Medium Publisher)","small/medium","0.0","3.82","40682","0"
"nonfiction","Macmillan","5.306","5.306","26.53","15.918","7","Scientific American","big five","4.09","3.79","40690","10"
"genre fiction","HarperCollins Publishers","8.386","8.386","41.93","25.158","7","HarperCollins e-books","big five","4.5","5.99","40691","64"
"nonfiction","Amazon Digital Services,  Inc.","9.226","9.226","46.13","27.678","7","(Small or Medium Publisher)","small/medium","4.41","6.59","40692","29"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","3.0","2.99","40693","13"
"nonfiction","Amazon Digital Services,  Inc.","8.379","19.551","27.93","0.0","7","(Indie Publisher)","indie","4.75","3.99","40695","12"
"nonfiction","Amazon Digital Services,  Inc.","27.272","27.272","136.36","81.816","7","(Small or Medium Publisher)","small/medium","4.3","19.48","40703","42"
"children","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","3.0","0.99","40704","12"
"genre fiction","Amazon Digital Services,  Inc.","5.348","5.348","26.74","16.044","7","(Small or Medium Publisher)","small/medium","4.44","3.82","40709","9"
"nonfiction","Macmillan","12.446","12.446","62.23","37.338","7","Picador","big five","4.82","8.89","40710","186"
"nonfiction","Amazon Digital Services,  Inc.","11.046","11.046","55.23","33.138","7","(Small or Medium Publisher)","small/medium","3.76","7.89","40715","73"
"nonfiction","Amazon Digital Services,  Inc.","26.908","26.908","134.54","80.724","7","(Small or Medium Publisher)","small/medium","4.85","19.22","40717","14"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","3.5","2.99","40717","2"
"children","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.0","2.99","40724","10"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.62","2.99","40729","8"
"nonfiction","Penguin Group (USA) LLC","15.386","15.386","76.93","46.158","7","Portfolio","big five","4.09","10.99","40730","63"
"nonfiction","Amazon Digital Services,  Inc.","8.379","19.551","27.93","0.0","7","(Indie Publisher)","indie","3.57","3.99","40737","7"
"children","Simon and Schuster Digital Sales Inc","9.562","9.562","47.81","28.686","7","Atheneum Books for Young Readers","big five","4.71","6.83","40740","315"
"nonfiction","Amazon Digital Services,  Inc.","27.706","27.706","138.53","83.118","7","(Small or Medium Publisher)","small/medium","4.13","19.79","40741","22"
"children","Amazon Digital Services,  Inc.","5.348","5.348","26.74","16.044","7","(Small or Medium Publisher)","small/medium","4.42","3.82","40748","7"
"nonfiction","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Single-Author Publisher)","single author","4.0","3.99","40750","4"
"genre fiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Single-Author Publisher)","single author","0.0","0.99","40763","0"
"nonfiction","Macmillan","12.446","12.446","62.23","37.338","7","St. Martin's Press","big five","3.85","8.89","40764","194"
"nonfiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.33","0.99","40769","9"
"nonfiction","Amazon Digital Services,  Inc.","19.824","19.824","99.12","59.472","7","(Small or Medium Publisher)","small/medium","4.34","14.16","40775","23"
"fiction","Amazon Digital Services,  Inc.","2.786","2.786","13.93","8.358","7","(Small or Medium Publisher)","small/medium","5.0","1.99","40781","3"
"comics","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.51","9.99","40786","72"
"genre fiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Single-Author Publisher)","single author","4.75","0.99","40787","4"
"nonfiction","Amazon Digital Services,  Inc.","27.2545","14.6755","41.93","0.0","7","Amazon Publishing","amazon","4.75","5.99","40787","16"
"nonfiction","Random House LLC","16.576","16.576","82.88","49.728","7","Bantam","big five","4.8","11.84","40791","104"
"genre fiction","Amazon Digital Services,  Inc.","6.986","6.986","34.93","20.958","7","(Small or Medium Publisher)","small/medium","3.6","4.99","40794","5"
"nonfiction","Amazon Digital Services,  Inc.","11.109","25.921","37.03","0.0","7","(Indie Publisher)","indie","4.28","5.29","40796","25"
"nonfiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","3.89","0.99","40798","29"
"nonfiction","HarperCollins Publishers","14.322","14.322","71.61","42.966","7","HarperCollins e-books","big five","4.63","10.23","40798","52"
"children","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.73","0.99","40800","23"
"nonfiction","Amazon Digital Services,  Inc.","13.65","13.65","68.25","40.95","7","(Small or Medium Publisher)","small/medium","4.36","9.75","40801","478"
"nonfiction","Random House LLC","15.386","15.386","76.93","46.158","7","Schocken","big five","4.73","10.99","40803","114"
"nonfiction","Amazon Digital Services,  Inc.","13.916","13.916","69.58","41.748","7","(Single-Author Publisher)","single author","4.75","9.94","40805","90"
"nonfiction","Random House LLC","13.986","13.986","69.93","41.958","7","Three Rivers Press","big five","3.95","9.99","40812","509"
"nonfiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","4.66","0.99","40814","6"
"genre fiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","5.0","9.99","40825","2"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","3.42","2.99","40827","7"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.48","9.99","40831","33"
"genre fiction","Amazon Digital Services,  Inc.","5.306","5.306","26.53","15.918","7","(Small or Medium Publisher)","small/medium","4.5","3.79","40835","10"
"genre fiction","Random House LLC","8.386","8.386","41.93","25.158","7","LucasBooks","big five","4.13","5.99","40837","110"
"nonfiction","Amazon Digital Services,  Inc.","10.479","24.451","34.93","0.0","7","(Indie Publisher)","indie","4.12","4.99","40842","8"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","4.7","2.99","40846","54"
"nonfiction","Amazon Digital Services,  Inc.","16.695","38.955","55.65","0.0","7","(Indie Publisher)","indie","4.67","7.95","40847","153"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.2","2.99","40853","54"
"nonfiction","Macmillan","13.986","13.986","69.93","41.958","7","St. Martin's Press","big five","4.53","9.99","40858","56"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Small or Medium Publisher)","small/medium","4.22","2.99","40862","9"
"nonfiction","Random House LLC","17.276","17.276","86.38","51.828","7","Knopf","big five","4.69","12.34","40863","465"
"genre fiction","Macmillan","9.562","9.562","47.81","28.686","7","Minotaur Books","big five","3.85","6.83","40871","210"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.35","2.99","40874","14"
"nonfiction","HarperCollins Publishers","2.786","2.786","13.93","8.358","7","It Books","big five","4.67","1.99","40878","61"
"nonfiction","Amazon Digital Services,  Inc.","19.586","19.586","97.93","58.758","7","(Small or Medium Publisher)","small/medium","4.5","13.99","40880","12"
"nonfiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","3.93","0.99","40883","16"
"nonfiction","Amazon Digital Services,  Inc.","122.9865","66.2235","189.21","0.0","7","(Indie Publisher)","indie","4.38","27.03","40884","68"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.11","9.99","40885","9"
"nonfiction","HarperCollins Publishers","21.406","21.406","107.03","64.218","7","Anthony Bourdain/Ecco","big five","4.57","15.29","40889","38"
"children","Penguin Group (USA) LLC","8.386","8.386","41.93","25.158","7","Putnam Juvenile","big five","4.57","5.99","40894","153"
"nonfiction","Amazon Digital Services,  Inc.","83.678","83.678","418.39","251.034","7","(Small or Medium Publisher)","small/medium","4.66","59.77","40896","18"
"nonfiction","Amazon Digital Services,  Inc.","26.922","26.922","134.61","80.766","7","(Small or Medium Publisher)","small/medium","4.43","19.23","40900","766"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","0.0","2.99","40901","0"
"genre fiction","Macmillan","10.626","10.626","53.13","31.878","7","Orb Books","big five","4.2","7.59","40905","30"
"genre fiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.18","9.99","40906","27"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","0.0","2.99","40906","0"
"nonfiction","Amazon Digital Services,  Inc.","22.386","22.386","111.93","67.158","7","(Small or Medium Publisher)","small/medium","4.29","15.99","40915","27"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Single-Author Publisher)","single author","4.66","9.99","40918","3"
"children","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.28","2.99","40921","7"
"nonfiction","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Small or Medium Publisher)","small/medium","4.49","3.99","40924","186"
"genre fiction","Macmillan","15.386","15.386","76.93","46.158","7","Tor Books","big five","3.52","10.99","40933","23"
"children","Amazon Digital Services,  Inc.","9.786","9.786","48.93","29.358","7","(Small or Medium Publisher)","small/medium","4.38","6.99","40935","57"
"nonfiction","Amazon Digital Services,  Inc.","12.586","12.586","62.93","37.758","7","(Single-Author Publisher)","single author","5.0","8.99","40935","1"
"genre fiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Small or Medium Publisher)","small/medium","4.57","2.99","40940","19"
"genre fiction","Hachette Book Group","9.576","9.576","47.88","28.728","7","Little, Brown and Company","big five","4.38","6.84","40944","18"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","4.9","2.99","40946","43"
"genre fiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Small or Medium Publisher)","small/medium","3.6","2.99","40957","25"
"nonfiction","Penguin Group (USA) LLC","8.19","8.19","40.95","24.57","7","Penguin","big five","4.09","5.85","40962","75"
"genre fiction","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Single-Author Publisher)","single author","3.76","3.99","40963","21"
"children","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Small or Medium Publisher)","small/medium","4.87","3.99","40963","8"
"nonfiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","4.21","0.99","40969","38"
"nonfiction","Amazon Digital Services,  Inc.","11.186","11.186","55.93","33.558","7","(Small or Medium Publisher)","small/medium","4.14","7.99","40974","182"
"nonfiction","Amazon Digital Services,  Inc.","20.986","20.986","104.93","62.958","7","(Small or Medium Publisher)","small/medium","4.62","14.99","40990","56"
"nonfiction","Amazon Digital Services,  Inc.","6.986","6.986","34.93","20.958","7","(Single-Author Publisher)","single author","5.0","4.99","41001","3"
"nonfiction","Amazon Digital Services,  Inc.","40.866","40.866","204.33","122.598","7","(Single-Author Publisher)","single author","4.51","29.19","41002","25"
"children","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Single-Author Publisher)","single author","4.06","0.99","41003","31"
"nonfiction","Amazon Digital Services,  Inc.","20.398","20.398","101.99","61.194","7","(Small or Medium Publisher)","small/medium","3.55","14.57","41007","9"
"nonfiction","Amazon Digital Services,  Inc.","6.776","6.776","33.88","20.328","7","(Small or Medium Publisher)","small/medium","4.81","4.84","41010","134"
"nonfiction","HarperCollins Publishers","14.322","14.322","71.61","42.966","7","HarperCollins e-books","big five","4.26","10.23","41011","152"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.19","2.99","41017","76"
"nonfiction","Amazon Digital Services,  Inc.","6.986","6.986","34.93","20.958","7","(Small or Medium Publisher)","small/medium","4.02","4.99","41022","68"
"nonfiction","Random House LLC","16.576","16.576","82.88","49.728","7","Anchor","big five","4.69","11.84","41024","349"
"children","HarperCollins Publishers","1.386","1.386","6.93","4.158","7","HarperCollins","big five","4.7","0.99","41031","40"
"genre fiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.57","0.99","41036","7"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.5","2.99","41037","14"
"nonfiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.42","0.99","41040","21"
"children","Random House LLC","5.964","5.964","29.82","17.892","7","Random House Books for Young Readers","big five","4.65","4.26","41041","29"
"genre fiction","Amazon Digital Services,  Inc.","9.786","9.786","48.93","29.358","7","(Small or Medium Publisher)","small/medium","4.82","6.99","41045","51"
"fiction","Amazon Digital Services,  Inc.","2.786","2.786","13.93","8.358","7","(Small or Medium Publisher)","small/medium","4.28","1.99","41045","7"
"genre fiction","Amazon Digital Services,  Inc.","5.348","5.348","26.74","16.044","7","(Small or Medium Publisher)","small/medium","4.5","3.82","41049","8"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.25","9.99","41050","31"
"nonfiction","Penguin Group (USA) LLC","15.316","15.316","76.58","45.948","7","Portfolio","big five","4.52","10.94","41058","126"
"genre fiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.81","0.99","41059","16"
"nonfiction","HarperCollins Publishers","13.678","13.678","68.39","41.034","7","HarperCollins e-books","big five","4.57","9.77","41061","145"
"children","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","0.0","2.99","41062","0"
"children","Random House LLC","5.152","5.152","25.76","15.456","7","Random House Books for Young Readers","big five","4.66","3.68","41062","24"
"comics","Amazon Digital Services,  Inc.","11.886","11.886","59.43","35.658","7","(Small or Medium Publisher)","small/medium","4.6","8.49","41063","66"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.06","9.99","41064","65"
"nonfiction","Macmillan","17.836","17.836","89.18","53.508","7","Palgrave Macmillan","big five","4.0","12.74","41072","6"
"children","HarperCollins Publishers","5.964","5.964","29.82","17.892","7","HarperCollins","big five","4.71","4.26","41079","21"
"nonfiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","4.2","0.99","41083","10"
"children","Random House LLC","5.964","5.964","29.82","17.892","7","Random House Books for Young Readers","big five","4.66","4.26","41086","75"
"comics","Amazon Digital Services,  Inc.","6.454","6.454","32.27","19.362","7","(Small or Medium Publisher)","small/medium","4.66","4.61","41086","3"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Single-Author Publisher)","single author","4.57","9.99","41090","28"
"nonfiction","Amazon Digital Services,  Inc.","8.8725","4.7775","13.65","0.0","7","(Indie Publisher)","indie","4.52","1.95","41101","40"
"nonfiction","Hachette Book Group","13.986","13.986","69.93","41.958","7","Grand Central Publishing","big five","4.27","9.99","41104","95"
"genre fiction","Amazon Digital Services,  Inc.","5.348","5.348","26.74","16.044","7","(Small or Medium Publisher)","small/medium","3.6","3.82","41108","10"
"nonfiction","Amazon Digital Services,  Inc.","20.986","20.986","104.93","62.958","7","(Small or Medium Publisher)","small/medium","4.77","14.99","41111","9"
"nonfiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Small or Medium Publisher)","small/medium","4.43","0.99","41112","16"
"nonfiction","Amazon Digital Services,  Inc.","6.986","6.986","34.93","20.958","7","(Single-Author Publisher)","single author","4.8","4.99","41117","5"
"children","Amazon Digital Services,  Inc.","6.454","6.454","32.27","19.362","7","(Small or Medium Publisher)","small/medium","4.62","4.61","41119","29"
"genre fiction","Amazon Digital Services,  Inc.","8.379","19.551","27.93","0.0","7","(Indie Publisher)","indie","4.64","3.99","41121","42"
"nonfiction","Simon and Schuster Digital Sales Inc","11.228","11.228","56.14","33.684","7","Touchstone","big five","4.57","8.02","41128","307"
"genre fiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","4.6","0.99","41130","33"
"comics","DC Comics","2.786","2.786","13.93","8.358","7","(Small or Medium Publisher)","small/medium","4.37","1.99","41145","116"
"nonfiction","Amazon Digital Services,  Inc.","12.6","12.6","63.0","37.8","7","(Small or Medium Publisher)","small/medium","4.62","9.0","41151","29"
"nonfiction","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Small or Medium Publisher)","small/medium","4.58","3.99","41162","75"
"comics","Amazon Digital Services,  Inc.","14.686","14.686","73.43","44.058","7","(Small or Medium Publisher)","small/medium","4.26","10.49","41167","19"
"nonfiction","Random House LLC","16.576","16.576","82.88","49.728","7","Crown Business","big five","4.19","11.84","41174","172"
"children","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.5","2.99","41175","10"
"nonfiction","Random House LLC","14.07","14.07","70.35","42.21","7","Harmony","big five","4.55","10.05","41175","98"
"nonfiction","Amazon Digital Services,  Inc.","11.011","5.929","16.94","0.0","7","(Indie Publisher)","indie","5.0","2.42","41177","3"
"genre fiction","Amazon Digital Services,  Inc.","6.986","6.986","34.93","20.958","7","(Single-Author Publisher)","single author","4.87","4.99","41180","8"
"nonfiction","Amazon Digital Services,  Inc.","15.386","15.386","76.93","46.158","7","(Small or Medium Publisher)","small/medium","4.32","10.99","41189","179"
"nonfiction","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Small or Medium Publisher)","small/medium","4.33","2.99","41198","9"
"children","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.56","9.99","41200","113"
"nonfiction","Amazon Digital Services,  Inc.","5.586","5.586","27.93","16.758","7","(Single-Author Publisher)","single author","4.59","3.99","41209","5"
"children","Amazon Digital Services,  Inc.","4.186","4.186","20.93","12.558","7","(Single-Author Publisher)","single author","4.46","2.99","41210","30"
"nonfiction","Amazon Digital Services,  Inc.","2.8","2.8","14.0","8.4","7","(Single-Author Publisher)","single author","4.16","2.0","41217","12"
"children","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","4.0","2.99","41223","7"
"genre fiction","Amazon Digital Services,  Inc.","4.5045","2.4255","6.93","0.0","7","(Indie Publisher)","indie","3.17","0.99","41236","28"
"nonfiction","Amazon Digital Services,  Inc.","56.8295","30.6005","87.43","0.0","7","(Indie Publisher)","indie","4.65","12.49","41237","43"
"children","Simon and Schuster Digital Sales Inc","7.168","7.168","35.84","21.504","7","Simon Spotlight","big five","4.62","5.12","41238","29"
"nonfiction","Amazon Digital Services,  Inc.","6.279","14.651","20.93","0.0","7","(Indie Publisher)","indie","3.62","2.99","41241","16"
"genre fiction","Amazon Digital Services,  Inc.","6.454","6.454","32.27","19.362","7","(Small or Medium Publisher)","small/medium","4.05","4.61","41244","20"
"children","Hachette Book Group","8.386","8.386","41.93","25.158","7","Little, Brown Books for Young Readers","big five","4.92","5.99","41247","25"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Single-Author Publisher)","single author","4.8","9.99","41259","5"
"nonfiction","Amazon Digital Services,  Inc.","13.146","13.146","65.73","39.438","7","(Small or Medium Publisher)","small/medium","5.0","9.39","41261","25"
"nonfiction","Amazon Digital Services,  Inc.","21.518","21.518","107.59","64.554","7","(Small or Medium Publisher)","small/medium","4.55","15.37","41263","49"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","5.0","9.99","41264","7"
"nonfiction","Hachette Book Group","13.986","13.986","69.93","41.958","7","Hyperion","big five","4.01","9.99","41268","287"
"genre fiction","Amazon Digital Services,  Inc.","9.17","9.17","45.85","27.51","7","(Single-Author Publisher)","single author","3.7","6.55","41270","10"
"nonfiction","Amazon Digital Services,  Inc.","18.9","18.9","94.5","56.7","7","(Small or Medium Publisher)","small/medium","4.14","13.5","41271","140"
"nonfiction","HarperCollins Publishers","17.836","17.836","89.18","53.508","7","HarperOne","big five","4.5","12.74","41282","73"
"nonfiction","Amazon Digital Services,  Inc.","12.586","12.586","62.93","37.758","7","(Single-Author Publisher)","single author","4.8","8.99","41282","81"
"nonfiction","Amazon Digital Services,  Inc.","23.072","23.072","115.36","69.216","7","(Small or Medium Publisher)","small/medium","4.64","16.48","41284","118"
"nonfiction","Amazon Digital Services,  Inc.","20.979","48.951","69.93","0.0","7","(Indie Publisher)","indie","4.37","9.99","41285","16"
"nonfiction","Random House LLC","15.582","15.582","77.91","46.746","7","Crown Business","big five","4.44","11.13","41289","29"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.52","9.99","41301","36"
"nonfiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Single-Author Publisher)","single author","4.2","0.99","41302","5"
"nonfiction","Amazon Digital Services,  Inc.","26.908","26.908","134.54","80.724","7","(Small or Medium Publisher)","small/medium","4.59","19.22","41304","145"
"nonfiction","Amazon Digital Services,  Inc.","6.986","6.986","34.93","20.958","7","(Single-Author Publisher)","single author","4.46","4.99","41306","45"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","4.66","9.99","41307","18"
"nonfiction","Macmillan","13.986","13.986","69.93","41.958","7","Scientific American / Farrar, Straus and Giroux","big five","4.55","9.99","41315","88"
"nonfiction","HarperCollins Publishers","2.786","2.786","13.93","8.358","7","HarperPress","big five","4.08","1.99","41317","12"
"nonfiction","Penguin Group (USA) LLC","11.186","11.186","55.93","33.558","7","Penguin Books","big five","4.8","7.99","41319","87"
"nonfiction","Amazon Digital Services,  Inc.","13.986","13.986","69.93","41.958","7","(Small or Medium Publisher)","small/medium","5.0","9.99","41335","1"
"genre fiction","Amazon Digital Services,  Inc.","1.386","1.386","6.93","4.158","7","(Single-Author Publisher)","single author","3.0","0.99","41339","1"
"nonfiction","Simon and Schuster Digital Sales Inc","12.712","12.712","63.56","38.136","7","Simon & Schuster","big five","4.29","9.08","41341","82"
"genre fiction","Amazon Digital Services,  Inc.","10.479","24.451","34.93","0.0","7","(Indie Publisher)","indie","4.7","4.99","41342","84"
