"Date.Day","Date.Full","Date.Month","Date.Year","Show.Name","Show.Theatre","Show.Type","Statistics.Attendance","Statistics.Capacity","Statistics.Gross","Statistics.Gross Potential","Statistics.Performances"
"27","3/27/2005","3","2005","Monty Python'S Spamalot","Shubert","Musical","11315","98","866515","95","8"
"27","3/27/2005","3","2005","Movin' Out","Richard Rodgers","Musical","9839","93","690518","84","8"
"27","3/27/2005","3","2005","On Golden Pond","Cort","Play","3564","42","179011","30","0"
"27","3/27/2005","3","2005","Rent","Nederlander","Musical","9254","98","513112","97","8"
"27","3/27/2005","3","2005","Steel Magnolias","Lyceum","Play","3871","60","205202","48","0"
"27","3/27/2005","3","2005","The Glass Menagerie 05","Ethel Barrymore","Play","5391","64","338146","53","8"
"27","3/27/2005","3","2005","The Light In The Piazza","Vivian Beaumont","Musical","6204","74","237953","35","0"
"27","3/27/2005","3","2005","The Lion King","New Amsterdam","Musical","14539","101","1191674","94","8"
"27","3/27/2005","3","2005","The Phantom Of The Opera","Majestic","Musical","12919","100","747917","75","8"
"27","3/27/2005","3","2005","The Pillowman","Booth","Play","4075","66","245670","49","0"
"27","3/27/2005","3","2005","The Producers","St. James","Musical","13393","98","1024159","98","8"
"27","3/27/2005","3","2005","Twelve Angry Men","American Airlines","Play","5237","88","293279","62","8"
"27","3/27/2005","3","2005","Who'S Afraid Of Virginia Woolf?","Longacre","Play","7487","85","394217","64","8"
"27","3/27/2005","3","2005","Wicked","Gershwin","Musical","14472","100","1211713","105","8"
"3","4/3/2005","4","2005","700 Sundays","Broadhurst","Play","7222","102","769861","121","6"
"3","4/3/2005","4","2005","A Streetcar Named Desire 05","Studio 54","Play","5337","76","248288","56","0"
"3","4/3/2005","4","2005","All Shook Up","Palace","Musical","12860","94","684595","67","8"
"3","4/3/2005","4","2005","Avenue Q","Golden","Musical","6345","100","511632","106","8"
"3","4/3/2005","4","2005","Beauty And The Beast","Lunt-Fontanne","Musical","12023","100","839307","99","8"
"3","4/3/2005","4","2005","Brooklyn","Plymouth","Musical","5961","71","284760","39","8"
"3","4/3/2005","4","2005","Chicago","Ambassador","Musical","8311","96","580740","81","8"
"3","4/3/2005","4","2005","Chitty Chitty Bang Bang","Hilton Theatre","Musical","11423","90","864437","82","0"
"3","4/3/2005","4","2005","Dame Edna:  Back With A Vengeance","Music Box","Play","3474","50","190257","36","7"
"3","4/3/2005","4","2005","Democracy","Brooks Atkinson","Play","3165","38","154213","23","8"
"3","4/3/2005","4","2005","Dirty Rotten Scoundrels","Imperial","Musical","11112","97","811400","86","8"
"3","4/3/2005","4","2005","Doubt","Walter Kerr","Play","5365","73","319927","58","5"
"3","4/3/2005","4","2005","Fiddler On The Roof 04","Minskoff","Musical","12286","91","755281","71","8"
"3","4/3/2005","4","2005","Good Vibrations","Eugene O'Neill","Musical","5828","68","337215","45","8"
"3","4/3/2005","4","2005","Hairspray","Neil Simon","Musical","11396","100","962386","99","8"
"3","4/3/2005","4","2005","Jackie Mason:  Freshly Squeezed","Helen Hayes","Play","2550","62","162064","49","7"
"3","4/3/2005","4","2005","Julius Caesar","Belasco","Play","6220","78","512782","80","1"
"3","4/3/2005","4","2005","La Cage Aux Folles '04","Marquis","Musical","7255","58","434883","42","8"
"3","4/3/2005","4","2005","Little Women","Virginia","Musical","7908","81","523850","62","8"
"3","4/3/2005","4","2005","Mamma Mia!","Cadillac Winter Garden","Musical","11939","100","932201","90","8"
"3","4/3/2005","4","2005","Monty Python'S Spamalot","Shubert","Musical","11672","101","898622","99","8"
"3","4/3/2005","4","2005","Movin' Out","Richard Rodgers","Musical","10086","95","661993","80","8"
"3","4/3/2005","4","2005","On Golden Pond","Cort","Play","4147","49","197446","34","0"
"3","4/3/2005","4","2005","Rent","Nederlander","Musical","8418","89","457772","87","8"
"3","4/3/2005","4","2005","Steel Magnolias","Lyceum","Play","4644","63","258646","53","0"
"3","4/3/2005","4","2005","The Glass Menagerie 05","Ethel Barrymore","Play","4417","52","285247","45","8"
"3","4/3/2005","4","2005","The Light In The Piazza","Vivian Beaumont","Musical","5893","71","225397","33","0"
"3","4/3/2005","4","2005","The Lion King","New Amsterdam","Musical","14488","101","1180976","93","8"
"3","4/3/2005","4","2005","The Phantom Of The Opera","Majestic","Musical","12894","100","731533","73","8"
"3","4/3/2005","4","2005","The Pillowman","Booth","Play","4284","69","246776","49","0"
"3","4/3/2005","4","2005","The Producers","St. James","Musical","13089","96","995133","95","8"
"3","4/3/2005","4","2005","Twelve Angry Men","American Airlines","Play","4929","83","259401","55","8"
"3","4/3/2005","4","2005","Who'S Afraid Of Virginia Woolf?","Longacre","Play","6165","80","315831","59","7"
"3","4/3/2005","4","2005","Wicked","Gershwin","Musical","14472","100","1261177","109","8"
"10","4/10/2005","4","2005","700 Sundays","Broadhurst","Play","7215","102","770291","122","6"
"10","4/10/2005","4","2005","A Streetcar Named Desire 05","Studio 54","Play","5878","73","315462","62","0"
"10","4/10/2005","4","2005","All Shook Up","Palace","Musical","10487","77","542579","53","8"
"10","4/10/2005","4","2005","Avenue Q","Golden","Musical","6096","96","470724","98","8"
"10","4/10/2005","4","2005","Beauty And The Beast","Lunt-Fontanne","Musical","10425","86","603916","71","8"
"10","4/10/2005","4","2005","Brooklyn","Plymouth","Musical","3808","46","181959","25","8"
"10","4/10/2005","4","2005","Chicago","Ambassador","Musical","7657","89","490042","68","8"
"10","4/10/2005","4","2005","Chitty Chitty Bang Bang","Hilton Theatre","Musical","9726","77","626546","60","0"
"10","4/10/2005","4","2005","Dame Edna:  Back With A Vengeance","Music Box","Play","2672","38","154330","29","7"
"10","4/10/2005","4","2005","Democracy","Brooks Atkinson","Play","2892","34","144969","22","8"
"10","4/10/2005","4","2005","Dirty Rotten Scoundrels","Imperial","Musical","10192","89","747839","79","8"
"10","4/10/2005","4","2005","Doubt","Walter Kerr","Play","6066","82","384858","70","8"
"10","4/10/2005","4","2005","Fiddler On The Roof 04","Minskoff","Musical","9298","69","529731","49","8"
"10","4/10/2005","4","2005","Glengarry Glen Ross '05","Royale","Play","3726","86","194442","58","0"
"10","4/10/2005","4","2005","Good Vibrations","Eugene O'Neill","Musical","3817","44","210304","28","8"
"10","4/10/2005","4","2005","Hairspray","Neil Simon","Musical","10544","92","721269","75","8"
"10","4/10/2005","4","2005","Jackie Mason:  Freshly Squeezed","Helen Hayes","Play","2265","55","143974","44","7"
"10","4/10/2005","4","2005","Julius Caesar","Belasco","Play","6981","88","560833","88","8"
"10","4/10/2005","4","2005","La Cage Aux Folles '04","Marquis","Musical","6532","52","400419","38","8"
"10","4/10/2005","4","2005","Little Women","Virginia","Musical","5005","51","304251","36","8"
"10","4/10/2005","4","2005","Mamma Mia!","Cadillac Winter Garden","Musical","11826","99","911016","88","8"
"10","4/10/2005","4","2005","Monty Python'S Spamalot","Shubert","Musical","11662","101","891530","98","8"
"10","4/10/2005","4","2005","Movin' Out","Richard Rodgers","Musical","8098","77","496311","60","8"
"10","4/10/2005","4","2005","On Golden Pond","Cort","Play","3222","38","169659","29","5"
"10","4/10/2005","4","2005","Rent","Nederlander","Musical","6597","70","338397","64","8"
"10","4/10/2005","4","2005","Steel Magnolias","Lyceum","Play","4251","58","240769","49","8"
"10","4/10/2005","4","2005","The Glass Menagerie 05","Ethel Barrymore","Play","4095","48","251424","39","8"
"10","4/10/2005","4","2005","The Light In The Piazza","Vivian Beaumont","Musical","6520","78","264366","39","0"
"10","4/10/2005","4","2005","The Lion King","New Amsterdam","Musical","14441","100","1164819","92","8"
"10","4/10/2005","4","2005","The Phantom Of The Opera","Majestic","Musical","12572","98","723506","72","8"
"10","4/10/2005","4","2005","The Pillowman","Booth","Play","3747","60","216824","43","1"
"10","4/10/2005","4","2005","The Producers","St. James","Musical","11604","85","830562","80","8"
"10","4/10/2005","4","2005","Twelve Angry Men","American Airlines","Play","4067","69","211094","45","8"
"10","4/10/2005","4","2005","Who'S Afraid Of Virginia Woolf?","Longacre","Play","5872","67","342343","56","8"
"10","4/10/2005","4","2005","Wicked","Gershwin","Musical","14472","100","1201309","104","8"
"17","4/17/2005","4","2005","700 Sundays","Broadhurst","Play","7199","102","759117","120","6"
"17","4/17/2005","4","2005","A Streetcar Named Desire 05","Studio 54","Play","6081","76","315008","62","0"
"17","4/17/2005","4","2005","All Shook Up","Palace","Musical","10496","77","539205","53","8"
"17","4/17/2005","4","2005","Avenue Q","Golden","Musical","6138","96","472120","98","8"
"17","4/17/2005","4","2005","Beauty And The Beast","Lunt-Fontanne","Musical","10219","85","617644","73","8"
"17","4/17/2005","4","2005","Brooklyn","Plymouth","Musical","3490","42","167116","23","8"
"17","4/17/2005","4","2005","Chicago","Ambassador","Musical","7319","85","476736","67","8"
"17","4/17/2005","4","2005","Chitty Chitty Bang Bang","Hilton Theatre","Musical","11516","80","758323","62","0"
"17","4/17/2005","4","2005","Dame Edna:  Back With A Vengeance","Music Box","Play","2957","42","166098","31","7"
"17","4/17/2005","4","2005","Democracy","Brooks Atkinson","Play","4167","50","168615","26","8"
"17","4/17/2005","4","2005","Dirty Rotten Scoundrels","Imperial","Musical","10009","87","753797","80","8"
"17","4/17/2005","4","2005","Doubt","Walter Kerr","Play","6475","88","412299","75","8"
"17","4/17/2005","4","2005","Fiddler On The Roof 04","Minskoff","Musical","8630","64","520795","49","8"
"17","4/17/2005","4","2005","Glengarry Glen Ross '05","Royale","Play","6677","77","313949","47","0"
"17","4/17/2005","4","2005","Good Vibrations","Eugene O'Neill","Musical","3685","43","191233","26","8"
"17","4/17/2005","4","2005","Hairspray","Neil Simon","Musical","10337","90","712052","74","8"
"17","4/17/2005","4","2005","Jackie Mason:  Freshly Squeezed","Helen Hayes","Play","2102","51","140002","43","7"
"17","4/17/2005","4","2005","Julius Caesar","Belasco","Play","7459","94","603471","94","8"
"17","4/17/2005","4","2005","La Cage Aux Folles '04","Marquis","Musical","6672","53","395079","38","8"
"17","4/17/2005","4","2005","Little Women","Virginia","Musical","4578","47","294197","35","8"
"17","4/17/2005","4","2005","Mamma Mia!","Cadillac Winter Garden","Musical","11856","99","950250","92","8"
"17","4/17/2005","4","2005","Monty Python'S Spamalot","Shubert","Musical","11681","101","886317","97","8"
"17","4/17/2005","4","2005","Movin' Out","Richard Rodgers","Musical","7626","72","473362","57","8"
"17","4/17/2005","4","2005","On Golden Pond","Cort","Play","3723","44","202823","34","8"
"17","4/17/2005","4","2005","Rent","Nederlander","Musical","6478","69","315123","60","8"
"17","4/17/2005","4","2005","Steel Magnolias","Lyceum","Play","4709","64","282837","58","8"
"17","4/17/2005","4","2005","Sweet Charity 05","Al Hirschfeld","Musical","6138","54","313884","31","0"
"17","4/17/2005","4","2005","The 25Th Annual Putnam County Spelling Bee","Circle In The Square","Musical","2722","80","197467","69","0"
"17","4/17/2005","4","2005","The Glass Menagerie 05","Ethel Barrymore","Play","4218","50","271203","42","8"
"17","4/17/2005","4","2005","The Light In The Piazza","Vivian Beaumont","Musical","5631","68","231703","34","0"
"17","4/17/2005","4","2005","The Lion King","New Amsterdam","Musical","14302","99","1161149","92","8"
"17","4/17/2005","4","2005","The Phantom Of The Opera","Majestic","Musical","11854","92","661257","66","8"
"17","4/17/2005","4","2005","The Pillowman","Booth","Play","4961","80","332151","66","8"
"17","4/17/2005","4","2005","The Producers","St. James","Musical","11376","83","814014","78","8"
"17","4/17/2005","4","2005","Twelve Angry Men","American Airlines","Play","4120","70","200907","43","8"
"17","4/17/2005","4","2005","Who'S Afraid Of Virginia Woolf?","Longacre","Play","5463","71","305990","57","7"
"17","4/17/2005","4","2005","Wicked","Gershwin","Musical","14472","100","1203281","104","8"
"24","4/24/2005","4","2005","A Streetcar Named Desire 05","Studio 54","Play","6030","75","308910","61","0"
"24","4/24/2005","4","2005","All Shook Up","Palace","Musical","10714","79","572525","56","8"
"24","4/24/2005","4","2005","Avenue Q","Golden","Musical","5962","94","460653","96","8"
"24","4/24/2005","4","2005","Beauty And The Beast","Lunt-Fontanne","Musical","10827","90","681874","81","8"
"24","4/24/2005","4","2005","Brooklyn","Plymouth","Musical","3751","45","177331","24","8"
"24","4/24/2005","4","2005","Chicago","Ambassador","Musical","7646","88","499156","70","8"
"24","4/24/2005","4","2005","Chitty Chitty Bang Bang","Hilton Theatre","Musical","13106","91","822609","67","0"
"24","4/24/2005","4","2005","Dame Edna:  Back With A Vengeance","Music Box","Play","3111","44","169598","32","7"
"24","4/24/2005","4","2005","Dirty Rotten Scoundrels","Imperial","Musical","10179","89","757913","80","8"
"24","4/24/2005","4","2005","Doubt","Walter Kerr","Play","6455","87","412888","75","8"
"24","4/24/2005","4","2005","Fiddler On The Roof 04","Minskoff","Musical","8352","62","496799","46","8"
"24","4/24/2005","4","2005","Glengarry Glen Ross '05","Royale","Play","6669","77","315824","47","0"
"24","4/24/2005","4","2005","Good Vibrations","Eugene O'Neill","Musical","4383","51","200532","27","8"
"24","4/24/2005","4","2005","Hairspray","Neil Simon","Musical","10996","96","759525","78","8"
"24","4/24/2005","4","2005","Jackie Mason:  Freshly Squeezed","Helen Hayes","Play","1673","48","100928","36","6"
"24","4/24/2005","4","2005","Julius Caesar","Belasco","Play","7528","94","605952","95","8"
"24","4/24/2005","4","2005","La Cage Aux Folles '04","Marquis","Musical","7619","61","395482","38","8"
"24","4/24/2005","4","2005","Little Women","Virginia","Musical","4800","49","302242","36","8"
"24","4/24/2005","4","2005","Mamma Mia!","Cadillac Winter Garden","Musical","12104","101","976051","94","8"
"24","4/24/2005","4","2005","Monty Python'S Spamalot","Shubert","Musical","11639","101","905223","99","8"
"24","4/24/2005","4","2005","Movin' Out","Richard Rodgers","Musical","8146","77","518930","63","8"
"24","4/24/2005","4","2005","On Golden Pond","Cort","Play","4041","47","231400","39","8"
"24","4/24/2005","4","2005","Rent","Nederlander","Musical","6634","70","332390","63","8"
"24","4/24/2005","4","2005","Steel Magnolias","Lyceum","Play","3833","52","221659","45","8"
"24","4/24/2005","4","2005","Sweet Charity 05","Al Hirschfeld","Musical","7044","62","399152","40","0"
"24","4/24/2005","4","2005","The 25Th Annual Putnam County Spelling Bee","Circle In The Square","Musical","4460","82","286169","63","0"
"24","4/24/2005","4","2005","The Glass Menagerie 05","Ethel Barrymore","Play","3986","47","243658","38","8"
"24","4/24/2005","4","2005","The Light In The Piazza","Vivian Beaumont","Musical","4396","53","249385","35","8"
"24","4/24/2005","4","2005","The Lion King","New Amsterdam","Musical","14488","101","1174353","93","8"
"24","4/24/2005","4","2005","The Phantom Of The Opera","Majestic","Musical","12743","99","731916","73","8"
"24","4/24/2005","4","2005","The Pillowman","Booth","Play","5764","91","377520","87","8"
"24","4/24/2005","4","2005","The Producers","St. James","Musical","12099","89","884740","85","8"
"24","4/24/2005","4","2005","Twelve Angry Men","American Airlines","Play","3648","62","185409","39","8"
"24","4/24/2005","4","2005","Who'S Afraid Of Virginia Woolf?","Longacre","Play","6634","76","361508","59","8"
"24","4/24/2005","4","2005","Wicked","Gershwin","Musical","14472","100","1215733","105","8"
"1","5/1/2005","5","2005","700 Sundays","Broadhurst","Play","7212","102","767718","121","6"
"1","5/1/2005","5","2005","A Streetcar Named Desire 05","Studio 54","Play","4651","66","259342","51","7"
"1","5/1/2005","5","2005","After The Night And The Music","Biltmore","Play","2271","70","95772","41","0"
"1","5/1/2005","5","2005","All Shook Up","Palace","Musical","10041","74","515403","51","8"
"1","5/1/2005","5","2005","Avenue Q","Golden","Musical","5892","93","453759","94","8"
"1","5/1/2005","5","2005","Beauty And The Beast","Lunt-Fontanne","Musical","10726","89","662539","78","8"
"1","5/1/2005","5","2005","Brooklyn","Plymouth","Musical","4686","56","223273","31","8"
"1","5/1/2005","5","2005","Chicago","Ambassador","Musical","7759","90","504196","70","8"
"1","5/1/2005","5","2005","Chitty Chitty Bang Bang","Hilton Theatre","Musical","13548","94","864438","71","5"
"1","5/1/2005","5","2005","Dame Edna:  Back With A Vengeance","Music Box","Play","4438","63","236347","44","7"
"1","5/1/2005","5","2005","Dirty Rotten Scoundrels","Imperial","Musical","9128","91","687298","83","7"
"1","5/1/2005","5","2005","Doubt","Walter Kerr","Play","6868","93","445469","81","8"
"1","5/1/2005","5","2005","Fiddler On The Roof 04","Minskoff","Musical","9986","74","584022","55","8"
"1","5/1/2005","5","2005","Glengarry Glen Ross '05","Royale","Play","6059","70","289640","43","1"
"1","5/1/2005","5","2005","Hairspray","Neil Simon","Musical","11271","99","764360","79","8"
"1","5/1/2005","5","2005","Jackie Mason:  Freshly Squeezed","Helen Hayes","Play","1701","48","115648","41","6"
"1","5/1/2005","5","2005","Julius Caesar","Belasco","Play","7339","92","593957","93","8"
"1","5/1/2005","5","2005","La Cage Aux Folles '04","Marquis","Musical","8754","70","396863","38","8"
"1","5/1/2005","5","2005","Little Women","Virginia","Musical","5305","54","317876","38","8"
"1","5/1/2005","5","2005","Love / Life","Vivian Beaumont","Special","853","82","32701","54","1"
"1","5/1/2005","5","2005","Mamma Mia!","Cadillac Winter Garden","Musical","12135","101","955629","92","8"
"1","5/1/2005","5","2005","Monty Python'S Spamalot","Shubert","Musical","11537","100","873568","96","8"
"1","5/1/2005","5","2005","Movin' Out","Richard Rodgers","Musical","8018","76","523188","63","8"
"1","5/1/2005","5","2005","On Golden Pond","Cort","Play","4361","51","240835","41","8"
"1","5/1/2005","5","2005","Rent","Nederlander","Musical","6437","68","318660","60","8"
"1","5/1/2005","5","2005","Steel Magnolias","Lyceum","Play","3499","47","209009","43","8"
"1","5/1/2005","5","2005","Sweet Charity 05","Al Hirschfeld","Musical","8583","75","495273","49","0"
"1","5/1/2005","5","2005","The 25Th Annual Putnam County Spelling Bee","Circle In The Square","Musical","4710","87","309431","68","0"
"1","5/1/2005","5","2005","The Glass Menagerie 05","Ethel Barrymore","Play","3541","42","216876","34","8"
"1","5/1/2005","5","2005","The Light In The Piazza","Vivian Beaumont","Musical","6019","72","333256","45","8"
"1","5/1/2005","5","2005","The Lion King","New Amsterdam","Musical","14481","101","1174538","93","8"
"1","5/1/2005","5","2005","The Phantom Of The Opera","Majestic","Musical","12749","99","729701","73","8"
"1","5/1/2005","5","2005","The Pillowman","Booth","Play","6139","97","402358","92","8"
"1","5/1/2005","5","2005","The Producers","St. James","Musical","11883","87","868686","83","8"
"1","5/1/2005","5","2005","Twelve Angry Men","American Airlines","Play","4761","80","238289","51","8"
"1","5/1/2005","5","2005","Who'S Afraid Of Virginia Woolf?","Longacre","Play","4231","55","266412","49","7"
"1","5/1/2005","5","2005","Wicked","Gershwin","Musical","14472","100","1255997","109","8"
"8","5/8/2005","5","2005","700 Sundays","Broadhurst","Play","7206","102","769378","121","6"
"8","5/8/2005","5","2005","A Streetcar Named Desire 05","Studio 54","Play","5224","74","278900","63","7"
"8","5/8/2005","5","2005","After The Night And The Music","Biltmore","Play","3683","71","160590","43","0"
"8","5/8/2005","5","2005","All Shook Up","Palace","Musical","9656","71","472441","47","8"
"8","5/8/2005","5","2005","Avenue Q","Golden","Musical","6156","97","463458","96","8"
"8","5/8/2005","5","2005","Beauty And The Beast","Lunt-Fontanne","Musical","10076","83","590416","70","8"
"8","5/8/2005","5","2005","Brooklyn","Plymouth","Musical","4035","48","187626","26","8"
"8","5/8/2005","5","2005","Chicago","Ambassador","Musical","7036","81","443331","62","8"
"8","5/8/2005","5","2005","Chitty Chitty Bang Bang","Hilton Theatre","Musical","11355","79","663765","54","8"
"8","5/8/2005","5","2005","Dirty Rotten Scoundrels","Imperial","Musical","9762","85","704723","74","8"
"8","5/8/2005","5","2005","Doubt","Walter Kerr","Play","6951","94","443364","80","8"
"8","5/8/2005","5","2005","Fiddler On The Roof 04","Minskoff","Musical","7418","55","439395","41","8"
"8","5/8/2005","5","2005","Glengarry Glen Ross '05","Royale","Play","6301","73","400745","60","8"
"8","5/8/2005","5","2005","Hairspray","Neil Simon","Musical","9377","82","651228","67","8"
"8","5/8/2005","5","2005","Jackie Mason:  Freshly Squeezed","Helen Hayes","Play","1865","45","124356","38","7"
"8","5/8/2005","5","2005","Julius Caesar","Belasco","Play","7350","92","625293","98","8"
"8","5/8/2005","5","2005","La Cage Aux Folles '04","Marquis","Musical","7352","59","367315","35","8"
"8","5/8/2005","5","2005","Little Women","Virginia","Musical","4130","42","275738","33","8"
"8","5/8/2005","5","2005","Love / Life","Vivian Beaumont","Special","1576","76","60449","50","2"
"8","5/8/2005","5","2005","Mamma Mia!","Cadillac Winter Garden","Musical","12042","100","975831","94","8"
"8","5/8/2005","5","2005","Monty Python'S Spamalot","Shubert","Musical","11491","100","876613","96","8"
"8","5/8/2005","5","2005","Movin' Out","Richard Rodgers","Musical","6727","64","425007","52","8"
"8","5/8/2005","5","2005","On Golden Pond","Cort","Play","4919","58","268230","46","8"
"8","5/8/2005","5","2005","Rent","Nederlander","Musical","5881","62","289281","55","8"
"8","5/8/2005","5","2005","Steel Magnolias","Lyceum","Play","3251","44","209872","43","8"
"8","5/8/2005","5","2005","Sweet Charity 05","Al Hirschfeld","Musical","6812","60","422761","42","7"
"8","5/8/2005","5","2005","The 25Th Annual Putnam County Spelling Bee","Circle In The Square","Musical","4583","84","313493","69","8"
"8","5/8/2005","5","2005","The Glass Menagerie 05","Ethel Barrymore","Play","3121","37","196312","31","8"
"8","5/8/2005","5","2005","The Light In The Piazza","Vivian Beaumont","Musical","5675","68","329228","43","8"
"8","5/8/2005","5","2005","The Lion King","New Amsterdam","Musical","14485","101","1173238","93","8"
"8","5/8/2005","5","2005","The Phantom Of The Opera","Majestic","Musical","12546","98","742572","74","8"
"8","5/8/2005","5","2005","The Pillowman","Booth","Play","5348","85","380476","87","8"
"8","5/8/2005","5","2005","The Producers","St. James","Musical","10615","78","761681","73","8"
"8","5/8/2005","5","2005","Twelve Angry Men","American Airlines","Play","4390","74","224293","48","8"
"8","5/8/2005","5","2005","Who'S Afraid Of Virginia Woolf?","Longacre","Play","4479","51","286045","46","8"
"8","5/8/2005","5","2005","Wicked","Gershwin","Musical","14472","100","1230678","106","8"
"15","5/15/2005","5","2005","700 Sundays","Broadhurst","Play","7190","102","761412","120","6"
"15","5/15/2005","5","2005","A Streetcar Named Desire 05","Studio 54","Play","5255","75","258204","58","7"
"15","5/15/2005","5","2005","After The Night And The Music","Biltmore","Play","3314","64","158504","42","0"
"15","5/15/2005","5","2005","All Shook Up","Palace","Musical","9658","71","494033","49","8"
"15","5/15/2005","5","2005","Avenue Q","Golden","Musical","6247","98","459604","96","8"
"15","5/15/2005","5","2005","Beauty And The Beast","Lunt-Fontanne","Musical","9548","79","545195","64","8"
"15","5/15/2005","5","2005","Brooklyn","Schoenfeld","Musical","3577","43","169541","23","8"
"15","5/15/2005","5","2005","Chicago","Ambassador","Musical","7060","82","452799","63","8"
"15","5/15/2005","5","2005","Chitty Chitty Bang Bang","Hilton Theatre","Musical","9806","68","679904","56","8"
"15","5/15/2005","5","2005","Dirty Rotten Scoundrels","Imperial","Musical","10436","91","790417","83","8"
"15","5/15/2005","5","2005","Doubt","Walter Kerr","Play","6982","94","447964","81","8"
"15","5/15/2005","5","2005","Fiddler On The Roof 04","Minskoff","Musical","7864","58","467086","44","8"
"15","5/15/2005","5","2005","Glengarry Glen Ross '05","Jacobs","Play","6894","80","440134","65","8"
"15","5/15/2005","5","2005","Hairspray","Neil Simon","Musical","10331","90","706200","73","8"
"15","5/15/2005","5","2005","Jackie Mason:  Freshly Squeezed","Helen Hayes","Play","1909","47","122928","37","7"
"15","5/15/2005","5","2005","Julius Caesar","Belasco","Play","7498","94","635161","99","8"
"15","5/15/2005","5","2005","La Cage Aux Folles '04","Marquis","Musical","7001","56","412331","40","8"
"15","5/15/2005","5","2005","Little Women","Virginia","Musical","4301","44","281982","33","8"
"15","5/15/2005","5","2005","Love / Life","Vivian Beaumont","Special","1554","75","63408","52","2"
"15","5/15/2005","5","2005","Mamma Mia!","Cadillac Winter Garden","Musical","11978","100","947628","92","8"
"15","5/15/2005","5","2005","Monty Python'S Spamalot","Shubert","Musical","11333","98","849035","93","8"
"15","5/15/2005","5","2005","Movin' Out","Richard Rodgers","Musical","7409","70","465156","56","8"
"15","5/15/2005","5","2005","On Golden Pond","Cort","Play","3912","46","218918","37","8"
"15","5/15/2005","5","2005","Rent","Nederlander","Musical","5929","63","282623","53","8"
"15","5/15/2005","5","2005","Steel Magnolias","Lyceum","Play","3592","49","226152","46","8"
"15","5/15/2005","5","2005","Sweet Charity 05","Al Hirschfeld","Musical","8139","72","511179","51","8"
"15","5/15/2005","5","2005","The 25Th Annual Putnam County Spelling Bee","Circle In The Square","Musical","5132","94","377355","83","8"
"15","5/15/2005","5","2005","The Glass Menagerie 05","Ethel Barrymore","Play","3873","46","223962","35","8"
"15","5/15/2005","5","2005","The Light In The Piazza","Vivian Beaumont","Musical","6637","80","388720","51","8"
"15","5/15/2005","5","2005","The Lion King","New Amsterdam","Musical","14321","99","1157244","91","8"
"15","5/15/2005","5","2005","The Phantom Of The Opera","Majestic","Musical","12299","96","698503","70","8"
"15","5/15/2005","5","2005","The Pillowman","Booth","Play","5699","90","405047","93","8"
"15","5/15/2005","5","2005","The Producers","St. James","Musical","11476","84","837683","80","8"
"15","5/15/2005","5","2005","Twelve Angry Men","American Airlines","Play","5280","89","271508","58","8"
"15","5/15/2005","5","2005","Who'S Afraid Of Virginia Woolf?","Longacre","Play","3990","52","255697","47","7"
"15","5/15/2005","5","2005","Wicked","Gershwin","Musical","14472","100","1246462","108","8"
"22","5/22/2005","5","2005","700 Sundays","Broadhurst","Play","9604","102","1061689","126","8"
"22","5/22/2005","5","2005","A Streetcar Named Desire 05","Studio 54","Play","6454","80","330335","65","8"
"22","5/22/2005","5","2005","After The Night And The Music","Biltmore","Play","3295","63","160332","43","0"
"22","5/22/2005","5","2005","All Shook Up","Palace","Musical","9760","72","514631","51","8"
"22","5/22/2005","5","2005","Avenue Q","Golden","Musical","6350","100","492344","102","8"
"22","5/22/2005","5","2005","Beauty And The Beast","Lunt-Fontanne","Musical","10719","89","609693","72","8"
"22","5/22/2005","5","2005","Brooklyn","Schoenfeld","Musical","4232","51","202207","28","8"
"22","5/22/2005","5","2005","Chicago","Ambassador","Musical","7857","91","504431","70","8"
"22","5/22/2005","5","2005","Chitty Chitty Bang Bang","Hilton Theatre","Musical","10726","74","738232","60","8"
"22","5/22/2005","5","2005","Dirty Rotten Scoundrels","Imperial","Musical","10812","94","831474","88","8"
"22","5/22/2005","5","2005","Doubt","Walter Kerr","Play","7122","96","503351","91","8"
"22","5/22/2005","5","2005","Fiddler On The Roof 04","Minskoff","Musical","8000","59","466933","44","8"
"22","5/22/2005","5","2005","Glengarry Glen Ross '05","Jacobs","Play","6669","77","448079","67","8"
"22","5/22/2005","5","2005","Hairspray","Neil Simon","Musical","10385","91","717393","74","8"
"22","5/22/2005","5","2005","Jackie Mason:  Freshly Squeezed","Helen Hayes","Play","1877","46","123424","38","7"
"22","5/22/2005","5","2005","Julius Caesar","Belasco","Play","7667","96","651215","102","8"
"22","5/22/2005","5","2005","La Cage Aux Folles '04","Marquis","Musical","7013","56","398963","38","8"
"22","5/22/2005","5","2005","Little Women","Virginia","Musical","5262","54","316978","38","8"
"22","5/22/2005","5","2005","Love / Life","Vivian Beaumont","Special","1971","95","81997","68","2"
"22","5/22/2005","5","2005","Mamma Mia!","Cadillac Winter Garden","Musical","11953","100","970398","94","8"
"22","5/22/2005","5","2005","Monty Python'S Spamalot","Shubert","Musical","11490","100","876147","96","8"
"22","5/22/2005","5","2005","Movin' Out","Richard Rodgers","Musical","7726","73","484703","59","8"
"22","5/22/2005","5","2005","On Golden Pond","Cort","Play","4826","57","258722","44","8"
"22","5/22/2005","5","2005","Rent","Nederlander","Musical","6714","71","334834","63","8"
