Food code,Main food description,WWEIA Category number,WWEIA Category description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"4:0
(g)","6:0
(g)","8:0
(g)","10:0
(g)","12:0
(g)","14:0
(g)","16:0
(g)","18:0
(g)","16:1
(g)","18:1
(g)","20:1
(g)","22:1
(g)","18:2
(g)","18:3
(g)","18:4
(g)","20:4
(g)","20:5 n-3
(g)","22:5 n-3
(g)","22:6 n-3
(g)",Water (g)
75604020,"Corn soup, cream of, prepared with water",3802,Soups,65,1.28,12.82,2.15,0.8,1.76,0.978,0.464,0.191,4,12,15,15,23,4,0,631,0.022,0.04,0.692,0.042,1,29,31,30,13.9,0,0,2.8,0,0.09,0,0.1,4,35,12,0.3,0.36,0.039,0.6,91,186,0,0,0,0.059,0.036,0.022,0.046,0.047,0.135,0.436,0.184,0.017,0.445,0.002,0,0.182,0.01,0,0,0,0,0,83.43
75604600,Gazpacho,3802,Soups,39,0.83,4.13,2.49,1.1,2.38,0.332,0.952,0.975,0,0,43,90,471,3,2768,195,0.037,0.023,0.515,0.094,0,16,16,16,6.4,0,0,19.5,0,0.66,0,36.1,14,23,11,0.38,0.18,0.074,0.2,208,256,0,0,0,0,0,0,0,0,0.001,0.238,0.078,0.009,0.933,0.009,0,0.86,0.115,0,0,0,0,0,91.33
75605010,"Leek soup, cream of, prepared with milk",3802,Soups,69,2.77,7.64,4.27,0.2,3.1,1.167,1.048,0.612,10,43,43,0,8,0,0,5,0.048,0.098,0.255,0.04,0,4,4,4,14.7,0.3,0,0.5,0.6,0.23,0,1.2,76,66,9,0.25,0.27,0.056,2.1,127,338,0,0,0,0.036,0.027,0.016,0.041,0.045,0.15,0.574,0.252,0.015,1.026,0.001,0,0.57,0.044,0,0.002,0,0,0,85.02
75607000,"Mushroom soup, NFS",3802,Soups,39,0.66,3.33,0.2,0.3,2.59,0.472,0.597,1.42,0,1,1,0,0,0,0,2,0.006,0.008,0.169,0.007,0,1,1,1,4.7,0,0,0,0.1,0.24,0,9.6,7,12,2,0.09,0.06,0.016,1.4,31,340,0,0,0,0.004,0.002,0.001,0.004,0.003,0.018,0.298,0.117,0.005,0.575,0.014,0,1.252,0.167,0,0,0,0,0,92.46
75607010,"Mushroom soup, cream of, prepared with milk",3802,Soups,65,2.35,5.83,2.65,0.3,3.64,1.064,0.821,1.478,4,30,30,0,2,0,0,2,0.032,0.077,0.227,0.035,0,2,2,2,12.9,0.22,0,0,0.7,0.26,0,9.9,69,64,8,0.09,0.27,0.011,2.4,111,364,0,0,0,0.025,0.019,0.013,0.03,0.034,0.113,0.573,0.216,0.02,0.803,0.015,0,1.309,0.173,0,0.002,0,0.001,0,86.88
75607020,"Mushroom soup, cream of, prepared with water",3802,Soups,40,0.68,3.44,0.2,0.4,2.68,0.487,0.616,1.467,0,1,1,0,0,0,0,2,0.006,0.008,0.174,0.008,0,1,1,1,4.9,0,0,0,0.1,0.25,0,9.9,8,12,2,0.09,0.06,0.016,1.5,32,351,0,0,0,0.004,0.002,0.002,0.004,0.004,0.018,0.308,0.12,0.005,0.594,0.014,0,1.293,0.172,0,0,0,0,0,92.21
75607040,"Mushroom soup, with meat broth, prepared with water",3802,Soups,34,1.27,3.76,1.16,0.1,1.63,0.629,0.568,0.315,3,4,9,0,51,0,3364,0,0.014,0.039,0.487,0.015,0,4,4,4,4.5,0,0,0.4,0,0.45,0,1.2,6,15,4,0.34,0.56,0.106,1.9,64,394,0,0,0,0,0.01,0.005,0.01,0.015,0.046,0.33,0.188,0.036,0.512,0,0,0.274,0.041,0,0,0,0,0,92.14
75607050,"Mushroom soup, cream of, low sodium, prepared with water",3802,Soups,53,1,4.53,1.72,0.2,3.7,1.005,0.704,1.739,1,7,7,0,1,0,0,0,0.02,0.04,0.3,0.01,2,5,9,8,5.8,0.02,0,0.4,0,0.37,0,0.8,19,20,2,0.21,0.24,0.051,0.6,41,20,0,0,0,0,0.01,0.01,0.02,0.01,0.07,0.724,0.131,0.03,0.664,0,0,1.719,0.01,0,0,0,0,0,90.3
75607060,"Mushroom soup, cream of, NS as to made with milk or water",3802,Soups,65,2.35,5.83,2.65,0.3,3.64,1.064,0.821,1.478,4,30,30,0,2,0,0,2,0.035,0.077,0.227,0.038,0,2,2,2,13.8,0.28,0,0,0.7,0.26,0,9.9,69,64,8,0.09,0.27,0.011,2.4,111,364,0,0,0,0.025,0.019,0.013,0.03,0.034,0.113,0.573,0.216,0.02,0.803,0.015,0,1.309,0.173,0,0.002,0,0.001,0,86.88
75607080,"Mushroom with chicken soup, cream of, prepared with milk",3802,Soups,75,2.47,8.41,2.84,1.6,3.42,1.205,1.275,0.646,8,33,34,0,3,0,0,0,0.036,0.113,0.705,0.047,0,2,2,2,13.6,0.25,0,0,0.6,0.34,0,0.6,74,62,10,0.35,0.61,0.02,2.4,106,354,0,0,0,0.025,0.02,0.011,0.03,0.034,0.119,0.688,0.263,0.085,1.196,0.014,0,0.617,0.034,0,0.002,0,0,0,84.72
75607090,"Mushroom soup, cream of, canned, reduced sodium, NS as to made with milk or water",3802,Soups,26,0.61,4.11,1.08,0.3,0.86,0.269,0.223,0.284,2,1,1,0,0,0,0,0,0.021,0.097,0.086,0.02,1,4,6,5,4.9,0.01,0,0,0,0.08,0,0.2,8,26,3,0.24,0.19,0.117,0.9,190,196,0,0,0,0.009,0.005,0.003,0.007,0.009,0.028,0.146,0.052,0.007,0.214,0,0,0.269,0.018,0,0,0,0,0,93.48
75607100,"Mushroom soup, cream of, canned, reduced sodium, prepared with milk",3802,Soups,51,2.27,6.49,3.51,0.3,1.84,0.847,0.433,0.312,6,30,30,0,2,0,0,0,0.047,0.164,0.14,0.047,1,5,6,6,12.9,0.23,0,0,0.6,0.1,0,0.3,69,77,9,0.24,0.39,0.111,1.9,265,211,0,0,0,0.03,0.022,0.014,0.033,0.038,0.123,0.413,0.148,0.022,0.427,0.001,0,0.3,0.022,0,0.002,0,0,0,88.15
75607140,"Mushroom soup, cream of, canned, reduced sodium, prepared with water",3802,Soups,26,0.61,4.11,1.08,0.3,0.86,0.269,0.223,0.284,2,1,1,0,0,0,0,0,0.021,0.097,0.086,0.02,1,4,6,5,4.9,0.01,0,0,0,0.08,0,0.2,8,26,3,0.24,0.19,0.117,0.9,190,196,0,0,0,0.009,0.005,0.003,0.007,0.009,0.028,0.146,0.052,0.007,0.214,0,0,0.269,0.018,0,0,0,0,0,93.49
75608010,"Onion soup, cream of, prepared with milk",3802,Soups,69,2.77,7.64,4.27,0.2,3.1,1.167,1.048,0.612,10,43,43,0,8,0,0,5,0.046,0.098,0.255,0.037,0,4,4,4,13.8,0.24,0,0.5,0.6,0.23,0,1.2,76,66,9,0.25,0.27,0.056,2.1,127,338,0,0,0,0.036,0.027,0.016,0.041,0.045,0.15,0.574,0.252,0.015,1.026,0.001,0,0.57,0.044,0,0.002,0,0,0,85.02
75608100,"Onion soup, French",3802,Soups,153,7.16,16.24,2.58,1,6.76,3.148,2.552,0.602,15,39,40,0,6,0,0,12,0.173,0.184,1.623,0.087,20,11,46,32,7.2,0.1,0,1.5,0.1,0.32,0,1.7,136,115,18,1.2,0.81,0.074,9.5,155,428,0,0,0,0.161,0.097,0.056,0.119,0.137,0.48,1.536,0.465,0.127,2.318,0.008,0,0.509,0.092,0,0,0,0,0,68.1
75608200,"Onion soup, made from dry mix",3802,Soups,12,0.32,2.77,0.2,0.3,0.01,0.004,0.003,0.007,0,0,0,0,0,0,0,1,0.012,0.012,0.063,0.025,0,0,0,0,1.2,0,0,0.1,0,0.01,0,0.1,9,9,4,0.05,0.05,0.025,0.2,31,346,0,0,0,0,0,0,0,0,0,0.003,0,0,0.002,0,0,0.006,0,0,0,0,0,0,95.8
75609010,"Pea soup, prepared with milk",3802,Soups,89,4.97,12.7,5.72,2,2.11,1.116,0.597,0.18,4,32,32,0,3,0,0,0,0.067,0.094,0.536,0.047,0,1,1,1,21.7,0.22,0,0.7,0.5,0.11,0,0.3,72,99,21,0.76,0.87,0.148,4.7,151,367,0,0,0,0.047,0.031,0.021,0.046,0.05,0.17,0.508,0.218,0.03,0.575,0.001,0,0.167,0.019,0,0.001,0,0,0,78.56
75611010,"Vegetable soup, cream of, prepared with milk",3802,Soups,85,3.75,9.04,6,0.3,3.94,1.593,1.335,0.614,8,53,107,249,499,29,0,81,0.496,0.165,0.294,0.05,0,4,4,4,17.4,0.32,0,1.5,1,0.24,0,3.1,126,114,15,0.23,0.53,0.036,3.6,179,376,0,0,0,0.039,0.03,0.02,0.047,0.055,0.182,0.789,0.403,0.027,1.341,0.002,0,0.584,0.041,0,0.003,0,0.001,0,81.44
75612010,"Zucchini soup, cream of, prepared with milk",3802,Soups,23,1.7,2.73,2.48,0.4,0.78,0.368,0.136,0.056,3,17,23,0,71,0,0,745,0.039,0.099,0.293,0.068,0,8,8,8,8.5,0.14,0,6.2,0.3,0.08,0,11.2,44,45,11,0.2,0.27,0.027,0.8,148,188,0,0,0,0.012,0.009,0.006,0.02,0.018,0.055,0.175,0.059,0.01,0.135,0.001,0,0.035,0.024,0,0.001,0,0,0,93.94
75646010,Shav soup,3802,Soups,53,3.37,4.03,1.76,0.4,2.55,0.822,1.151,0.435,65,22,88,2,792,2,0,1515,0.044,0.107,1.345,0.077,0,15,15,15,45.3,0.1,0,2.8,0.3,0.5,0,63.4,29,49,7,0.56,0.3,0.067,5.2,119,317,0,0,0,0,0,0.001,0.001,0.001,0.013,0.608,0.186,0.128,1.009,0.008,0.001,0.375,0.028,0,0.025,0.001,0,0.007,88.86
75647000,Seaweed soup,3802,Soups,35,3.71,2.4,0.26,0.2,1.37,0.324,0.417,0.484,6,0,6,0,71,0,0,52,0.021,0.081,1.371,0.038,0,37,37,37,13.3,0.18,0,1.2,0,0.37,0,11.9,42,49,28,0.85,0.62,0.074,3.2,101,527,0,0,0,0,0,0,0,0,0.017,0.219,0.083,0.024,0.388,0.006,0,0.426,0.011,0,0.006,0.04,0.001,0,89.97
75649010,"Vegetable soup, canned, prepared with water or ready-to-serve",3802,Soups,39,1.14,7.9,1.56,1.1,0.36,0.045,0.152,0.133,0,0,52,236,512,0,580,132,0.029,0.043,0.542,0.065,0,7,7,7,7,0,0,0.7,0,0.17,0,8.1,18,29,10,0.51,0.23,0.04,2.9,180,267,0,0,0,0,0,0,0,0,0.001,0.035,0.01,0.001,0.151,0,0,0.124,0.008,0,0,0,0,0,89.53
75649040,"Vegetable soup, reduced sodium, canned, ready to serve",3802,Soups,50,1.16,10.28,2.78,1.1,0.51,0.217,0.111,0.097,1,2,58,195,572,0,659,116,0.05,0.1,0.61,0.07,0,10,10,10,10.6,0.02,0,0.7,0,0.18,0,6.2,25,28,12,0.4,0.24,0.046,0.8,349,138,0,0,0,0.01,0.005,0.003,0.008,0.01,0.032,0.113,0.035,0.005,0.106,0,0,0.084,0.013,0,0,0,0,0,86.91
75649050,"Vegetable soup, made from dry mix",3802,Soups,40,0.72,4.72,1.59,0.3,2.18,0.546,0.972,0.57,0,0,54,256,509,30,0,83,0.469,0.041,0.199,0.009,0,3,3,3,5.3,0.04,0,1.5,0,0.22,0,3,15,21,5,0.24,0.15,0.045,1.9,37,353,0,0,0,0,0,0,0,0,0.009,0.308,0.232,0,0.972,0,0,0.536,0.035,0,0,0,0,0,91.11
75649110,"Vegetable soup, home recipe",3802,Soups,38,1.78,6.18,1.49,1.2,0.87,0.174,0.331,0.312,0,0,37,102,389,8,377,278,0.04,0.038,0.944,0.083,0,13,13,13,8.9,0.04,0,6.3,0,0.21,0,16.9,14,34,12,0.48,0.18,0.041,0.7,180,239,0,0,0,0,0,0,0,0,0.007,0.115,0.047,0.009,0.319,0.002,0,0.274,0.037,0,0,0,0,0,90.12
75649150,"Vegetable noodle soup, home recipe",3802,Soups,47,2.17,7.28,1.18,1,1.16,0.248,0.437,0.399,4,1,36,110,371,5,225,198,0.067,0.05,1.206,0.068,6,11,21,17,10,0.06,0,4.5,0,0.2,0,17.4,14,37,11,0.56,0.21,0.04,4.1,152,283,0,0,0,0,0,0,0,0,0.008,0.169,0.065,0.013,0.42,0.004,0,0.353,0.043,0,0.002,0,0,0,88.29
75650990,"Minestrone soup, reduced sodium, canned or ready-to-serve",3802,Soups,50,2,9,2.13,2.4,0.8,0.14,0.28,0.25,0,0,33,99,349,0,6359,90,0.06,0.04,0.64,0.06,1,14,17,16,6.6,0,0,5.7,0,0.7,0,5.8,20,34,13,0.72,0.32,0.083,2.1,186,215,0,0,0,0.007,0.003,0.001,0.004,0.005,0.009,0.086,0.025,0.004,0.23,0,0,0.216,0.033,0,0,0,0,0,87.3
75651000,"Minestrone soup, home recipe",3802,Soups,61,3.48,9.66,1.08,1.8,1.12,0.241,0.406,0.388,3,1,33,100,340,4,206,181,0.076,0.051,1.058,0.057,6,22,32,28,14.3,0.06,0,3,0,0.34,0,16.4,27,49,19,1.08,0.4,0.077,3.9,204,260,0,0,0,0,0,0,0,0,0.007,0.168,0.06,0.012,0.39,0.003,0,0.336,0.051,0,0.002,0,0,0,84.52
75651010,"Minestrone soup, canned, prepared with water, or ready-to-serve",3802,Soups,34,1.74,4.6,0.75,0.4,1.03,0.221,0.281,0.456,1,0,43,105,461,0,742,75,0.022,0.018,0.386,0.04,8,7,20,15,4.5,0,0,0.5,0,0.23,0,3.9,16,23,4,0.38,0.31,0.055,1.4,128,261,0,0,0,0,0,0,0,0,0.01,0.125,0.045,0.005,0.271,0,0,0.396,0.055,0,0,0,0,0,91.4
75651020,"Vegetable beef soup, canned, prepared with water, or ready-to-serve",3802,Soups,32,2.26,4.11,0.45,0.8,0.77,0.345,0.325,0.046,2,0,79,248,821,0,185,47,0.015,0.02,0.417,0.03,0,4,4,4,5.1,0.13,0,1,0,0.24,0,2.8,8,16,3,0.45,0.63,0.078,1.1,70,360,0,0,0,0,0,0,0,0,0.015,0.188,0.117,0.03,0.284,0,0,0.041,0.005,0,0,0,0,0,91.68
75651030,"Vegetable beef noodle soup, prepared with water",3802,Soups,32,2.26,4.12,0.45,0.8,0.77,0.345,0.325,0.046,2,0,79,248,821,0,185,47,0.015,0.02,0.418,0.03,0,4,4,4,5.1,0.13,0,1,0,0.24,0,2.8,8,16,3,0.45,0.63,0.079,1.1,70,360,0,0,0,0,0,0,0,0,0.015,0.188,0.117,0.03,0.284,0,0,0.041,0.005,0,0,0,0,0,91.67
75651040,"Vegetable noodle soup, canned, prepared with water, or ready-to-serve",3802,Soups,30,0.86,4.9,1.57,0.3,0.79,0.12,0.341,0.296,0,0,71,206,752,0,968,80,0.022,0.019,0.375,0.023,0,5,5,5,4,0,0,0.6,0,0.59,0,2.1,10,14,4,0.44,0.2,0.055,1.8,86,261,0,0,0,0,0,0,0,0,0,0.08,0.04,0.005,0.336,0,0,0.276,0.02,0,0,0,0,0,92.38
75651070,"Vegetable rice soup, canned, prepared with water or ready-to-serve",3802,Soups,53,2.13,8.64,2.17,2.4,1.17,0.62,0.38,0.11,2,0,89,370,885,0,5963,45,0.023,0.049,0.491,0.1,9,13,28,22,6.9,0,0,2,0,0.67,0,3.2,25,46,6,0.74,0.6,0.1,2.2,255,288,0,0,0,0.03,0.02,0.01,0.02,0.03,0.09,0.27,0.14,0.02,0.35,0,0,0.09,0.02,0,0,0,0,0,86.72
75651080,"Vegetable beef soup with rice, canned, prepared with water or ready-to-serve",3802,Soups,32,2.26,4.12,0.45,0.8,0.77,0.345,0.325,0.046,2,0,79,248,821,0,185,47,0.015,0.02,0.418,0.03,0,4,4,4,5.1,0.13,0,1,0,0.24,0,2.8,8,16,3,0.45,0.63,0.079,1.1,70,360,0,0,0,0,0,0,0,0,0.015,0.188,0.117,0.03,0.284,0,0,0.041,0.005,0,0,0,0,0,91.67
75651110,"Vegetable chicken rice soup, canned, prepared with water or ready-to-serve",3802,Soups,53,5.11,5.41,0.6,0.4,1.33,0.4,0.6,0.28,5,1,122,529,1183,1,13,96,0.01,0.041,1.71,0.02,0,2,2,2,4.9,0.13,0,1.6,0,0.24,0,7.2,14,30,4,0.78,0.4,0.1,4.5,45,370,0,0,0,0,0,0,0,0,0.01,0.29,0.08,0.08,0.5,0.02,0,0.26,0.01,0,0,0,0,0,86.78
75651140,"Vegetable soup with chicken broth, home recipe, Mexican style",3802,Soups,61,2.45,6.55,2.46,0.7,3.02,0.543,1.287,1.042,2,1,6,9,53,11,157,242,0.052,0.077,1.424,0.103,0,10,10,10,11.2,0,0,7.9,0,0.33,0,4,7,38,11,0.33,0.22,0.063,1.7,177,212,0,0,0,0,0,0,0.002,0.001,0.006,0.406,0.109,0.069,1.202,0.011,0,0.926,0.115,0,0,0,0,0,87.03
75651150,"Vegetable noodle soup, reduced sodium, canned, prepared with water or ready-to-serve",3802,Soups,50,2,9,2.13,2.4,0.8,0.14,0.28,0.25,0,0,33,99,349,0,6359,90,0.06,0.04,0.64,0.06,1,14,17,16,6.6,0,0,5.7,0,0.7,0,5.8,20,34,13,0.72,0.32,0.083,2.1,186,215,0,0,0,0.007,0.003,0.001,0.004,0.005,0.009,0.086,0.025,0.004,0.23,0,0,0.216,0.033,0,0,0,0,0,87.3
75652010,"Vegetable beef soup, home recipe",3802,Soups,55,5.84,3.87,1.02,0.8,1.83,0.536,0.752,0.351,13,0,33,101,344,5,209,180,0.034,0.058,1.454,0.095,0,11,11,11,21.4,0.35,0,4.2,0,0.23,0,16.3,14,52,11,0.73,1.17,0.04,5.1,166,269,0,0,0,0,0,0,0,0.001,0.034,0.328,0.168,0.043,0.707,0.003,0,0.305,0.04,0,0.004,0,0.002,0,87.46
75652030,"Vegetable beef soup, canned, prepared with milk",3802,Soups,57,3.89,6.49,2.89,0.8,1.75,0.922,0.533,0.078,6,29,107,244,811,0,182,46,0.04,0.088,0.466,0.057,0,5,5,5,13.1,0.35,0,1,0.6,0.26,0,2.9,69,67,9,0.44,0.83,0.073,2.1,147,372,0,0,0,0.022,0.016,0.011,0.026,0.03,0.11,0.454,0.212,0.045,0.496,0.001,0,0.074,0.008,0,0.002,0,0,0,86.36
75652040,"Vegetable beef soup with noodles or pasta, home recipe",3802,Soups,67,6.43,5.65,1.06,0.8,2.06,0.597,0.824,0.412,17,1,35,104,353,5,214,188,0.067,0.073,1.732,0.085,6,11,21,17,24.2,0.38,0,3.2,0,0.25,0,16.6,14,59,12,0.86,1.26,0.046,8.5,150,276,0,0,0,0,0,0,0,0.001,0.035,0.374,0.182,0.047,0.774,0.004,0,0.361,0.043,0,0.005,0,0.002,0,84.88
75652050,"Vegetable beef soup with rice, home recipe",3802,Soups,67,6.15,6.26,0.99,0.7,1.9,0.555,0.78,0.364,14,0,34,104,352,5,214,183,0.05,0.059,1.602,0.084,7,10,22,17,21.3,0.36,0,3.2,0,0.24,0,16.5,14,54,10,0.87,1.23,0.043,5.9,144,275,0,0,0,0,0,0,0,0.001,0.035,0.341,0.173,0.044,0.732,0.003,0,0.316,0.042,0,0.004,0,0.002,0,84.73
75654010,"Vegetarian vegetable soup, prepared with water",3802,Soups,30,0.86,4.9,1.57,0.3,0.79,0.12,0.341,0.296,0,0,71,206,752,0,968,80,0.022,0.019,0.375,0.023,0,5,5,5,4,0,0,0.6,0,0.59,0,2.1,10,14,4,0.44,0.2,0.055,1.8,86,261,0,0,0,0,0,0,0,0,0,0.08,0.04,0.005,0.336,0,0,0.276,0.02,0,0,0,0,0,92.38
75656010,"Vegetable soup, Spanish style, stew type",3802,Soups,82,6.48,8.04,1.74,1.6,2.76,0.907,1.056,0.457,16,0,39,150,389,0,131,74,0.069,0.068,1.659,0.167,0,21,21,21,28.8,0.19,0,9.1,0.1,0.28,0,10.5,21,76,17,0.81,0.98,0.077,5.5,231,355,0,0,0,0,0,0,0.003,0.003,0.043,0.584,0.266,0.065,0.979,0.012,0,0.399,0.032,0,0.014,0,0.002,0,80.79
75656020,"Vegetable soup, chunky style",3802,Soups,39,1.14,7.9,1.56,1.1,0.36,0.045,0.152,0.133,0,0,52,236,512,0,580,132,0.029,0.043,0.542,0.065,0,7,7,7,7,0,0,0.7,0,0.17,0,8.1,18,29,10,0.51,0.23,0.04,2.9,180,267,0,0,0,0,0,0,0,0,0.001,0.035,0.01,0.001,0.151,0,0,0.124,0.008,0,0,0,0,0,89.53
75656040,"Vegetable soup, with pasta, chunky style",3802,Soups,53,2.13,8.64,2.17,2.4,1.17,0.62,0.38,0.11,2,0,89,370,885,0,5963,45,0.023,0.049,0.491,0.1,9,13,28,22,6.9,0,0,2,0,0.67,0,3.2,25,46,6,0.74,0.6,0.1,2.2,255,288,0,0,0,0.03,0.02,0.01,0.02,0.03,0.09,0.27,0.14,0.02,0.35,0,0,0.09,0.02,0,0,0,0,0,86.72
75656060,"Vegetable beef soup, chunky style",3802,Soups,66,3.97,10.08,0.67,0.6,1.11,0.554,0.465,0.047,6,0,54,234,536,0,1325,36,0.024,0.063,1.127,0.055,0,6,6,6,10.2,0.26,0,2.9,0,0.28,0,3.1,13,50,2,0.97,1.1,0.1,2.5,140,338,0,0,0,0,0,0,0,0.01,0.042,0.277,0.209,0.047,0.402,0.005,0,0.037,0.005,0,0,0,0,0,83.34
75657000,"Vegetable broth, bouillon",3802,Soups,5,0.24,0.93,0.55,0,0.07,0.028,0.005,0.004,0,0,12,64,111,0,7,1,0.023,0.022,0.11,0.007,0,0,0,0,0.3,0,0,0.4,0,0,0,0.7,3,3,1,0.06,0.03,0.009,0,19,296,0,0,0,0,0,0,0.003,0,0.002,0.012,0.01,0,0.005,0,0,0.004,0,0,0,0,0,0,98.05
76102010,"Spinach, creamed, baby food, strained",9006,Baby food: vegetable,37,2.5,5.7,2.33,1.8,1.3,0.702,0.332,0.133,5,23,227,0,2456,0,0,4505,0.015,0.104,0.216,0.075,0,61,61,61,16.1,0.06,0,8.7,0,0.83,0,196.7,89,54,55,0.62,0.31,0.06,2.4,191,49,0,0,0,0.035,0.019,0.013,0.025,0.029,0.112,0.31,0.13,0.028,0.291,0,0,0.06,0.071,0,0,0,0,0,89.6
76102030,"Broccoli, carrots and cheese, baby food, junior",9008,Baby food: meat and dinners,63,2.77,8.84,1.57,1.8,2.18,1.185,0.516,0.159,6,16,281,1139,2605,0,0,622,0.048,0.065,0.507,0.119,0,21,21,21,9.5,0.06,0,24.7,0,0.6,0,36,66,64,13,0.37,0.43,0.031,3.3,182,110,0,0,0,0.049,0.036,0.022,0.05,0.055,0.171,0.568,0.211,0.032,0.493,0.003,0,0.125,0.037,0,0.002,0,0.001,0,85.32
76201000,"Carrots, baby food, NS as to strained or junior",9006,Baby food: vegetable,29,0.8,6.6,3.4,1.7,0.15,0.027,0.006,0.07,0,0,582,2642,5660,0,0,115,0.024,0.04,0.48,0.076,0,16,16,16,7.4,0,0,5.6,0,0.52,0,13.4,22,20,10,0.38,0.16,0.044,0.2,199,59,0,0,0,0,0,0,0,0.002,0.001,0.021,0.001,0.002,0.005,0,0,0.06,0.008,0,0,0,0,0,91.65
76201010,"Carrots, baby food, strained",9006,Baby food: vegetable,26,0.8,6,3.64,1.7,0.1,0.018,0.004,0.047,0,0,573,2602,5575,0,0,0,0.023,0.04,0.463,0.073,0,15,15,15,6.9,0,0,5.7,0,0.52,0,14.4,22,20,9,0.37,0.15,0.041,0.2,196,69,0,0,0,0,0,0,0,0.001,0.001,0.014,0.001,0.001,0.003,0,0,0.04,0.006,0,0,0,0,0,92.3
76201020,"Carrots, baby food, junior",9006,Baby food: vegetable,32,0.8,7.2,3.16,1.7,0.2,0.036,0.009,0.093,0,0,591,2682,5745,0,0,230,0.024,0.041,0.497,0.08,0,17,17,17,8,0,0,5.5,0,0.52,0,12.5,23,20,11,0.39,0.18,0.047,0.2,202,49,0,0,0,0,0,0,0,0.002,0.001,0.028,0.001,0.002,0.007,0,0,0.08,0.011,0,0,0,0,0,91
76201030,"Carrots, baby food, toddler",9006,Baby food: vegetable,21,0.6,5.23,2.5,2.3,0.3,0.052,0.012,0.148,0,0,736,3340,7156,0,1,167,0.02,0.03,0.25,0.05,0,7,7,7,5,0,0,0.7,0,0.59,0,7.9,19,21,6,0.2,0.2,0.081,0.8,129,48,0,0,0,0,0,0,0,0.003,0.003,0.043,0.003,0.003,0.009,0,0,0.13,0.019,0,0,0,0,0,93.5
76202000,"Carrots and peas, baby food, strained",9006,Baby food: vegetable,38,2.04,7.18,2.82,1.8,0.26,0.044,0.027,0.124,0,0,292,1306,2850,0,0,732,0.055,0.053,0.791,0.044,0,22,22,22,19.6,0,0,3.2,0,0.27,0,15,20,35,13,0.66,0.31,0.051,0.2,151,37,0,0,0,0,0,0,0,0,0,0.042,0,0,0.027,0,0,0.105,0.018,0,0,0,0,0,89.91
76205000,"Squash, baby food, NS as to strained or junior",9006,Baby food: vegetable,26,0.81,5.73,3.3,0.9,0.2,0.02,0.02,0.04,0,0,85,242,896,9,0,3527,0.029,0.048,0.683,0.07,0,8,8,8,7.6,0,0,0.3,0,0.55,0,4.7,24,21,14,0.32,0.19,0.03,0.2,185,5,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0.03,0.01,0,0,0,0,0,92.66
76205010,"Squash, baby food, strained",9006,Baby food: vegetable,28,0.81,5.73,3.37,0.9,0.2,0.02,0.02,0.04,0,0,85,242,896,9,0,3527,0.029,0.048,0.683,0.07,0,8,8,8,7.6,0,0,0.3,0,0.55,0,4.7,24,21,14,0.32,0.19,0.03,0.2,185,5,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0.03,0.01,0,0,0,0,0,92.66
76205020,"Squash, baby food, junior",9006,Baby food: vegetable,24,0.81,5.73,3.24,0.9,0.2,0.02,0.02,0.04,0,0,85,242,896,9,0,3527,0.029,0.048,0.683,0.07,0,8,8,8,7.6,0,0,0.3,0,0.55,0,4.7,24,21,14,0.32,0.19,0.03,0.2,185,5,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0.03,0.01,0,0,0,0,0,92.66
76205030,"Squash and corn, baby food, strained",9006,Baby food: vegetable,50,2,9.26,2.93,2,0.6,0.095,0.166,0.28,0,0,140,362,1476,38,0,970,0.06,0.06,0.56,0.11,0,23,23,23,12.5,0,0,4.9,0,0.08,0,2.4,32,35,26,0.4,0.3,0.1,0.6,352,5,0,0,0,0,0,0,0,0,0,0.088,0.006,0,0.166,0,0,0.262,0.019,0,0,0,0,0,87.3
76205060,"Corn and sweet potatoes, baby food, strained",9006,Baby food: vegetable,68,1.26,15.23,4,1.8,0.28,0.053,0.071,0.123,1,1,126,12,1488,3,0,215,0.018,0.041,0.444,0.06,0,14,14,14,10.2,0.01,0,5,0,0.51,0,0.6,18,29,10,0.31,0.19,0.051,1.1,154,14,0,0,0,0.001,0,0,0.001,0,0.002,0.045,0.005,0.001,0.071,0,0,0.117,0.006,0,0,0,0,0,82.62
