"Year","Demographics.Total","Education.Major","Salaries.Highest","Salaries.Lowest","Salaries.Mean","Salaries.Median","Salaries.Quantity","Salaries.Standard Deviation","Demographics.Ethnicity.Asians","Demographics.Ethnicity.Minorities","Demographics.Ethnicity.Whites","Demographics.Gender.Females","Demographics.Gender.Males","Education.Degrees.Bachelors","Education.Degrees.Doctorates","Education.Degrees.Masters","Education.Degrees.Professionals","Employment.Employer Type.Business/Industry","Employment.Employer Type.Educational Institution","Employment.Employer Type.Government","Employment.Reason Working Outside Field.Career Change","Employment.Reason Working Outside Field.Family-related","Employment.Reason Working Outside Field.Job Location","Employment.Reason Working Outside Field.No Job Available","Employment.Reason Working Outside Field.Other","Employment.Reason Working Outside Field.Pay/Promotion","Employment.Reason Working Outside Field.Working Conditions","Employment.Reason for Not Working.Family","Employment.Reason for Not Working.Layoff","Employment.Reason for Not Working.No Job Available","Employment.Reason for Not Working.No need/want","Employment.Reason for Not Working.Student","Employment.Status.Employed","Employment.Status.Not in Labor Force","Employment.Status.Unemployed","Employment.Work Activity.Accounting/Finance/Contracts","Employment.Work Activity.Applied Research","Employment.Work Activity.Basic Research","Employment.Work Activity.Computer Applications","Employment.Work Activity.Design","Employment.Work Activity.Development","Employment.Work Activity.Human Resources","Employment.Work Activity.Managing/Supervising People/Projects","Employment.Work Activity.Other","Employment.Work Activity.Productions/Operations/Maintenance","Employment.Work Activity.Professional Service","Employment.Work Activity.Qualitity/Productivity Management","Employment.Work Activity.Sales, Purchasing, Marketing","Employment.Work Activity.Teaching"
"2001","41846","Economics","100000.0","4999.0","38941.96","37000.0","293","18853.1","8421","4139","29286","14997","26849","36974","120","4751","0","28592","4481","2552","2782","700","4768","2141","964","4567","3710","481","579","1430","2368","4279","35624","4016","2206","18393","8775","8438","14842","5032","7921","11124","12744","2030","2517","11147","9461","14302","4798"
"2001","37200","Electrical Engineering","100000.0","4999.0","55292.73","55000.0","509","20606.63","11992","5563","19646","5446","31755","22535","123","14542","0","28714","4440","2156","728","83","890","440","187","815","1001","357","623","445","507","985","35310","1108","782","3220","15811","11677","25906","17399","16344","8293","8932","490","3362","448","7084","6028","5189"
"2001","6471","Management & Administration","100000.0","8000.0","50359.55","50000.0","89","22748.25","1237","1328","3905","3979","2491","1424","0","5046","0","4443","731","686","0","0","225","29","0","141","240","195","250","361","140","110","5860","249","361","1841","1839","1651","4069","1797","1791","2423","3078","266","182","992","1583","1709","758"
"2001","35086","Mechanical Engineering","100000.0","4999.0","50408.42","50000.0","546","17896.55","5499","4402","25185","5120","29966","24368","100","10617","0","28117","3298","2069","989","555","1199","548","317","1536","869","114","293","317","482","817","33484","954","647","4792","14225","9580","16335","22369","17379","9231","12497","873","4574","1099","11800","6465","4103"
"2001","42412","Other Engineering","100000.0","4999.0","46333.33","48000.0","1062","17973.12","9502","5575","27335","10075","32337","30980","134","11253","45","30443","4388","3422","1595","462","1696","827","535","1599","1665","564","673","1266","1616","2618","38253","2416","1743","5006","14139","11449","23958","18939","14890","11290","12821","1009","3988","1706","11607","7150","3942"
"2001","10937","Physics and Astronomy","100000.0","4999.0","35980.71","31000.0","363","21922.7","2245","901","7791","2609","8328","5961","241","4735","0","5095","4057","495","653","93","810","777","99","788","663","118","109","161","536","917","9648","976","313","1160","4929","3708","5768","3833","2946","1959","2036","229","843","412","1859","1574","2748"
"2001","173766","Psychology","100000.0","4999.0","27500.55","26000.0","885","14825.3","11080","31325","131360","134048","39718","148565","329","24484","387","86048","44114","19775","13875","6064","20204","14395","2848","27650","24323","5886","2289","5513","9929","15050","149937","18137","5693","22155","29308","29768","36863","10465","20396","56869","52451","9926","5465","60592","26558","53938","50002"
"2001","0","Biochemistry and Biophysics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Anthropology and Archeology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Physiology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Nutritional Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Pharmacology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Zoology, General","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Information Services and Systems","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Animal Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Genetics, Animal and Plant","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","International Relations","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Geology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Operations Research","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Sociology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Oceanography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","History of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Plant Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Philosophy of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Agricultural Economics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","OTHER Geological Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Botany","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Environmental Science Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Forestry Services","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Earth Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Criminology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Political and related sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Public Policy Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","OTHER Physical and Related Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Area and Ethnic Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Atmospheric Sciences and Meteorology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Food Sciences and Technology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Political Science and Government","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Statistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Linguistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","Geography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","0","OTHER Agricultural Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","114047","Agricultural Economics","150000.0","0.0","63651.01","60000.0","149","35720.56","3216","8974","101856","21818","92229","86588","1217","21109","5132","83164","5239","7932","11392","4526","11925","4313","5028","15663","12495","3268","1166","132","1196","2514","96336","15359","2352","72019","18433","19305","26124","23451","21367","51705","70068","5942","28555","31221","39290","65244","18841"
"2003","133479","Animal Sciences","150000.0","0.0","56052.85","47000.0","246","37313.25","4665","5635","123179","41864","91614","93231","8364","15856","16027","90782","17040","9917","9124","13092","18944","8663","3510","17010","13254","3518","1247","1856","148","2421","117739","12637","3103","42836","33789","28104","20135","19310","26470","50280","76278","9475","36777","35460","44011","63452","31922"
"2003","163031","Anthropology and Archeology","150000.0","0.0","53818.97","47000.0","348","34628.19","4715","14932","143385","101032","62000","87003","10966","54325","10738","76508","39419","16355","14917","9673","22034","18383","6297","21433","18907","10770","1582","5581","7916","2728","132282","25110","5640","35471","41532","34142","34554","21176","30958","48001","82856","11406","8821","45922","32013","51072","48512"
"2003","99925","Area and Ethnic Studies","150000.0","0.0","55840.58","49000.0","207","41014.55","7459","21976","70490","59177","40747","48584","4112","35566","11663","52422","18813","13582","11784","7402","11808","10817","5984","12843","14405","7024","989","486","3068","127","84817","13520","1588","28688","12374","11130","11290","12778","12972","29554","48032","6052","6624","35332","16460","30725","26158"
"2003","18875","Atmospheric Sciences and Meteorology","150000.0","0.0","68240.96","69000.0","83","29647.35","2410","639","15825","2258","16616","11093","1529","5140","1112","12328","2299","3872","1325","709","2809","1712","0","3236","1798","0","0","0","0","0","18498","376","0","3760","8463","4643","10102","4144","6168","3119","9017","1556","3882","1918","3363","3103","3827"
"2003","147634","Biochemistry and Biophysics","150000.0","0.0","78583.0","70000.0","506","41688.12","28815","12744","106075","58935","88699","55366","28769","28740","34760","86669","31165","8142","4978","3699","9773","6429","2992","10792","10147","3388","4165","3526","1486","3313","125975","15381","6278","26451","55048","38808","27420","23042","36031","46369","79770","5378","29353","55500","28495","29579","42618"
"2003","1515659","Biological Sciences","150000.0","0.0","69317.51","60000.0","4088","41547.47","129453","194109","1192097","695008","820651","697453","129077","309671","379457","813329","314418","139412","102991","64777","92536","73403","24167","118632","111771","64364","17461","17575","48978","27617","1267159","215118","33382","303040","423842","310331","298881","156763","263430","419540","741565","81811","212125","624602","282113","355340","453015"
"2003","40862","Botany","150000.0","2000.0","55794.87","49000.0","117","29709.67","8991","2064","29807","17650","23212","19035","5667","14775","1385","13412","10356","7253","1477","1545","2761","1248","88","2885","1943","3477","672","2029","397","638","31021","7092","2750","8163","9821","10620","5665","3748","6054","8571","20068","2476","6872","5711","10386","11295","11580"
"2003","242089","Chemical Engineering","150000.0","0.0","79616.1","80000.0","1081","32155.72","41995","22265","177830","49565","192525","129255","27174","78927","6733","166116","13987","15556","11256","5412","10928","10743","2023","8038","10270","4466","4445","4487","3355","1320","195659","40546","5885","71515","65350","35628","59317","90695","79386","69272","135926","15427","60063","21261","66292","64405","18454"
"2003","603239","Chemistry","150000.0","0.0","74872.95","70000.0","2133","38347.08","88878","63911","450451","192358","410881","261270","116451","124307","101212","343285","94124","44696","39262","19946","26163","24189","6460","38218","29015","20573","10238","8676","13677","4913","482106","105618","15515","117072","207088","136843","110167","102477","158842","160371","292655","22822","112058","160280","128121","125445","133549"
"2003","420742","Civil Engineering","150000.0","0.0","74806.96","71000.0","2041","29962.56","54575","53857","312310","47822","372919","278394","16174","124393","1780","259714","14327","83278","12045","4939","11890","7625","2872","12741","13048","6078","10533","4229","4349","1000","357318","50028","13395","188350","99352","57857","137368","166012","96809","155013","280202","16512","64737","72311","136284","138418","47520"
"2003","1379971","Computer Science and Math","150000.0","0.0","74335.41","73000.0","4815","33457.39","169137","164110","1046724","493920","886051","913971","65274","370631","30095","861731","191909","88299","65170","43048","69562","45851","11010","62370","75392","55269","35904","25725","41585","8623","1141939","182766","55266","337529","329533","215610","751454","406077","397576","377266","621904","47054","155376","159159","268681","280949","266541"
"2003","79571","Criminology","120000.0","0.0","47885.71","48000.0","105","24260.73","3164","19031","57376","25459","54112","65515","944","8866","4247","29706","4168","28003","7372","2752","7998","4118","3626","10488","9318","3975","741","2229","5108","0","61877","15183","2511","14132","8957","10221","14971","7260","15693","29889","42787","8339","6628","20132","14779","22490","16690"
"2003","21280","Earth Sciences","150000.0","10000.0","68179.1","65000.0","67","33526.08","1282","1730","18268","6165","15115","11802","989","7869","621","10253","2847","4021","2749","1870","4175","2884","177","3410","2982","1097","897","0","0","0","17120","3263","897","4648","3496","2838","6484","3625","4061","6893","10783","1872","2987","3672","4362","4820","5274"
"2003","752503","Economics","150000.0","0.0","76329.57","72000.0","1417","41856.81","101496","65258","585748","218079","534424","439059","29691","215081","68673","513086","47543","51247","72737","31665","64729","33971","17837","77651","68935","37729","13784","18006","25456","8784","611876","111464","29163","354346","129077","100326","177590","105439","140462","237129","381787","32129","72053","230862","151754","328735","108941"
"2003","828727","Electrical Engineering","150000.0","0.0","83006.83","81000.0","3954","31421.89","164480","90659","573587","76088","752638","493727","44555","280338","10107","593893","35139","48573","33787","15719","31749","26288","11435","30061","31763","8761","33325","12318","8737","5649","677605","110173","40949","201628","274258","157979","401557","371849","338777","210036","415626","25498","172204","63282","167633","209333","84501"
"2003","83902","Environmental Science Studies","150000.0","0.0","54399.1","50000.0","223","26405.83","4658","8248","70996","40516","43386","59776","1332","17833","4961","39360","8384","27203","7866","1856","5457","8044","698","11978","5864","3581","1637","3385","2593","854","74948","4705","4249","20843","33277","21380","22998","15000","26131","31555","45322","9102","15131","18880","21553","30637","20047"
"2003","35963","Food Sciences and Technology","130000.0","0.0","59188.12","60000.0","101","28929.12","6220","4118","25626","22111","13852","25664","2506","7655","138","20063","4384","3147","1287","1727","3328","408","490","1205","2075","2438","656","893","573","105","27594","6929","1441","8099","8500","5257","6624","4000","9764","10697","16890","2201","10115","4100","12255","10353","7287"
"2003","87668","Forestry Services","150000.0","0.0","55360.36","51000.0","222","28977.85","2528","3802","81338","8708","78960","65533","4034","16599","1503","46352","7534","13518","10569","4641","10552","11616","2132","9202","9668","2188","971","1586","3220","0","67403","19169","1096","30323","15865","8186","21426","11333","13566","23595","44515","9920","20228","16243","20285","37923","12094"
"2003","14149","Genetics, Animal and Plant","150000.0","1000.0","63450.0","57500.0","60","39327.15","2634","633","10881","5997","8152","6298","2586","2234","3031","6911","5498","365","1222","350","350","114","0","371","400","209","0","0","362","237","12773","1376","0","3006","6343","6606","4946","4200","3609","3287","6588","92","1849","3756","1705","3056","4160"
"2003","128981","Geography","150000.0","0.0","57044.37","50000.0","293","32697.47","4269","12462","112250","40965","88015","89942","4970","31395","2673","67176","17156","24047","17784","14657","23853","13193","2572","25172","22141","2801","3115","1855","2241","234","108379","15631","4971","38383","25776","24503","34193","25371","27342","36993","66156","13939","17239","27045","25687","45678","28946"
"2003","166442","Geology","150000.0","0.0","65492.4","60000.0","526","33513.82","6263","5995","154184","30721","135720","90822","15538","58594","1488","82937","25130","22201","13132","6978","14361","13472","4595","12979","12669","4112","3535","2333","1564","417","130268","31194","4980","50651","58424","34218","34215","34526","37976","41637","87787","9324","24595","23977","28939","52193","31683"
"2003","42130","History of Science","150000.0","1000.0","62444.44","55000.0","63","36738.3","426","5457","36247","11013","31117","21847","1204","13172","5908","25333","6264","5595","4821","1480","3557","5124","806","6158","3630","1933","143","1369","195","0","37192","4795","143","13611","9986","8704","11658","9875","6564","16888","19674","2836","1668","18274","6497","11519","6800"
"2003","122792","Information Services and Systems","150000.0","0.0","67952.38","66000.0","441","29278.29","12203","28509","82081","50348","72443","105246","156","15757","1633","88975","9461","11342","10340","3214","5112","7060","1489","4273","5511","4216","2783","3732","3868","2167","109779","7979","5034","29712","31277","15876","80100","33936","34617","37542","63826","2298","18599","14315","24576","27279","11607"
"2003","121183","International Relations","150000.0","0.0","65545.02","60000.0","211","38222.68","9055","12836","99292","70437","50746","64706","3088","34769","18620","72495","12230","15024","16110","7464","19017","9653","6762","23596","17913","7971","2681","1151","1465","2351","99749","15637","5796","44278","18528","18617","22698","16818","19657","34970","60868","6832","7034","40709","21564","49558","24123"
"2003","30278","Linguistics","150000.0","0.0","55246.15","49000.0","65","36315.9","1163","7022","22094","21747","8532","18403","2046","6770","3060","14327","7172","1333","3104","1581","4075","208","628","4489","4654","4165","836","71","1899","1483","22832","6539","908","8560","4508","6427","5669","5013","6543","7632","12695","1877","3464","5527","5356","6080","8313"
"2003","702873","Mechanical Engineering","150000.0","0.0","78260.78","76000.0","3014","30478.73","96678","46136","560059","52113","650760","444727","24707","226652","6787","507456","22113","49306","28442","13452","26947","21673","6958","26082","23117","7249","18267","9336","9679","1985","578875","98831","25168","221255","191875","116871","221282","317817","253782","215602","424273","15974","190085","67755","216207","191137","60909"
"2003","49819","Nutritional Science","150000.0","0.0","52636.36","47500.0","88","33643.22","10724","4533","34561","45791","4028","31921","1862","13459","2577","27691","5893","5476","3765","5005","3647","1704","509","2438","4651","5900","0","0","2612","124","39061","10307","451","12423","11403","7475","10597","4752","11212","13825","20935","2833","5631","18847","12244","13977","16638"
"2003","60498","OTHER Agricultural Sciences","150000.0","1000.0","53594.59","50000.0","148","32080.43","5382","7783","47333","12126","48371","41568","5814","11396","1720","29758","11549","8920","4641","2430","4000","2996","940","5318","6192","462","1172","0","150","0","50228","8927","1343","16916","15391","12166","16870","13301","11891","18395","33490","3215","14389","13759","19814","26557","11856"
"2003","11638","OTHER Geological Sciences","150000.0","2000.0","70377.36","64000.0","53","28132.4","1351","1053","9234","2490","9148","6307","1181","4150","0","4809","1279","2706","965","0","590","833","294","980","99","0","423","0","0","210","8794","2420","423","3220","5072","2209","4290","2246","1786","3073","5529","1628","763","2806","1686","2220","1268"
"2003","52434","OTHER Physical and Related Sciences","150000.0","0.0","64977.61","56500.0","134","38939.8","2728","9071","40635","18398","34036","30782","2489","15327","3837","29465","8290","5844","7400","1559","6264","4171","1779","9038","8105","1913","1001","92","0","0","43600","7741","1093","14483","11323","8571","8713","4461","12082","14375","25886","4543","5272","13990","9389","16043","9506"
"2003","9352","Oceanography","150000.0","1000.0","72000.0","75000.0","32","41099.41","331","758","8262","1675","7677","4786","849","2987","729","5221","457","3135","843","1232","1793","1656","0","2195","1052","460","0","0","300","0","8813","539","0","3179","3012","2448","2611","2696","3483","3654","5845","1459","2336","1530","2308","1837","1602"
"2003","14416","Operations Research","132000.0","5000.0","67454.55","65500.0","44","30422.19","691","992","12733","2785","11632","8471","1162","4783","0","8524","3297","1231","510","1137","880","100","584","1137","1137","0","1132","84","0","0","13052","148","1216","2798","4331","1400","6947","3437","2889","1946","7312","2336","1932","3167","2574","3942","3066"
"2003","893274","Other Engineering","150000.0","0.0","77825.49","76000.0","3272","32867.5","114023","97875","681377","115201","778073","554432","43091","274632","21119","619938","49039","72027","48733","25733","46626","35386","20432","55770","47940","17757","18463","12100","12597","4268","741004","125585","26685","274769","249570","153887","351233","352206","315272","283316","510588","38164","194093","109163","258801","260227","121294"
"2003","10666","Pharmacology, Human and Animal","150000.0","0.0","69186.05","65000.0","43","32341.38","3530","1984","5152","4507","6158","4842","2207","2344","1273","7620","609","1622","864","459","0","686","985","1059","74","224","0","0","274","0","9851","814","0","3538","2644","2674","2496","1240","1772","3221","5957","754","1149","5034","2196","5045","1809"
"2003","46620","Philosophy of Science","150000.0","4000.0","65752.69","53000.0","93","41459.16","2750","4909","38961","12375","34245","26925","3007","12691","3997","29842","3551","6720","6870","1013","5176","3260","1543","8646","2939","2018","205","0","477","0","40113","6178","329","17152","11001","10757","14635","9947","15688","21206","24587","2312","4744","18215","12559","16861","11817"
"2003","248495","Physics and Astronomy","150000.0","0.0","81201.21","80000.0","1153","35810.11","54924","14544","179027","40205","208290","90226","65457","82649","10163","134644","45738","21024","17033","5592","15036","14979","4850","18673","12158","6359","5961","7758","4449","1773","201406","36325","10764","43296","84778","62144","110818","93143","83055","50857","110196","9082","36113","29587","43282","40453","45684"
"2003","52105","Physiology, Human and Animal","150000.0","1000.0","71190.91","62000.0","110","41294.31","4061","6702","41343","26642","25463","32888","3960","7438","7819","33773","11301","1329","6047","671","4869","3820","0","6755","3487","2524","544","323","648","104","46404","4996","706","12215","11251","7522","12803","6434","6543","14689","28550","4626","3652","26996","11937","14138","20677"
"2003","92230","Plant Sciences","150000.0","3000.0","56907.08","51000.0","226","31330.71","5604","8537","78089","28360","63870","60611","8625","22385","609","52446","12023","14356","5657","4469","8753","10906","1706","8116","9180","1609","358","425","1427","0","78825","12877","527","22887","29931","18868","20785","13395","21557","26826","51037","9300","22854","15924","26220","31920","22859"
"2003","1109972","Political Science and Government","150000.0","0.0","70996.85","64000.0","1902","41758.58","39603","164234","906135","387187","722785","550826","34806","249921","274419","638985","108997","181958","124963","54283","139164","62812","29313","177438","148976","45235","23128","13539","31747","14947","929940","144212","35819","431206","186228","146937","215369","118734","204066","396724","569458","62299","94772","448525","220766","421577","191251"
"2003","1846866","Psychology","150000.0","0.0","55759.49","50000.0","3688","34523.4","67018","290544","1489303","1235835","611031","980879","125922","620125","119939","871718","355918","237074","158498","107863","148260","91752","49467","193793","176839","138686","27634","34895","79975","30917","1464710","321291","60864","434674","328498","228410","360439","188242","289397","596994","824542","123247","102931","727746","339699","561723","552934"
"2003","15264","Public Policy Studies","150000.0","0.0","71500.0","61000.0","34","43012.51","1258","2205","11801","5256","10008","5987","117","6236","2924","9928","689","2955","1507","490","1881","1299","0","2732","508","130","0","0","0","123","13572","1691","0","6322","1294","1774","3107","2511","4280","6505","8577","616","2151","6521","4854","5994","2665"
"2003","862339","Sociology","150000.0","0.0","52772.05","47000.0","1417","32688.41","24258","158734","679346","573288","289050","570507","28088","229283","34460","381479","138218","136000","76022","47432","87387","49133","18273","95467","94264","64026","13911","16037","53971","6348","655698","180945","25695","216968","127940","81918","167948","83881","136404","271747","374277","65055","58088","284775","156161","268517","224630"
"2003","28807","Statistics","150000.0","4000.0","76937.98","74000.0","129","35048.57","8923","1180","18704","11304","17503","16722","2725","8189","1170","17971","3529","3556","1322","779","1975","1188","599","1709","1179","1215","555","490","157","96","25057","2705","1045","9367","12176","8634","18358","8681","9078","7336","14561","1149","2641","4965","5103","5682","4132"
"2003","158489","Zoology, General","150000.0","0.0","77508.08","67000.0","433","44933.6","18619","9302","130569","55760","102729","54969","17261","36922","49337","87896","21489","18559","12174","6842","10308","10210","1141","10116","8285","5174","1048","4057","4218","3548","127944","25906","4639","31501","42543","24066","29080","13687","23316","43560","69066","7121","18113","68898","30469","37391","43759"
"2003","0","Management & Administration","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","0","Political and related sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","241602","Biological Sciences","100000.0","0.0","33973.24","32000.0","1009","19812.57","45846","43076","152681","153297","88305","191812","1229","47049","1511","93078","53965","18903","7586","4826","19210","14188","4662","15538","17037","5281","1048","7393","19942","65492","165946","68210","7447","19063","78426","70071","22055","27061","44467","27688","64343","16124","42267","59146","38065","44407","52423"
"2006","21925","Chemical Engineering","100000.0","1000.0","49521.99","54000.0","523","20411.87","7820","3026","11079","7465","14460","13109","587","7623","606","14278","4065","1099","582","390","1225","930","141","1100","1090","393","123","547","376","1782","19442","2034","448","2138","10629","9189","4669","9608","10686","2914","9632","1263","8051","1803","5213","2788","3578"
