"Year","Country.Name","Country.Code","Country.GDP","Country.Population","Emissions.Production.CH4","Emissions.Production.N2O","Emissions.Production.CO2.Cement","Emissions.Production.CO2.Coal","Emissions.Production.CO2.Gas","Emissions.Production.CO2.Oil","Emissions.Production.CO2.Flaring","Emissions.Production.CO2.Other","Emissions.Production.CO2.Total","Emissions.Global Share.CO2.Cement","Emissions.Global Share.CO2.Coal","Emissions.Global Share.CO2.Gas","Emissions.Global Share.CO2.Oil","Emissions.Global Share.CO2.Flaring","Emissions.Global Share.CO2.Total"
"2009","Moldova","MDA","16449232896.0","4097515","3.24","0.73","0.341","0.348","1.876","1.975","0.0","0.0","4.54","0.03","0.0","0.03","0.02","0.0","0.01"
"2010","Moldova","MDA","17302214656.0","4086090","3.41","0.81","0.35","0.326","1.982","2.173","0.0","8.881784197001252e-16","4.831","0.03","0.0","0.03","0.02","0.0","0.01"
"2011","Moldova","MDA","18154272768.0","4079167","3.45","0.88","0.427","0.333","1.916","2.268","0.0","0.0010000000000012221","4.945","0.03","0.0","0.03","0.02","0.0","0.01"
"2012","Moldova","MDA","18018830336.0","4075804","3.44","0.85","0.442","0.414","1.825","2.085","0.0","0.0","4.766","0.03","0.0","0.03","0.02","0.0","0.01"
"2013","Moldova","MDA","19713341440.0","4074585","3.43","0.95","0.477","0.553","1.722","2.147","0.0","0.0","4.899","0.03","0.0","0.03","0.02","0.0","0.01"
"2014","Moldova","MDA","20658520064.0","4073407","3.48","1.02","0.465","0.366","1.751","2.176","0.0","0.001000000000000334","4.759","0.03","0.0","0.03","0.02","0.0","0.01"
"2015","Moldova","MDA","20576700416.0","4070705","3.47","0.93","0.443","0.37","1.68","2.288","0.0","0.001000000000000334","4.782","0.03","0.0","0.02","0.02","0.0","0.01"
"2016","Moldova","MDA","21399023616.0","4066013","3.46","1.04","0.434","0.279","1.727","2.464","0.0","0.0","4.904","0.03","0.0","0.02","0.02","0.0","0.01"
"2017","Moldova","MDA","22402852864.0","4059687","3.49","1.08","0.538","0.403","1.726","2.554","0.0","0.0","5.221","0.04","0.0","0.02","0.02","0.0","0.01"
"2018","Moldova","MDA","23299414016.0","4051950","3.45","1.18","0.578","0.308","1.877","2.669","0.0","0.0009999999999994458","5.433","0.04","0.0","0.03","0.02","0.0","0.01"
"1992","Morocco","MAR","107626446848.0","25711410","8.63","5.66","2.745","4.184","0.048","17.76","0.0","0.0","24.737","0.51","0.05","0.0","0.19","0.0","0.11"
"1993","Morocco","MAR","107015757824.0","26155204","7.87","5.41","2.732","4.763","0.048","19.237","0.0","0.0","26.779","0.49","0.06","0.0","0.21","0.0","0.12"
"1994","Morocco","MAR","118566420480.0","26584472","8.15","6.11","2.714","5.309","0.044","20.057","0.0","0.0","28.124","0.46","0.06","0.0","0.22","0.0","0.12"
"1995","Morocco","MAR","112179724288.0","26994256","8.19","5.7","2.718","6.314","0.026","19.693","0.0","0.0","28.75","0.43","0.07","0.0","0.21","0.0","0.12"
"1996","Morocco","MAR","125860003840.0","27383472","8.53","6.32","2.778","8.051","0.033","18.663","0.0","0.0","29.525","0.43","0.09","0.0","0.19","0.0","0.12"
"1997","Morocco","MAR","123716861952.0","27754572","8.91","6.42","3.032","7.682","0.066","19.197","0.0","0.0010000000000012221","29.978","0.46","0.09","0.0","0.2","0.0","0.12"
"1998","Morocco","MAR","132482457600.0","28110448","8.9","6.6","3.086","8.57","0.066","19.159","0.0","3.552713678800501e-15","30.881","0.47","0.1","0.0","0.19","0.0","0.13"
"1999","Morocco","MAR","133796593664.0","28455504","9.22","6.88","3.113","8.295","0.077","20.5","0.0","0.0010000000000012221","31.986","0.45","0.1","0.0","0.2","0.0","0.13"
"2000","Morocco","MAR","136310685696.0","28793672","9.54","6.95","3.326","10.028","0.088","19.756","0.0","0.0009999999999976694","33.199","0.46","0.11","0.0","0.19","0.0","0.13"
"2001","Morocco","MAR","146279415808.0","29126322","9.55","7.06","4.079","12.773","0.084","19.87","0.0","0.0","36.806","0.55","0.14","0.0","0.19","0.0","0.14"
"2002","Morocco","MAR","150893953024.0","29454766","9.54","7.38","4.132","13.105","0.084","19.985","0.0","0.0","37.306","0.52","0.14","0.0","0.19","0.0","0.14"
"2003","Morocco","MAR","159964561408.0","29782884","9.69","7.4","4.184","12.234","0.081","20.071","0.0","0.0","36.57","0.49","0.12","0.0","0.19","0.0","0.13"
"2004","Morocco","MAR","167760838656.0","30115196","10.2","7.74","4.395","13.689","0.099","24.043","0.0","0.0","42.226","0.48","0.13","0.0","0.22","0.0","0.15"
"2005","Morocco","MAR","173624639488.0","30455562","10.23","8.11","4.364","14.084","0.868","25.344","0.0","0.0010000000000047748","44.661","0.45","0.12","0.02","0.23","0.0","0.15"
"2006","Morocco","MAR","187290255360.0","30804690","10.37","8.49","4.472","14.699","1.095","25.983","0.0","0.0","46.249","0.43","0.12","0.02","0.23","0.0","0.15"
"2007","Morocco","MAR","194460172288.0","31163670","10.3","7.93","5.004","15.078","1.242","27.588","0.0","0.0009999999999976694","48.913","0.45","0.12","0.02","0.25","0.0","0.16"
"2008","Morocco","MAR","206522777600.0","31536806","10.38","8.03","5.455","14.121","1.114","30.679","0.0","0.0","51.369","0.48","0.11","0.02","0.27","0.0","0.16"
"2009","Morocco","MAR","215877484544.0","31929088","10.38","7.9","5.598","13.168","1.209","30.884","0.0","0.0009999999999976694","50.86","0.48","0.1","0.02","0.28","0.0","0.16"
"2010","Morocco","MAR","224738361344.0","32343384","10.61","8.07","5.359","13.223","1.304","34.478","0.0","0.0009999999999976694","54.365","0.43","0.09","0.02","0.3","0.0","0.16"
"2011","Morocco","MAR","237165936640.0","32781860","11.01","8.44","5.191","11.465","1.638","36.574","0.0","7.105427357601002e-15","54.868","0.39","0.08","0.03","0.32","0.0","0.16"
"2012","Morocco","MAR","244646084608.0","33241898","11.1","8.0","5.838","11.462","2.396","37.258","0.0","0.0","56.954","0.42","0.08","0.04","0.32","0.0","0.16"
"2013","Morocco","MAR","256075628544.0","33715704","11.29","8.77","6.073","11.212","2.349","36.973","0.0","0.0","56.606","0.42","0.07","0.04","0.32","0.0","0.16"
"2014","Morocco","MAR","262911197184.0","34192360","11.48","8.67","5.171","15.3","2.246","34.458","0.0","0.0","57.175","0.35","0.1","0.03","0.3","0.0","0.16"
"2015","Morocco","MAR","275091619840.0","34663608","11.55","9.09","5.299","16.844","2.323","34.081","0.0","0.0","58.547","0.37","0.11","0.03","0.29","0.0","0.16"
"2016","Morocco","MAR","279436951552.0","35126272","11.67","7.83","5.205","16.235","2.363","34.654","0.0","0.0","58.457","0.35","0.11","0.03","0.29","0.0","0.16"
"2017","Morocco","MAR","291271114752.0","35581256","11.77","9.21","5.577","16.876","2.345","36.831","0.0","0.0","61.629","0.37","0.12","0.03","0.3","0.0","0.17"
"2018","Morocco","MAR","299980095488.0","36029088","11.97","9.37","5.577","18.72","2.114","35.884","0.0","7.105427357601002e-15","62.295","0.36","0.13","0.03","0.29","0.0","0.17"
"1992","Myanmar","MMR","51891175424.0","42401688","48.15","15.85","0.189","0.121","1.616","2.906","0.011","0.0","4.842","0.04","0.0","0.04","0.03","0.0","0.02"
"1993","Myanmar","MMR","54198382592.0","42889992","50.04","16.1","0.162","0.051","1.993","3.081","0.015","0.001000000000000334","5.303","0.03","0.0","0.05","0.03","0.01","0.02"
"1994","Myanmar","MMR","57338249216.0","43383420","51.33","16.61","0.191","0.04","2.492","3.451","0.022","0.0","6.196","0.03","0.0","0.06","0.04","0.01","0.03"
"1995","Myanmar","MMR","60452843520.0","43901596","52.92","16.86","0.209","0.066","2.788","3.829","0.015","8.881784197001252e-16","6.907","0.03","0.0","0.07","0.04","0.01","0.03"
"1996","Myanmar","MMR","63378620416.0","44452204","53.36","14.87","0.204","0.048","3.026","3.909","0.015","0.0010000000000012221","7.203","0.03","0.0","0.07","0.04","0.01","0.03"
"1997","Myanmar","MMR","65935163392.0","45027224","51.65","14.68","0.209","0.051","3.27","3.889","0.026","8.881784197001252e-16","7.445","0.03","0.0","0.07","0.04","0.01","0.03"
"1998","Myanmar","MMR","68698886144.0","45611220","55.38","15.93","0.147","0.055","3.15","4.673","0.011","0.0","8.036","0.02","0.0","0.07","0.05","0.0","0.03"
"1999","Myanmar","MMR","75075469312.0","46181076","59.16","16.44","0.136","0.366","2.979","5.423","0.026","0.0","8.93","0.02","0.0","0.06","0.05","0.01","0.04"
"2000","Myanmar","MMR","84093542400.0","46719700","56.22","15.57","0.158","1.359","2.74","5.776","0.011","1.7763568394002505e-15","10.044","0.02","0.02","0.06","0.06","0.0","0.04"
"2001","Myanmar","MMR","92175081472.0","47225116","54.22","15.85","0.152","1.565","2.224","4.719","0.022","0.0","8.681","0.02","0.02","0.05","0.05","0.01","0.03"
"2002","Myanmar","MMR","101591490560.0","47702164","54.1","15.37","0.188","1.235","2.301","5.412","0.018","0.0","9.154","0.02","0.01","0.05","0.05","0.01","0.04"
"2003","Myanmar","MMR","113781440512.0","48148908","58.63","19.18","0.227","0.601","3.057","5.887","0.007","1.7763568394002505e-15","9.779","0.03","0.01","0.06","0.06","0.0","0.04"
"2004","Myanmar","MMR","127115616256.0","48564488","65.04","24.18","0.206","0.729","5.157","6.267","0.011","1.7763568394002505e-15","12.37","0.02","0.01","0.1","0.06","0.0","0.04"
"2005","Myanmar","MMR","142039121920.0","48949928","62.9","19.86","0.214","0.586","5.456","5.262","0.011","0.0","11.529","0.02","0.01","0.1","0.05","0.0","0.04"
"2006","Myanmar","MMR","158028611584.0","49301052","66.38","20.03","0.223","0.952","6.135","5.454","0.015","0.0","12.779","0.02","0.01","0.11","0.05","0.0","0.04"
"2007","Myanmar","MMR","174123352064.0","49621480","71.12","24.56","0.234","0.821","6.167","5.558","0.015","0.0","12.794","0.02","0.01","0.11","0.05","0.0","0.04"
"2008","Myanmar","MMR","177512906752.0","49929640","67.08","19.8","0.258","0.649","3.649","5.155","0.011","1.7763568394002505e-15","9.722","0.02","0.0","0.06","0.05","0.0","0.03"
"2009","Myanmar","MMR","183291527168.0","50250368","71.81","24.1","0.256","0.608","5.425","3.856","0.011","1.7763568394002505e-15","10.156","0.02","0.0","0.09","0.04","0.0","0.03"
"2010","Myanmar","MMR","189724114944.0","50600828","73.72","25.12","0.204","1.231","4.141","7.495","0.011","0.0010000000000012221","13.083","0.02","0.01","0.07","0.07","0.0","0.04"
"2011","Myanmar","MMR","197359075328.0","50990612","67.11","21.34","0.203","1.663","5.496","7.694","0.011","0.0009999999999994458","15.068","0.02","0.01","0.09","0.07","0.0","0.04"
"2012","Myanmar","MMR","211845251072.0","51413704","69.28","24.19","0.348","1.704","3.577","6.253","0.011","0.0","11.893","0.03","0.01","0.05","0.05","0.0","0.03"
"2013","Myanmar","MMR","229512151040.0","51852464","69.33","23.67","0.429","1.143","4.203","7.152","0.011","0.0","12.938","0.03","0.01","0.06","0.06","0.0","0.04"
"2014","Myanmar","MMR","247629414400.0","52280816","71.44","26.08","0.503","1.158","4.829","9.666","0.015","0.0","16.17","0.03","0.01","0.07","0.08","0.0","0.05"
"2015","Myanmar","MMR","265615310848.0","52680724","73.77","26.45","0.377","0.927","10.847","9.939","0.018","0.0010000000000012221","22.109","0.03","0.01","0.16","0.08","0.0","0.06"
"2016","Myanmar","MMR","282251788288.0","53045200","71.99","24.19","0.962","1.927","8.079","14.286","0.183","0.0","25.437","0.07","0.01","0.12","0.12","0.05","0.07"
"2017","Myanmar","MMR","298481287168.0","53382520","73.99","26.1","2.091","1.971","8.464","12.241","0.0","0.0010000000000012221","24.768","0.14","0.01","0.12","0.1","0.0","0.07"
"2018","Myanmar","MMR","317599023104.0","53708316","76.43","26.33","1.588","2.473","9.429","19.191","0.0","0.0","32.68","0.1","0.02","0.13","0.16","0.0","0.09"
"1992","Netherlands","NLD","433594990592.0","15165856","29.54","15.99","0.449","31.239","79.3","57.125","0.752","1.1499999999999488","170.015","0.08","0.37","2.0","0.62","0.32","0.75"
"1993","Netherlands","NLD","441585762304.0","15268005","28.92","16.35","0.458","31.582","81.861","54.448","0.685","1.171999999999997","170.206","0.08","0.37","2.01","0.59","0.29","0.75"
"1994","Netherlands","NLD","457294184448.0","15369121","28.16","16.04","0.463","34.655","78.7","55.004","0.619","1.3470000000000084","170.788","0.08","0.4","1.92","0.6","0.26","0.74"
"1995","Netherlands","NLD","474287669248.0","15467852","27.45","15.65","0.428","34.701","81.003","54.318","0.552","1.2980000000000302","172.3","0.07","0.39","1.92","0.58","0.23","0.73"
"1996","Netherlands","NLD","494052179968.0","15563252","26.8","15.59","0.316","33.336","90.0","56.05","0.496","1.254999999999967","181.453","0.05","0.37","2.04","0.58","0.21","0.75"
"1997","Netherlands","NLD","518267830272.0","15655482","25.95","15.34","0.376","32.503","84.033","55.779","0.606","1.1970000000000027","174.494","0.06","0.36","1.9","0.57","0.25","0.72"
"1998","Netherlands","NLD","544860340224.0","15745650","25.09","15.02","0.432","33.088","83.208","57.125","0.419","1.1910000000000025","175.463","0.07","0.38","1.85","0.58","0.18","0.72"
"1999","Netherlands","NLD","575703547904.0","15835525","24.19","14.78","0.517","29.036","81.289","57.678","0.308","1.1090000000000373","169.937","0.08","0.33","1.76","0.57","0.14","0.69"
"2000","Netherlands","NLD","603576139776.0","15926188","23.18","14.32","0.469","30.337","81.326","57.508","0.351","1.0940000000000225","171.085","0.07","0.34","1.72","0.56","0.13","0.68"
"2001","Netherlands","NLD","619963809792.0","16018112","22.58","13.68","0.478","32.356","83.39","58.557","0.254","1.1760000000000161","176.211","0.06","0.36","1.74","0.56","0.09","0.69"
"2002","Netherlands","NLD","624206544896.0","16110355","21.58","13.14","0.489","32.617","82.497","57.663","1.202","1.1030000000000086","175.571","0.06","0.34","1.68","0.56","0.42","0.67"
"2003","Netherlands","NLD","629605990400.0","16200948","20.8","12.99","0.434","33.694","83.107","59.537","1.127","1.1099999999999568","179.009","0.05","0.33","1.63","0.56","0.39","0.65"
"2004","Netherlands","NLD","646099697664.0","16287183","20.42","13.63","0.446","33.228","85.427","59.596","1.08","1.1189999999999714","180.896","0.05","0.3","1.62","0.54","0.35","0.63"
"2005","Netherlands","NLD","663883939840.0","16367153","19.02","13.59","0.421","31.995","82.843","59.339","1.161","1.1629999999999825","176.922","0.04","0.28","1.54","0.53","0.35","0.6"
"2006","Netherlands","NLD","691219595264.0","16440092","18.4","13.54","0.4","30.441","80.277","58.69","1.147","1.143000000000029","172.098","0.04","0.25","1.45","0.52","0.34","0.56"
"2007","Netherlands","NLD","720938008576.0","16506652","18.21","12.12","0.403","32.719","77.784","58.617","1.211","1.1469999999999914","171.881","0.04","0.26","1.36","0.52","0.35","0.55"
"2008","Netherlands","NLD","737432109056.0","16568105","18.33","8.62","0.399","31.729","81.492","59.07","1.0","1.171999999999997","174.862","0.04","0.24","1.39","0.53","0.28","0.55"
"2009","Netherlands","NLD","713757491200.0","16626379","18.14","8.56","0.416","29.238","81.913","55.794","1.127","1.0509999999999877","169.539","0.04","0.22","1.42","0.51","0.31","0.54"
"2010","Netherlands","NLD","727959470080.0","16682928","17.99","8.35","0.348","30.219","91.742","56.986","1.134","1.1090000000000089","181.538","0.03","0.22","1.48","0.5","0.31","0.54"
"2011","Netherlands","NLD","744360837120.0","16738191","17.48","8.21","0.351","29.405","79.945","56.4","0.977","1.1929999999999836","168.271","0.03","0.2","1.25","0.5","0.28","0.49"
"2012","Netherlands","NLD","736497893376.0","16791850","17.19","8.29","0.308","31.74","76.253","54.31","0.864","1.2249999999999943","164.7","0.02","0.21","1.17","0.47","0.24","0.47"
"2013","Netherlands","NLD","735093129216.0","16843512","17.27","8.2","0.274","32.444","76.947","52.679","1.137","1.2040000000000077","164.685","0.02","0.22","1.17","0.45","0.31","0.47"
"2014","Netherlands","NLD","745517678592.0","16892518","17.27","8.5","0.282","35.797","67.011","52.207","1.092","1.274000000000001","157.663","0.02","0.24","1.01","0.45","0.29","0.44"
"2015","Netherlands","NLD","760077418496.0","16938492","17.5","8.83","0.249","43.557","66.165","51.919","1.037","1.2729999999999677","164.2","0.02","0.3","0.98","0.44","0.28","0.46"
"2016","Netherlands","NLD","776582332416.0","16981286","17.44","8.6","0.239","40.079","68.997","53.208","1.099","1.3030000000000257","164.925","0.02","0.28","0.99","0.44","0.28","0.47"
"2017","Netherlands","NLD","799187927040.0","17021344","16.59","8.4","0.298","36.059","70.744","53.008","1.118","1.3830000000000098","162.61","0.02","0.25","0.99","0.44","0.26","0.45"
"2018","Netherlands","NLD","818056003584.0","17059560","15.53","7.96","0.22","32.987","69.85","53.551","1.104","1.3079999999999927","159.02","0.01","0.22","0.94","0.44","0.27","0.43"
"1992","New Zealand","NZL","73699155968.0","3503194","32.15","14.61","0.477","4.922","8.443","13.303","0.54","0.5899999999999963","28.275","0.09","0.06","0.21","0.14","0.23","0.13"
"1993","New Zealand","NZL","77452075008.0","3564473","32.12","14.51","0.489","4.889","8.182","13.173","0.518","0.6119999999999983","27.863","0.09","0.06","0.2","0.14","0.22","0.12"
"1994","New Zealand","NZL","82753609728.0","3623272","32.9","14.95","0.497","4.627","7.648","14.089","0.541","0.6259999999999977","28.028","0.08","0.05","0.19","0.15","0.23","0.12"
"1995","New Zealand","NZL","86504431616.0","3674940","33.65","15.34","0.539","4.631","7.06","14.741","0.5","0.6780000000000008","28.149","0.09","0.05","0.17","0.16","0.21","0.12"
"1996","New Zealand","NZL","89915654144.0","3717352","33.23","14.88","0.51","4.585","8.093","14.9","0.666","0.622999999999994","29.377","0.08","0.05","0.18","0.16","0.28","0.12"
"1997","New Zealand","NZL","92710363136.0","3752355","33.55","14.81","0.532","4.934","9.225","15.222","0.714","0.6990000000000016","31.326","0.08","0.05","0.21","0.16","0.29","0.13"
"1998","New Zealand","NZL","93578371072.0","3783976","32.84","14.48","0.489","4.519","7.969","15.501","0.705","0.7480000000000047","29.931","0.07","0.05","0.18","0.16","0.3","0.12"
"1999","New Zealand","NZL","97884487680.0","3818128","33.17","14.88","0.532","4.619","9.135","15.805","0.616","0.8310000000000031","31.538","0.08","0.05","0.2","0.16","0.28","0.13"
"2000","New Zealand","NZL","101981110272.0","3858992","32.62","14.79","0.531","4.409","9.468","16.467","0.593","0.8710000000000022","32.339","0.07","0.05","0.2","0.16","0.22","0.13"
"2001","New Zealand","NZL","104436924416.0","3907941","32.94","14.93","0.535","5.412","10.425","16.581","0.621","0.9160000000000039","34.49","0.07","0.06","0.22","0.16","0.23","0.14"
"2002","New Zealand","NZL","109929889792.0","3963202","33.71","15.7","0.551","5.421","9.843","17.312","0.594","0.938999999999993","34.66","0.07","0.06","0.2","0.17","0.21","0.13"
"2003","New Zealand","NZL","115145211904.0","4022074","33.88","15.98","0.534","7.74","8.455","18.107","0.611","0.8540000000000063","36.301","0.06","0.08","0.17","0.17","0.21","0.13"
"2004","New Zealand","NZL","120376942592.0","4080421","33.79","15.27","0.488","8.013","7.265","18.473","0.863","0.8510000000000062","35.953","0.05","0.07","0.14","0.17","0.28","0.13"
"2005","New Zealand","NZL","123645493248.0","4135353","33.71","15.39","0.577","8.919","7.573","18.651","0.915","0.9179999999999993","37.553","0.06","0.08","0.14","0.17","0.28","0.13"
"2006","New Zealand","NZL","127255027712.0","4185881","33.89","15.23","0.545","8.796","7.666","18.784","0.96","0.7920000000000016","37.543","0.05","0.07","0.14","0.17","0.29","0.12"
"2007","New Zealand","NZL","132482703360.0","4233046","33.78","15.15","0.687","6.726","8.403","18.991","1.018","0.8320000000000007","36.657","0.06","0.05","0.15","0.17","0.29","0.12"
"2008","New Zealand","NZL","132115849216.0","4278156","33.15","14.65","0.639","8.284","7.909","18.861","1.238","0.7819999999999965","37.713","0.06","0.06","0.13","0.17","0.34","0.12"
"2009","New Zealand","NZL","132821327872.0","4323338","33.47","14.47","0.586","6.316","7.614","18.111","1.367","0.8879999999999981","34.882","0.05","0.05","0.13","0.16","0.37","0.11"
"2010","New Zealand","NZL","135624843264.0","4370060","33.43","14.36","0.557","5.458","8.51","18.194","1.505","0.806999999999995","35.031","0.04","0.04","0.14","0.16","0.41","0.11"
"2011","New Zealand","NZL","138433576960.0","4418674","33.38","14.54","0.529","5.534","7.748","18.405","1.46","0.820999999999998","34.497","0.04","0.04","0.12","0.16","0.41","0.1"
"2012","New Zealand","NZL","141964034048.0","4468462","33.87","14.76","0.569","6.853","8.402","18.167","1.279","0.8679999999999879","36.138","0.04","0.05","0.13","0.16","0.35","0.1"
"2013","New Zealand","NZL","144951869440.0","4518519","33.69","14.74","0.586","6.013","8.337","18.546","1.093","0.7299999999999969","35.305","0.04","0.04","0.13","0.16","0.3","0.1"
"2014","New Zealand","NZL","149075263488.0","4567522","33.98","14.87","0.619","5.442","8.558","18.851","1.256","0.8049999999999997","35.531","0.04","0.04","0.13","0.16","0.33","0.1"
"2015","New Zealand","NZL","153714786304.0","4614527","33.1","15.18","0.621","5.47","8.431","19.379","1.377","0.7929999999999922","36.071","0.04","0.04","0.12","0.16","0.37","0.1"
"2016","New Zealand","NZL","159813943296.0","4659265","33.08","15.1","0.486","4.465","7.869","19.489","1.239","0.757000000000005","34.305","0.03","0.03","0.11","0.16","0.32","0.1"
"2017","New Zealand","NZL","165842092032.0","4702029","32.86","15.15","0.444","4.669","8.493","20.363","1.198","0.6879999999999953","35.855","0.03","0.03","0.12","0.17","0.28","0.1"
"2018","New Zealand","NZL","171013586944.0","4743131","32.71","15.19","0.418","5.196","7.879","20.526","1.072","0.6980000000000004","35.789","0.03","0.04","0.11","0.17","0.26","0.1"
"1992","Nigeria","NGA","181866315776.0","100161712","138.61","21.93","1.432","0.139","9.592","35.102","0.0","0.0","46.265","0.27","0.0","0.24","0.38","0.0","0.2"
"1993","Nigeria","NGA","188893724672.0","102700752","140.24","22.53","1.308","0.022","10.478","33.006","0.0","0.0","44.814","0.24","0.0","0.26","0.36","0.0","0.2"
"1994","Nigeria","NGA","193990918144.0","105293704","142.66","22.92","1.072","0.066","10.269","23.528","0.0","0.0","34.935","0.18","0.0","0.25","0.25","0.0","0.15"
"1995","Nigeria","NGA","202397630464.0","107948336","138.83","23.11","1.06","0.051","10.066","22.239","0.0","0.0009999999999976694","33.417","0.17","0.0","0.24","0.24","0.0","0.14"
"1996","Nigeria","NGA","215950344192.0","110668784","146.6","26.42","1.035","0.022","10.201","25.531","0.0","7.105427357601002e-15","36.789","0.16","0.0","0.23","0.27","0.0","0.15"
"1997","Nigeria","NGA","227883171840.0","113457664","138.05","26.71","1.024","0.026","10.666","29.294","0.0","0.0","41.009","0.16","0.0","0.24","0.3","0.0","0.17"
"1998","Nigeria","NGA","239844507648.0","116319768","128.94","28.71","1.095","0.033","11.029","25.589","0.0","7.105427357601002e-15","37.746","0.17","0.0","0.25","0.26","0.0","0.16"
"1999","Nigeria","NGA","247535173632.0","119260056","118.49","28.56","1.012","0.044","11.608","26.923","0.0","7.105427357601002e-15","39.587","0.15","0.0","0.25","0.27","0.0","0.16"
"2000","Nigeria","NGA","268133056512.0","122283848","118.44","29.25","1.011","0.007","13.179","31.54","33.086","0.0","78.823","0.14","0.0","0.28","0.31","12.27","0.31"
"2001","Nigeria","NGA","293371871232.0","125394048","112.19","26.87","0.966","0.007","11.608","37.204","36.933","0.0010000000000047748","86.719","0.13","0.0","0.24","0.36","13.59","0.34"
"2002","Nigeria","NGA","344837226496.0","128596080","105.78","27.15","0.842","0.114","11.889","37.573","43.886","0.0","94.304","0.11","0.0","0.24","0.36","15.3","0.36"
"2003","Nigeria","NGA","387286171648.0","131900640","115.07","28.37","0.919","0.062","20.097","34.203","44.726","0.000999999999990564","100.008","0.11","0.0","0.39","0.32","15.51","0.37"
"2004","Nigeria","NGA","438818996224.0","135320416","117.46","28.35","0.915","0.022","20.507","30.847","46.394","0.0","98.685","0.1","0.0","0.39","0.28","14.91","0.34"
"2005","Nigeria","NGA","481805860864.0","138865008","119.6","30.66","1.07","0.022","20.631","39.793","44.241","0.000999999999990564","105.758","0.11","0.0","0.38","0.36","13.32","0.36"
"2006","Nigeria","NGA","527646261248.0","142538320","117.14","30.4","1.296","0.022","21.618","31.979","42.894","0.0","97.809","0.12","0.0","0.39","0.29","12.86","0.32"
"2007","Nigeria","NGA","581024743424.0","146339968","115.45","29.85","1.82","0.062","22.233","27.26","42.894","0.000999999999990564","94.27","0.16","0.0","0.39","0.24","12.31","0.3"
"2008","Nigeria","NGA","638942773248.0","150269632","114.32","30.59","3.846","0.084","20.654","33.5","36.688","0.0","94.772","0.34","0.0","0.35","0.3","10.12","0.3"
"2009","Nigeria","NGA","709980389376.0","154324944","110.69","29.92","3.851","0.092","18.053","27.253","25.637","0.0","74.885","0.33","0.0","0.31","0.25","6.98","0.24"
"2010","Nigeria","NGA","810068017152.0","158503200","119.51","32.32","3.856","0.103","20.196","58.741","29.418","0.0","112.314","0.31","0.0","0.33","0.52","8.01","0.34"
"2011","Nigeria","NGA","871190888448.0","162805072","122.94","33.31","4.59","0.084","28.003","69.442","27.45","0.0","129.569","0.34","0.0","0.44","0.61","7.75","0.38"
"2012","Nigeria","NGA","909649182720.0","167228800","123.87","34.45","6.118","0.128","28.872","55.858","25.355","1.4210854715202004e-14","116.331","0.44","0.0","0.44","0.49","6.96","0.33"
"2013","Nigeria","NGA","959938887680.0","171765808","122.65","35.52","7.785","0.117","28.63","62.268","23.299","0.0","122.098","0.54","0.0","0.44","0.54","6.3","0.35"
"2014","Nigeria","NGA","1021285564416.0","176404944","124.07","36.02","7.75","0.121","32.676","66.623","20.654","0.0","127.823","0.52","0.0","0.49","0.57","5.41","0.36"
"2015","Nigeria","NGA","1048704581632.0","181137456","124.08","36.11","8.137","0.125","32.448","54.125","18.635","0.0","113.47","0.57","0.0","0.48","0.46","5.0","0.32"
"2016","Nigeria","NGA","1032469807104.0","185960256","127.52","38.69","8.525","0.121","30.881","60.557","15.737","0.0","115.821","0.58","0.0","0.44","0.51","4.06","0.33"
"2017","Nigeria","NGA","1040791502848.0","190873248","131.59","39.81","7.362","0.121","32.415","58.488","15.656","0.0010000000000189857","114.043","0.49","0.0","0.46","0.48","3.7","0.32"
"2018","Nigeria","NGA","1060805935104.0","195874688","134.28","40.09","8.137","0.125","36.208","68.11","15.348","0.0","127.928","0.52","0.0","0.49","0.56","3.72","0.35"
"1992","North Macedonia","MKD","15098989568.0","1988659","2.37","0.68","0.213","7.617","0.0","3.155","0.0","0.0","10.985","0.04","0.09","0.0","0.03","0.0","0.05"
"1993","North Macedonia","MKD","14032408576.0","1984024","2.38","0.73","0.205","7.574","0.0","2.344","0.0","0.0010000000000012221","10.124","0.04","0.09","0.0","0.03","0.0","0.04"
"1994","North Macedonia","MKD","13843362816.0","1981713","2.31","0.98","0.198","7.903","0.0","2.433","0.0","1.7763568394002505e-15","10.534","0.03","0.09","0.0","0.03","0.0","0.05"
"1995","North Macedonia","MKD","13754777600.0","1983259","2.34","0.94","0.213","8.141","0.0","2.283","0.0","1.7763568394002505e-15","10.637","0.03","0.09","0.0","0.02","0.0","0.05"
"1996","North Macedonia","MKD","13985296384.0","1989441","2.34","0.94","0.198","7.915","0.0","3.571","0.0","0.0","11.684","0.03","0.09","0.0","0.04","0.0","0.05"
"1997","North Macedonia","MKD","14249369600.0","1999588","2.32","0.87","0.202","7.398","0.0","2.979","0.0","0.0","10.578","0.03","0.08","0.0","0.03","0.0","0.04"
"1998","North Macedonia","MKD","14789551104.0","2012052","2.28","0.8","0.187","9.61","0.04","2.734","0.0","0.0","12.571","0.03","0.11","0.0","0.03","0.0","0.05"
"1999","North Macedonia","MKD","15508166656.0","2024393","2.18","0.74","0.212","8.692","0.077","2.685","0.0","0.0","11.666","0.03","0.1","0.0","0.03","0.0","0.05"
