"id","impact.gap","impact.magnitude","impact.significance","location.depth","location.distance","location.full","location.latitude","location.longitude","location.name","time.day","time.epoch","time.full","time.hour","time.minute","time.month","time.second","time.year"
"nn00555344","288.75","0.1","0","13.4","0.163","30km SSW of Hawthorne, Nevada","38.2606","-118.712","Nevada","7","1470573018319","2016-08-07 08:30:18","8","30","8","18","2016"
"ci37437935","81.0","0.56","5","16.45","0.1353","15km S of Julian, CA","32.9483333","-116.6311667","California","7","1470573055130","2016-08-07 08:30:55","8","30","8","55","2016"
"nc72671680","76.0","1.1","19","8.12","0.02678","20km NE of Soledad, California","36.5595","-121.1628333","California","7","1470574019280","2016-08-07 08:46:59","8","46","8","59","2016"
"ci37437943","69.0","0.59","5","8.07","0.02821","14km S of Big Bear Lake, CA","34.1198333","-116.9233333","California","7","1470574475090","2016-08-07 08:54:35","8","54","8","35","2016"
"ci37381381","250.0","0.19","1","15.21","0.1914","6km SW of Banning, CA","33.8888333","-116.9243333","California","7","1470575147680","2016-08-07 09:05:47","9","5","8","47","2016"
"ci37437951","207.0","0.47","3","9.1","0.1557","8km NNE of San Jacinto, CA","33.8553333","-116.9393333","California","7","1470575168930","2016-08-07 09:06:08","9","6","8","8","2016"
"ci37381373","91.0","0.68","7","5.56","0.01824","3km W of Borrego Springs, CA","33.2526667","-116.4056667","California","7","1470575184350","2016-08-07 09:06:24","9","6","8","24","2016"
"nc72671690","210.0","0.33","2","-1.18","0.04736","9km SSE of Mammoth Lakes, California","37.5698333","-118.9423333","California","7","1470575344630","2016-08-07 09:09:04","9","9","8","4","2016"
"us10006bxy","0.0","4.3","284","103.9","0.0","71km ENE of Diego de Almagro, Chile","-26.105","-69.396","Chile","7","1470575570000","2016-08-07 09:12:50","9","12","8","50","2016"
"ci37437959","37.0","1.38","29","16.81","0.07286","11km NNE of Cabazon, CA","34.006","-116.7265","California","7","1470575773930","2016-08-07 09:16:13","9","16","8","13","2016"
"nc72671695","96.0","1.84","52","20.49","0.09518","6km WSW of Kettleman City, California","35.9918333","-120.0288333","California","7","1470575901730","2016-08-07 09:18:21","9","18","8","21","2016"
"ak13834548","0.0","2.1","68","104.9","0.0","8km S of Little Sitkin Island, Alaska","51.8737","178.5231","Alaska","7","1470575942000","2016-08-07 09:19:02","9","19","8","2","2016"
"ak13834549","0.0","2.8","121","30.6","0.0","104km S of Homer, Alaska","58.7101","-151.4016","Alaska","7","1470576054000","2016-08-07 09:20:54","9","20","8","54","2016"
"nn00555170","136.92","0.8","10","10.9","0.048","30km SE of Janesville, California","40.1339","-120.2388","California","7","1470576276122","2016-08-07 09:24:36","9","24","8","36","2016"
"nn00555173","185.02","0.8","10","7.7","0.139","4km WNW of Greenville, California","40.1522","-121.0001","California","7","1470577366962","2016-08-07 09:42:46","9","42","8","46","2016"
"nn00555172","200.43","0.2","1","12.1","0.189","32km SSW of Hawthorne, Nevada","38.2509","-118.7574","Nevada","7","1470578108956","2016-08-07 09:55:08","9","55","8","8","2016"
"nn00555174","242.21","0.1","0","12.4","0.067","31km ESE of Janesville, California","40.1446","-120.2184","California","7","1470578109277","2016-08-07 09:55:09","9","55","8","9","2016"
"ak13834553","169.199986464","1.9","56","30.4","0.0","27km W of Nikolski, Alaska","52.9685","-169.2758","Alaska","7","1470578149000","2016-08-07 09:55:49","9","55","8","49","2016"
"nn00555182","144.91","0.3","1","11.3","0.192","31km SSW of Hawthorne, Nevada","38.2556","-118.7485","Nevada","7","1470578221277","2016-08-07 09:57:01","9","57","8","1","2016"
"us10006by3","83.0","5.0","385","49.01","1.989","70km SSE of Biha, Indonesia","-5.9548","104.1652","Indonesia","7","1470578560070","2016-08-07 10:02:40","10","2","8","40","2016"
"nn00555171","80.56","0.3","1","5.7","0.096","14km N of Incline Village, Nevada","39.3775","-119.9792","Nevada","7","1470578689885","2016-08-07 10:04:49","10","4","8","49","2016"
"nc72671720","43.0","0.66","7","2.05","0.009356","5km W of Cobb, California","38.8225","-122.7826667","California","7","1470578709900","2016-08-07 10:05:09","10","5","8","9","2016"
"nn00555341","293.37","0.1","0","10.8","0.196","31km SSW of Hawthorne, Nevada","38.2614","-118.7539","Nevada","7","1470578807659","2016-08-07 10:06:47","10","6","8","47","2016"
"nn00555132","142.71","0.6","6","12.9","0.176","31km SSW of Hawthorne, Nevada","38.2535","-118.7293","Nevada","7","1470578962757","2016-08-07 10:09:22","10","9","8","22","2016"
"nn00555342","295.19","0.4","2","7.7","0.206","31km SSW of Hawthorne, Nevada","38.2592","-118.7664","Nevada","7","1470578995898","2016-08-07 10:09:55","10","9","8","55","2016"
"ak13834555","0.0","2.3","81","22.2","0.0","105km SE of Cold Bay, Alaska","54.4496","-161.692","Alaska","7","1470579076000","2016-08-07 10:11:16","10","11","8","16","2016"
"us10006by4","137.0","4.7","340","10.0","8.858","East of the Kuril Islands","46.9228","155.7028","East of the Kuril Islands","7","1470579139400","2016-08-07 10:12:19","10","12","8","19","2016"
"ak13847396","255.599979552","1.4","30","42.6","0.0","94km ESE of Adak, Alaska","51.4418","-175.4906","Alaska","7","1470579160000","2016-08-07 10:12:40","10","12","8","40","2016"
"ci37437983","68.0","0.49","4","5.75","0.1423","17km ESE of Julian, CA","33.0346667","-116.4276667","California","7","1470580659110","2016-08-07 10:37:39","10","37","8","39","2016"
"ak13834704","190.799984736","1.9","56","12.3","0.0","37km S of Tanaga Volcano, Alaska","51.5445","-178.1565","Alaska","7","1470580703000","2016-08-07 10:38:23","10","38","8","23","2016"
"ci37437991","58.0","1.17","21","14.53","0.06739","8km NE of Julian, CA","33.123","-116.5346667","California","7","1470580957670","2016-08-07 10:42:37","10","42","8","37","2016"
"uw61191481","72.0","1.86","53","8.25","0.03168","22km SW of La Pine, Oregon","43.5281667","-121.7046667","Oregon","7","1470581172270","2016-08-07 10:46:12","10","46","8","12","2016"
"nn00555184","154.55","0.8","10","10.2","0.208","19km NW of Hawthorne, Nevada","38.6466","-118.7874","Nevada","7","1470581417716","2016-08-07 10:50:17","10","50","8","17","2016"
"ci37437999","149.0","0.93","13","5.43","0.1689","12km NE of Ocotillo Wells, CA","33.2246667","-116.0561667","California","7","1470581441860","2016-08-07 10:50:41","10","50","8","41","2016"
"nc72671730","124.0","1.18","21","4.57","0.2079","8km ESE of Chester, California","40.2913333","-121.1885","California","7","1470581545690","2016-08-07 10:52:25","10","52","8","25","2016"
"nn00555176","231.3","0.2","1","10.8","0.046","30km SE of Janesville, California","40.1254","-120.2366","California","7","1470581961993","2016-08-07 10:59:21","10","59","8","21","2016"
"ak13847398","298.799976096","2.0","62","25.1","0.0","151km S of Atka, Alaska","50.8553","-173.8211","Alaska","7","1470583040000","2016-08-07 11:17:20","11","17","8","20","2016"
"ak13834709","0.0","2.4","89","87.1","0.0","68km NNW of Talkeetna, Alaska","62.8472","-150.793","Alaska","7","1470583341000","2016-08-07 11:22:21","11","22","8","21","2016"
"ci37438015","164.0","0.3","1","9.72","0.04054","14km ESE of Anza, CA","33.517","-116.5351667","California","7","1470583406640","2016-08-07 11:23:26","11","23","8","26","2016"
"nc72671740","74.0","1.02","16","1.61","0.01103","9km WNW of The Geysers, California","38.8219986","-122.8446655","California","7","1470583463730","2016-08-07 11:24:23","11","24","8","23","2016"
"pr16220007","327.6","1.9","56","24.0","0.22727377","18km SSW of Pole Ojea, Puerto Rico","17.8257","-67.2571","Puerto Rico","7","1470583842300","2016-08-07 11:30:42","11","30","8","42","2016"
"ak13834861","0.0","1.6","39","7.3","0.0","61km NNE of Yakutat, Alaska","60.0772","-139.4052","Alaska","7","1470584580000","2016-08-07 11:43:00","11","43","8","0","2016"
"nc72671745","81.0","1.4","30","2.6","0.009117","6km NW of The Geysers, California","38.8133333","-122.819","California","7","1470585275380","2016-08-07 11:54:35","11","54","8","35","2016"
"ak13834865","0.0","1.5","35","0.8","0.0","53km SSW of Redoubt Volcano, Alaska","60.0357","-153.0566","Alaska","7","1470585760000","2016-08-07 12:02:40","12","2","8","40","2016"
"us10006byl","138.0","4.1","259","41.83","1.43","76km WNW of Polis, Cyprus","35.2351","31.6188","Cyprus","7","1470586098390","2016-08-07 12:08:18","12","8","8","18","2016"
"nn00555141","61.43","1.4","30","5.7","0.189","30km SSW of Hawthorne, Nevada","38.2686","-118.7581","Nevada","7","1470586339087","2016-08-07 12:12:19","12","12","8","19","2016"
"ak13834870","0.0","1.7","44","20.0","0.0","40km NNE of Sterling, Alaska","60.8805","-150.5419","Alaska","7","1470586736000","2016-08-07 12:18:56","12","18","8","56","2016"
"ci37438079","124.0","0.47","3","10.33","0.05602","15km ESE of Anza, CA","33.5015","-116.5258333","California","7","1470586749530","2016-08-07 12:19:09","12","19","8","9","2016"
"nn00555188","296.63","0.1","0","11.9","0.197","32km SSW of Hawthorne, Nevada","38.2481","-118.7557","Nevada","7","1470586929980","2016-08-07 12:22:09","12","22","8","9","2016"
"nn00555189","296.58","0.2","1","8.9","0.209","32km SSW of Hawthorne, Nevada","38.255","-118.7711","Nevada","7","1470587008861","2016-08-07 12:23:28","12","23","8","28","2016"
"uw61191576","173.0","1.38","29","8.36","0.02968","22km SW of La Pine, Oregon","43.5301667","-121.7048333","Oregon","7","1470587069950","2016-08-07 12:24:29","12","24","8","29","2016"
"nc72671755","76.0","1.43","31","8.55","0.04129","22km NNE of Soledad, California","36.6085","-121.22","California","7","1470587223520","2016-08-07 12:27:03","12","27","8","3","2016"
"ak13834871","0.0","1.7","44","83.7","0.0","83km WSW of Talkeetna, Alaska","62.0389","-151.5928","Alaska","7","1470587248000","2016-08-07 12:27:28","12","27","8","28","2016"
"ci37438103","115.0","0.98","15","1.34","0.09606","40km E of Olancha, CA","36.2316667","-117.56","California","7","1470587485920","2016-08-07 12:31:25","12","31","8","25","2016"
"us10006byr","136.0","4.5","312","10.0","8.91","30km NNW of Vanimo, Papua New Guinea","-2.4442","141.1566","Papua New Guinea","7","1470588045710","2016-08-07 12:40:45","12","40","8","45","2016"
"nn00555178","214.31","0.1","0","14.4","0.223","24km W of Cold Springs, Nevada","39.6555","-120.2661","Nevada","7","1470588719714","2016-08-07 12:51:59","12","51","8","59","2016"
"ci37438111","192.0","1.43","31","8.94","0.02939","16km WNW of Progreso, B.C., MX","32.6283333","-115.7508333","Mexico","7","1470589468340","2016-08-07 13:04:28","13","4","8","28","2016"
"ak13847405","53.99999568","1.9","56","123.4","0.0","92km SSE of Old Iliamna, Alaska","59.0252","-154.1312","Alaska","7","1470589815000","2016-08-07 13:10:15","13","10","8","15","2016"
"nn00555191","291.14","0.1","0","10.4","0.17","30km SSW of Hawthorne, Nevada","38.2561","-118.7214","Nevada","7","1470590036477","2016-08-07 13:13:56","13","13","8","56","2016"
"pr16220008","241.2","2.4","89","11.0","0.71056739","53km NNE of San Juan, Puerto Rico","18.9255","-65.944","Puerto Rico","7","1470590183500","2016-08-07 13:16:23","13","16","8","23","2016"
"ak13834873","0.0","1.7","44","111.3","0.0","80km WSW of Cantwell, Alaska","63.1636","-150.4637","Alaska","7","1470590218000","2016-08-07 13:16:58","13","16","8","58","2016"
"nc72671765","112.0","0.27","1","2.77","0.005178","7km WNW of The Geysers, California","38.8136667","-122.8266667","California","7","1470590252520","2016-08-07 13:17:32","13","17","8","32","2016"
"ak13847407","86.399993088","1.1","19","9.3","0.0","63km NE of Chitina, Alaska","61.9738","-143.7119","Alaska","7","1470590544000","2016-08-07 13:22:24","13","22","8","24","2016"
"nn00555148","208.01","1.1","19","6.0","0.103","63km ESE of Lakeview, Oregon","41.9481","-119.6526","Oregon","7","1470590828338","2016-08-07 13:27:08","13","27","8","8","2016"
"ak13834876","43.199996544","1.6","39","1.0","0.0","8km S of Circle Hot Springs Station, Alaska","65.3952","-144.6804","Alaska","7","1470590839000","2016-08-07 13:27:19","13","27","8","19","2016"
"us10006byt","149.0","4.4","298","62.02","1.1","3km NNW of Iztapa, Guatemala","13.9618","-90.7179","Guatemala","7","1470591034370","2016-08-07 13:30:34","13","30","8","34","2016"
"nc72671780","134.0","0.85","11","1.84","0.009903","12km ENE of Cloverdale, California","38.8378334","-122.8809967","California","7","1470591551660","2016-08-07 13:39:11","13","39","8","11","2016"
"ak13835023","57.599995392","1.4","30","10.0","0.0","57km SSW of Cantwell, Alaska","62.8953","-149.2791","Alaska","7","1470591582000","2016-08-07 13:39:42","13","39","8","42","2016"
"ci37438135","35.0","1.19","22","9.78","0.08351","15km NNW of Ocotillo Wells, CA","33.2633333","-116.2005","California","7","1470591654880","2016-08-07 13:40:54","13","40","8","54","2016"
"nn00555179","183.7","0.9","12","10.5","0.287","28km E of Fallon, Nevada","39.4328","-118.4552","Nevada","7","1470591885504","2016-08-07 13:44:45","13","44","8","45","2016"
"ak13847410","259.199979264","1.8","50","49.3","0.0","64km S of Semisopochnoi Island, Alaska","51.3745","179.4784","Alaska","7","1470591928000","2016-08-07 13:45:28","13","45","8","28","2016"
"nn00555151","61.12","1.6","39","6.3","0.195","31km SSW of Hawthorne, Nevada","38.2614","-118.7521","Nevada","7","1470592104018","2016-08-07 13:48:24","13","48","8","24","2016"
"nn00555192","83.09","0.9","12","7.0","0.192","31km SSW of Hawthorne, Nevada","38.2621","-118.7493","Nevada","7","1470592159600","2016-08-07 13:49:19","13","49","8","19","2016"
"ci37438143","48.0","1.44","32","12.69","0.02863","6km NE of Anza, CA","33.595","-116.625","California","7","1470592514370","2016-08-07 13:55:14","13","55","8","14","2016"
"us10006byy","73.0","4.8","354","19.66","1.499","147km ENE of Santa Cruz das Flores, Portugal","39.8715","-29.4879","Portugal","7","1470593081940","2016-08-07 14:04:41","14","4","8","41","2016"
"ak13847411","89.999992800001","1.7","44","6.1","0.0","66km SE of Whittier, Alaska","60.3962","-147.7496","Alaska","7","1470593435000","2016-08-07 14:10:35","14","10","8","35","2016"
"ci37438151","66.0","0.82","10","11.35","0.09968","6km N of Yucca Valley, CA","34.164","-116.4283333","California","7","1470593947380","2016-08-07 14:19:07","14","19","8","7","2016"
"ak13847412","212.399983008","1.7","44","26.6","0.0","77km E of Akutan, Alaska","54.2514","-164.6045","Alaska","7","1470594081000","2016-08-07 14:21:21","14","21","8","21","2016"
"nn00555180","151.54","0.4","2","14.6","0.211","29km S of Portola, California","39.5496","-120.4128","California","7","1470595042541","2016-08-07 14:37:22","14","37","8","22","2016"
"nn00555194","206.96","1.1","19","16.1","0.445","38km ESE of Goldfield, Nevada","37.6222","-116.8155","Nevada","7","1470595054747","2016-08-07 14:37:34","14","37","8","34","2016"
"nc72671815","244.0","0.7","8","5.16","0.009477","10km WSW of Mammoth Lakes, California","37.6238333","-119.0848333","California","7","1470595918820","2016-08-07 14:51:58","14","51","8","58","2016"
"ci37438175","90.0","0.64","6","4.84","0.01648","3km W of Borrego Springs, CA","33.2535","-116.4081667","California","7","1470596076510","2016-08-07 14:54:36","14","54","8","36","2016"
"nc72671820","48.0","1.65","42","11.42","0.08189","3km ENE of Alameda, California","37.7766667","-122.1986667","California","7","1470596562780","2016-08-07 15:02:42","15","2","8","42","2016"
"ak13835176","61.199995104","1.8","50","101.2","0.0","60km W of Anchor Point, Alaska","59.8773","-152.8944","Alaska","7","1470596845000","2016-08-07 15:07:25","15","7","8","25","2016"
"nc72671825","129.0","0.87","12","7.72","0.03603","27km ENE of Soledad, California","36.5505","-121.0678333","California","7","1470596885090","2016-08-07 15:08:05","15","8","8","5","2016"
"ci37438223","261.0","1.09","18","14.22","0.2125","17km NNW of Fillmore, CA","34.5436667","-118.9863333","California","7","1470597452270","2016-08-07 15:17:32","15","17","8","32","2016"
"nn00555195","297.23","0.3","1","11.6","0.21","32km SSW of Hawthorne, Nevada","38.2524","-118.7722","Nevada","7","1470597509576","2016-08-07 15:18:29","15","18","8","29","2016"
"nn00555347","0.0","0.1","0","8.3","0.0","56km ENE of Beatty, Nevada","37.1656","-116.215","Nevada","7","1470597762093","2016-08-07 15:22:42","15","22","8","42","2016"
"ci37438247","58.0","1.52","36","9.6","0.1259","8km SE of Big Bear City, CA","34.2155","-116.7796667","California","7","1470597820800","2016-08-07 15:23:40","15","23","8","40","2016"
"ak13835178","25.199997984","1.7","44","96.9","0.0","69km WSW of Cantwell, Alaska","63.1395","-150.2223","Alaska","7","1470597842000","2016-08-07 15:24:02","15","24","8","2","2016"
"nn00555165","134.59","0.7","8","5.0","0.193","30km SSW of Hawthorne, Nevada","38.2699","-118.7497","Nevada","7","1470597928197","2016-08-07 15:25:28","15","25","8","28","2016"
"ak13835181","32.399997408","1.5","35","7.1","0.0","54km W of Cantwell, Alaska","63.4227","-150.0452","Alaska","7","1470598100000","2016-08-07 15:28:20","15","28","8","20","2016"
"ak13847416","93.599992512001","1.3","26","23.1","0.0","32km NW of Valdez, Alaska","61.317","-146.8092","Alaska","7","1470598706000","2016-08-07 15:38:26","15","38","8","26","2016"
"nc72671835","239.0","0.86","11","0.74","0.1143","21km SSE of Mammoth Lakes, California","37.4775","-118.8556667","California","7","1470598797570","2016-08-07 15:39:57","15","39","8","57","2016"
"ak13847417","284.399977248","1.8","50","9.9","0.0","67km SE of Adak, Alaska","51.3897","-176.0867","Alaska","7","1470598878000","2016-08-07 15:41:18","15","41","8","18","2016"
"nc72671840","53.0","0.7","8","2.53","0.005241","12km ENE of Cloverdale, California","38.84","-122.8753333","California","7","1470598962310","2016-08-07 15:42:42","15","42","8","42","2016"
"nc72671845","129.0","1.01","16","2.8","0.002272","6km NW of The Geysers, California","38.8233337","-122.8071671","California","7","1470599122250","2016-08-07 15:45:22","15","45","8","22","2016"
"ci37438263","79.0","0.57","5","9.18","0.05768","14km ESE of Anza, CA","33.5045","-116.5341667","California","7","1470599729840","2016-08-07 15:55:29","15","55","8","29","2016"
"ak13835334","255.599979552","1.8","50","2.0","0.0","25km S of Atka, Alaska","51.9713","-174.1974","Alaska","7","1470600345000","2016-08-07 16:05:45","16","5","8","45","2016"
"ak13835335","35.99999712","2.0","62","9.0","0.0","52km NNE of Nikiski, Alaska","61.1176","-150.9037","Alaska","7","1470600514000","2016-08-07 16:08:34","16","8","8","34","2016"
"nn00555168","82.3","1.2","22","10.5","0.181","29km SSW of Hawthorne, Nevada","38.2695","-118.7335","Nevada","7","1470600645547","2016-08-07 16:10:45","16","10","8","45","2016"
"ak13835339","61.199995104","1.6","39","7.2","0.0","50km WNW of Haines Junction, Canada","60.88","-138.4052","Canada","7","1470600815000","2016-08-07 16:13:35","16","13","8","35","2016"
"ak13847421","190.799984736","2.5","96","161.6","0.0","39km N of Akutan, Alaska","54.4923","-165.754","Alaska","7","1470601210000","2016-08-07 16:20:10","16","20","8","10","2016"
"ak13835340","118.799990496","0.9","12","1.9","0.0","9km SSW of Circle Hot Springs Station, Alaska","65.3883","-144.7489","Alaska","7","1470601816000","2016-08-07 16:30:16","16","30","8","16","2016"
"ci37438311","78.0","0.3","1","8.64","0.05125","14km ESE of Anza, CA","33.5063333","-116.5366667","California","7","1470602208950","2016-08-07 16:36:48","16","36","8","48","2016"
"nc72671860","109.0","0.25","1","2.22","0.007942","7km NW of The Geysers, California","38.8211667","-122.8198333","California","7","1470602564270","2016-08-07 16:42:44","16","42","8","44","2016"
"ak13835343","215.99998272","2.5","96","25.4","0.0","18km SW of Amatignak Island, Alaska","51.1374","-179.2769","Alaska","7","1470602712000","2016-08-07 16:45:12","16","45","8","12","2016"
"uw61191621","160.0","0.82","10","10.78","0.1184","22km WNW of Packwood, Washington","46.6743333","-121.9411667","Washington","7","1470603396340","2016-08-07 16:56:36","16","56","8","36","2016"
"ci37438319","105.0","1.18","21","10.93","0.07817","4km WSW of Imperial, CA","32.8371667","-115.6138333","California","7","1470603617580","2016-08-07 17:00:17","17","0","8","17","2016"
"ak13847424","93.599992512001","2.0","62","98.2","0.0","86km WSW of Anchor Point, Alaska","59.5093","-153.2788","Alaska","7","1470603812000","2016-08-07 17:03:32","17","3","8","32","2016"
"ak13835344","118.799990496","1.4","30","1.0","0.0","90km S of Kaktovik, Alaska","69.3298","-144.0389","Alaska","7","1470604033000","2016-08-07 17:07:13","17","7","8","13","2016"
"ak13847426","295.199976384","1.0","15","30.4","0.0","56km SE of Adak, Alaska","51.5638","-176.0213","Alaska","7","1470604180000","2016-08-07 17:09:40","17","9","8","40","2016"
"ismpkansas70200663","123.0","1.96","59","6.26","0.07401","16km S of Anthony, Kansas","37.0031667","-98.0351667","Kansas","7","1470604614150","2016-08-07 17:16:54","17","16","8","54","2016"
"ak13847427","298.799976096","1.2","22","32.7","0.0","58km SE of Adak, Alaska","51.5338","-176.022","Alaska","7","1470604645000","2016-08-07 17:17:25","17","17","8","25","2016"
"nc72671870","131.0","0.81","10","2.08","0.001892","10km WNW of The Geysers, California","38.8271675","-122.8544998","California","7","1470604751120","2016-08-07 17:19:11","17","19","8","11","2016"
"ak13835346","25.199997984","2.9","129","6.2","0.0","6km S of Circle Hot Springs Station, Alaska","65.4149","-144.6867","Alaska","7","1470604776000","2016-08-07 17:19:36","17","19","8","36","2016"
"us10006bzd","98.0","5.1","400","10.0","29.059","Pacific-Antarctic Ridge","-54.0894","-132.9009","Pacific-Antarctic Ridge","7","1470604866950","2016-08-07 17:21:06","17","21","8","6","2016"
"ak13835355","43.199996544","2.3","81","0.4","0.0","8km S of Circle Hot Springs Station, Alaska","65.3982","-144.6628","Alaska","7","1470605180000","2016-08-07 17:26:20","17","26","8","20","2016"
"nc72671880","81.0","1.22","23","5.06","0.06809","24km SSE of King City, California","36.0273333","-120.9731667","California","7","1470605622290","2016-08-07 17:33:42","17","33","8","42","2016"
"ak13835358","68.399994528","1.0","15","8.2","0.0","3km SSE of Circle Hot Springs Station, Alaska","65.4416","-144.6736","Alaska","7","1470605747000","2016-08-07 17:35:47","17","35","8","47","2016"
"hv61367151","151.0","1.75","47","35.925","0.05807","1km SE of Pahala, Hawaii","19.1961667","-155.4715","Hawaii","7","1470606244970","2016-08-07 17:44:04","17","44","8","4","2016"
"nn00555196","187.61","0.5","4","11.5","0.195","31km SSW of Hawthorne, Nevada","38.2554","-118.7533","Nevada","7","1470606829219","2016-08-07 17:53:49","17","53","8","49","2016"
"ci37438343","27.0","1.43","31","13.03","0.1237","2km ENE of Loma Linda, CA","34.0551667","-117.2461667","California","7","1470607199250","2016-08-07 17:59:59","17","59","8","59","2016"
"ak13835511","208.799983296","2.0","62","25.6","0.0","5km WNW of Amatignak Island, Alaska","51.2834","-179.1731","Alaska","7","1470607216000","2016-08-07 18:00:16","18","0","8","16","2016"
"nn00555353","289.13","0.5","4","6.1","0.184","72km W of Alamo, Nevada","37.3581","-115.9775","Nevada","7","1470607302428","2016-08-07 18:01:42","18","1","8","42","2016"
"ci37438351","33.0","1.27","25","13.47","0.09551","2km ENE of Loma Linda, CA","34.0545","-117.2421667","California","7","1470607475140","2016-08-07 18:04:35","18","4","8","35","2016"
"ak13847432","122.399990208","1.7","44","61.2","0.0","53km NNW of Kodiak Station, Alaska","58.2184","-152.9191","Alaska","7","1470607578000","2016-08-07 18:06:18","18","6","8","18","2016"
"ci37438359","76.0","0.74","8","9.04","0.02782","21km ESE of Anza, CA","33.5078333","-116.4533333","California","7","1470607685190","2016-08-07 18:08:05","18","8","8","5","2016"
"nn00555268","286.74","0.2","1","12.4","0.164","29km SSW of Hawthorne, Nevada","38.2674","-118.712","Nevada","7","1470607798679","2016-08-07 18:09:58","18","9","8","58","2016"
"ak13847433","244.799980416","1.8","50","60.8","0.0","45km S of Little Sitkin Island, Alaska","51.5377","178.5689","Alaska","7","1470609005000","2016-08-07 18:30:05","18","30","8","5","2016"
"ak13835514","93.599992512001","1.4","30","13.7","0.0","90km NNW of Yakutat, Alaska","60.3294","-140.1499","Alaska","7","1470609099000","2016-08-07 18:31:39","18","31","8","39","2016"
"ci37438375","126.0","0.66","7","9.12","0.04801","22km SSW of La Quinta, CA","33.4785","-116.405","California","7","1470609134520","2016-08-07 18:32:14","18","32","8","14","2016"
"nc72671890","106.0","0.94","14","1.63","0.005068","9km WNW of Cobb, California","38.8408318","-122.8296661","California","7","1470609148080","2016-08-07 18:32:28","18","32","8","28","2016"
"ci37438367","104.0","0.93","13","7.57","0.1091","28km E of Coso Junction, CA","36.068","-117.6413333","California","7","1470609308470","2016-08-07 18:35:08","18","35","8","8","2016"
"nc72671895","128.0","0.67","7","1.23","0.004048","9km WNW of Cobb, California","38.8390007","-122.8303299","California","7","1470609470930","2016-08-07 18:37:50","18","37","8","50","2016"
"ci37438399","18.0","2.48","96","12.54","0.01277","5km WSW of Norco, CA","33.9173333","-117.604","California","7","1470609749360","2016-08-07 18:42:29","18","42","8","29","2016"
"ci37438463","30.0","1.74","47","13.0","0.1129","3km ENE of Colton, CA","34.08","-117.2813333","California","7","1470611408690","2016-08-07 19:10:08","19","10","8","8","2016"
"ak13835515","79.199993664001","1.1","19","0.0","0.0","21km NNE of Badger, Alaska","64.9806","-147.3609","Alaska","7","1470611500000","2016-08-07 19:11:40","19","11","8","40","2016"
"us10006clx","135.0","4.2","271","195.34","3.416","52km WSW of Agrihan, Northern Mariana Islands","18.6285","145.1944","Northern Mariana Islands","7","1470611606460","2016-08-07 19:13:26","19","13","8","26","2016"
"ak13835516","46.799996256","1.7","44","6.2","0.0","53km ENE of Cantwell, Alaska","63.5671","-147.9412","Alaska","7","1470611671000","2016-08-07 19:14:31","19","14","8","31","2016"
"ak13835519","86.399993088","1.2","22","12.4","0.0","47km ENE of Cantwell, Alaska","63.543","-148.0646","Alaska","7","1470612135000","2016-08-07 19:22:15","19","22","8","15","2016"
"nc72671915","78.0","0.88","12","-0.79","0.009119","7km W of Cobb, California","38.8320007","-122.8061676","California","7","1470612252350","2016-08-07 19:24:12","19","24","8","12","2016"
"ak13847438","133.199989344","2.0","62","75.2","0.0","134km WSW of Larsen Bay, Alaska","57.1822","-156.1079","Alaska","7","1470612300000","2016-08-07 19:25:00","19","25","8","0","2016"
"us10006bzr","44.0","2.7","116","6.278","0.0","7km N of Spencer, Oklahoma","35.5924","-97.3913","Oklahoma","7","1470612911400","2016-08-07 19:35:11","19","35","8","11","2016"
"ci37438479","62.0","1.38","29","6.83","0.1073","13km W of Ludlow, CA","34.7253333","-116.302","California","7","1470613054360","2016-08-07 19:37:34","19","37","8","34","2016"
"ci37438487","65.0","0.75","9","8.79","0.05204","14km ESE of Anza, CA","33.5053333","-116.5325","California","7","1470613291540","2016-08-07 19:41:31","19","41","8","31","2016"
"us10006bzs","67.0","4.6","326","78.96","6.74","21km NW of Binabalian Ricor, Philippines","16.5717","119.7958","Philippines","7","1470613427250","2016-08-07 19:43:47","19","43","8","47","2016"
"ismpkansas70200668","102.0","1.88","54","4.89","0.06507","6km ENE of Caldwell, Kansas","37.0555","-97.5393333","Kansas","7","1470613774760","2016-08-07 19:49:34","19","49","8","34","2016"
"nn00555270","295.76","0.1","0","12.5","0.192","32km SSW of Hawthorne, Nevada","38.2494","-118.7497","Nevada","7","1470614071538","2016-08-07 19:54:31","19","54","8","31","2016"
"ci37438495","103.0","0.84","11","15.87","0.1107","1km SE of Loma Linda, CA","34.0403333","-117.2546667","California","7","1470614442750","2016-08-07 20:00:42","20","0","8","42","2016"
"ak13859148","237.599980992","2.0","62","55.7","0.0","70km SE of Akutan, Alaska","53.7563","-164.9068","Alaska","7","1470614496000","2016-08-07 20:01:36","20","1","8","36","2016"
"ci37438519","112.0","0.75","9","7.11","0.07224","23km S of Twentynine Palms, CA","33.9326667","-116.0283333","California","7","1470614856680","2016-08-07 20:07:36","20","7","8","36","2016"
"ci37438527","85.0","0.96","14","0.32","0.09865","25km NE of Thermal, CA","33.7681667","-115.9188333","California","7","1470614935300","2016-08-07 20:08:55","20","8","8","55","2016"
