"County","Population","State","Housing Data.Residing in Group Quarters","Housing Data.Total Housing Units","Vehicle Access.1 Mile","Vehicle Access.1/2 Mile","Vehicle Access.10 Miles","Vehicle Access.20 Miles","Low Access Numbers.Children.1 Mile","Low Access Numbers.Children.1/2 Mile","Low Access Numbers.Children.10 Miles","Low Access Numbers.Children.20 Miles","Low Access Numbers.Low Income People.1 Mile","Low Access Numbers.Low Income People.1/2 Mile","Low Access Numbers.Low Income People.10 Miles","Low Access Numbers.Low Income People.20 Miles","Low Access Numbers.People.1 Mile","Low Access Numbers.People.1/2 Mile","Low Access Numbers.People.10 Miles","Low Access Numbers.People.20 Miles","Low Access Numbers.Seniors.1 Mile","Low Access Numbers.Seniors.1/2 Mile","Low Access Numbers.Seniors.10 Miles","Low Access Numbers.Seniors.20 Miles"
"Sanders County","11413","Montana","188.0","5121","81.0","100.0","22.0","1.0","1857.0","2043.0","761.0","412.0","3951.0","4527.0","1479.0","703.0","8774.0","9720.0","3553.0","1849.0","1806.0","2037.0","680.0","340.0"
"Sheridan County","3384","Montana","85.0","1587","28.0","57.0","14.0","0.0","322.0","448.0","226.0","38.0","533.0","716.0","400.0","58.0","1630.0","2282.0","1193.0","168.0","350.0","506.0","266.0","26.0"
"Silver Bow County","34200","Montana","998.0","14932","80.0","547.0","0.0","0.0","1458.0","4252.0","79.0","20.0","1562.0","5807.0","65.0","15.0","6496.0","20199.0","453.0","137.0","977.0","3595.0","80.0","34.0"
"Stillwater County","9117","Montana","112.0","3796","51.0","71.0","7.0","2.0","1333.0","1548.0","279.0","86.0","1156.0","1329.0","365.0","108.0","6053.0","6970.0","1395.0","360.0","966.0","1115.0","267.0","59.0"
"Sweet Grass County","3651","Montana","45.0","1590","6.0","11.0","2.0","0.0","437.0","520.0","201.0","27.0","449.0","560.0","186.0","23.0","1883.0","2250.0","826.0","96.0","320.0","394.0","126.0","8.0"
"Teton County","6073","Montana","462.0","2450","44.0","63.0","39.0","8.0","1070.0","1196.0","885.0","318.0","1377.0","1627.0","1111.0","401.0","4312.0","4913.0","3654.0","1328.0","813.0","962.0","710.0","270.0"
"Toole County","5324","Montana","766.0","2015","111.0","165.0","92.0","40.0","468.0","724.0","411.0","240.0","517.0","1179.0","420.0","228.0","2610.0","3697.0","1705.0","1007.0","314.0","494.0","252.0","148.0"
"Treasure County","718","Montana","0.0","335","11.0","11.0","11.0","10.0","134.0","134.0","134.0","126.0","322.0","322.0","322.0","303.0","718.0","718.0","718.0","678.0","171.0","171.0","171.0","160.0"
"Valley County","7369","Montana","126.0","3198","26.0","48.0","19.0","11.0","936.0","1253.0","689.0","264.0","1319.0","1655.0","1022.0","392.0","3987.0","5288.0","2964.0","1140.0","758.0","1055.0","593.0","228.0"
"Wheatland County","2168","Montana","147.0","887","25.0","29.0","19.0","4.0","314.0","336.0","189.0","87.0","516.0","583.0","354.0","110.0","1109.0","1246.0","748.0","227.0","174.0","205.0","140.0","25.0"
"Wibaux County","1017","Montana","24.0","457","14.0","14.0","14.0","14.0","217.0","217.0","217.0","216.0","450.0","450.0","450.0","449.0","1017.0","1017.0","1017.0","1014.0","243.0","243.0","243.0","242.0"
"Yellowstone County","147972","Montana","3695.0","60672","933.0","2373.0","4.0","1.0","16866.0","29048.0","572.0","175.0","16590.0","34580.0","693.0","246.0","64813.0","119037.0","2316.0","729.0","7871.0","15858.0","337.0","144.0"
"Adams County","31364","Nebraska","1554.0","12466","287.0","513.0","14.0","0.0","3639.0","6099.0","335.0","0.0","4459.0","7859.0","328.0","0.0","15052.0","25482.0","1320.0","0.0","2757.0","4110.0","202.0","0.0"
"Antelope County","6685","Nebraska","70.0","2841","29.0","47.0","2.0","0.0","958.0","1148.0","192.0","0.0","1554.0","1819.0","258.0","0.0","3962.0","4836.0","860.0","0.0","711.0","947.0","170.0","0.0"
"Arthur County","460","Nebraska","0.0","187","0.0","0.0","0.0","0.0","125.0","125.0","125.0","122.0","158.0","158.0","158.0","154.0","460.0","460.0","460.0","447.0","94.0","94.0","94.0","91.0"
"Banner County","690","Nebraska","0.0","293","7.0","7.0","7.0","1.0","154.0","154.0","153.0","34.0","193.0","193.0","190.0","41.0","690.0","690.0","680.0","146.0","136.0","136.0","136.0","28.0"
"Blaine County","478","Nebraska","0.0","196","9.0","9.0","9.0","9.0","117.0","117.0","117.0","117.0","122.0","122.0","122.0","122.0","478.0","478.0","478.0","478.0","95.0","95.0","95.0","95.0"
"Boone County","5505","Nebraska","95.0","2336","41.0","65.0","5.0","0.0","758.0","979.0","147.0","0.0","901.0","1154.0","192.0","0.0","3028.0","4103.0","674.0","0.0","495.0","876.0","137.0","0.0"
"Box Butte County","11308","Nebraska","186.0","4738","138.0","215.0","26.0","5.0","1008.0","1858.0","397.0","71.0","1166.0","2116.0","440.0","81.0","4263.0","7424.0","1679.0","306.0","643.0","1119.0","258.0","48.0"
"Boyd County","2099","Nebraska","27.0","942","30.0","31.0","14.0","0.0","354.0","363.0","183.0","1.0","544.0","558.0","258.0","3.0","1610.0","1649.0","762.0","10.0","422.0","431.0","200.0","4.0"
"Brown County","3145","Nebraska","40.0","1449","21.0","23.0","5.0","1.0","261.0","306.0","59.0","14.0","537.0","637.0","130.0","37.0","1315.0","1546.0","317.0","81.0","302.0","383.0","68.0","17.0"
"Buffalo County","46102","Nebraska","2225.0","18037","408.0","631.0","9.0","1.0","5450.0","8575.0","778.0","62.0","5837.0","11060.0","831.0","83.0","20326.0","34673.0","3021.0","245.0","2343.0","3818.0","446.0","45.0"
"Burt County","6858","Nebraska","122.0","2906","34.0","48.0","0.0","0.0","648.0","794.0","7.0","0.0","938.0","1159.0","15.0","0.0","2938.0","3644.0","46.0","0.0","607.0","811.0","10.0","0.0"
"Butler County","8395","Nebraska","173.0","3391","29.0","48.0","8.0","0.0","1335.0","1603.0","251.0","0.0","1292.0","1562.0","300.0","0.0","5488.0","6522.0","1101.0","0.0","968.0","1183.0","207.0","0.0"
"Cass County","25241","Nebraska","297.0","9698","160.0","287.0","14.0","0.0","4832.0","5995.0","758.0","0.0","3283.0","4763.0","474.0","0.0","19257.0","23347.0","2916.0","0.0","2515.0","3128.0","421.0","0.0"
"Cedar County","8852","Nebraska","144.0","3539","48.0","57.0","18.0","0.0","1607.0","1724.0","402.0","0.0","1393.0","1540.0","406.0","0.0","6252.0","6742.0","1618.0","0.0","1146.0","1270.0","348.0","0.0"
"Chase County","3966","Nebraska","66.0","1681","16.0","25.0","10.0","0.0","419.0","488.0","255.0","1.0","559.0","610.0","349.0","1.0","1884.0","2162.0","1167.0","3.0","410.0","491.0","289.0","2.0"
"Cherry County","5713","Nebraska","57.0","2530","43.0","90.0","19.0","11.0","722.0","1068.0","522.0","342.0","983.0","1597.0","620.0","378.0","3207.0","4794.0","2215.0","1401.0","646.0","1013.0","425.0","256.0"
"Cheyenne County","9998","Nebraska","102.0","4298","32.0","104.0","20.0","0.0","750.0","1531.0","408.0","14.0","767.0","1572.0","488.0","12.0","3407.0","6356.0","1887.0","51.0","578.0","973.0","344.0","13.0"
"Clay County","6542","Nebraska","96.0","2649","23.0","34.0","5.0","0.0","954.0","1181.0","371.0","0.0","1268.0","1532.0","527.0","0.0","3977.0","4740.0","1614.0","0.0","690.0","837.0","309.0","0.0"
"Colfax County","10515","Nebraska","108.0","3618","46.0","106.0","33.0","0.0","1081.0","2261.0","603.0","0.0","1425.0","3267.0","666.0","0.0","4632.0","8100.0","2692.0","0.0","865.0","1205.0","590.0","0.0"
"Cuming County","9139","Nebraska","130.0","3756","99.0","122.0","32.0","0.0","1435.0","1594.0","479.0","0.0","1481.0","1651.0","475.0","0.0","5795.0","6547.0","2025.0","0.0","1143.0","1346.0","405.0","0.0"
"Custer County","10939","Nebraska","128.0","4714","92.0","177.0","64.0","8.0","1575.0","2090.0","1022.0","111.0","2226.0","3039.0","1422.0","142.0","6809.0","8970.0","4501.0","503.0","1385.0","1919.0","962.0","92.0"
"Dakota County","21006","Nebraska","249.0","7218","92.0","313.0","5.0","0.0","2745.0","5100.0","315.0","0.0","3139.0","6175.0","339.0","0.0","9643.0","17480.0","1232.0","0.0","1207.0","2065.0","224.0","0.0"
"Dawes County","9182","Nebraska","1132.0","3684","65.0","148.0","25.0","25.0","679.0","1246.0","381.0","264.0","1116.0","2137.0","673.0","486.0","3555.0","6809.0","2122.0","1405.0","762.0","1193.0","549.0","391.0"
"Dawson County","24326","Nebraska","299.0","8899","255.0","438.0","10.0","0.0","3798.0","5753.0","502.0","8.0","4647.0","7352.0","527.0","9.0","13688.0","20394.0","1946.0","33.0","1919.0","2856.0","294.0","7.0"
"Deuel County","1941","Nebraska","22.0","867","16.0","18.0","9.0","0.0","173.0","197.0","92.0","0.0","276.0","310.0","153.0","0.0","944.0","1065.0","521.0","0.0","209.0","237.0","122.0","0.0"
"Dixon County","6000","Nebraska","81.0","2370","78.0","78.0","20.0","0.0","1537.0","1537.0","538.0","0.0","1654.0","1654.0","622.0","0.0","6000.0","6000.0","2036.0","0.0","1070.0","1070.0","349.0","0.0"
"Dodge County","36691","Nebraska","1003.0","14990","204.0","546.0","71.0","0.0","4015.0","7023.0","1342.0","0.0","4617.0","9610.0","1447.0","0.0","16381.0","29248.0","5694.0","0.0","3016.0","5352.0","1280.0","0.0"
"Douglas County","517110","Nebraska","12188.0","202411","1089.0","7578.0","0.0","0.0","22066.0","88094.0","0.0","0.0","14503.0","91058.0","0.0","0.0","82670.0","334199.0","0.0","0.0","8642.0","35479.0","0.0","0.0"
"Dundy County","2008","Nebraska","41.0","897","17.0","20.0","11.0","0.0","232.0","280.0","136.0","2.0","535.0","641.0","345.0","7.0","1044.0","1259.0","668.0","13.0","215.0","271.0","147.0","5.0"
"Fillmore County","5890","Nebraska","222.0","2483","22.0","29.0","10.0","0.0","849.0","1048.0","302.0","0.0","1122.0","1277.0","412.0","0.0","3674.0","4422.0","1307.0","0.0","769.0","952.0","291.0","0.0"
"Franklin County","3225","Nebraska","59.0","1406","13.0","15.0","5.0","0.0","460.0","491.0","319.0","0.0","693.0","770.0","435.0","0.0","2195.0","2371.0","1517.0","0.0","485.0","540.0","323.0","0.0"
"Frontier County","2756","Nebraska","113.0","1168","13.0","22.0","5.0","0.0","384.0","433.0","235.0","1.0","429.0","562.0","231.0","2.0","1807.0","2124.0","1042.0","7.0","385.0","421.0","220.0","0.0"
"Furnas County","4959","Nebraska","81.0","2185","38.0","50.0","10.0","0.0","365.0","458.0","31.0","0.0","479.0","623.0","50.0","0.0","1599.0","2057.0","202.0","0.0","311.0","462.0","39.0","0.0"
"Gage County","22311","Nebraska","523.0","9422","120.0","216.0","7.0","0.0","2853.0","3898.0","666.0","0.0","2853.0","4459.0","393.0","0.0","12060.0","17070.0","2641.0","0.0","2138.0","3277.0","468.0","0.0"
"Garden County","2057","Nebraska","36.0","961","14.0","22.0","10.0","1.0","189.0","305.0","134.0","30.0","304.0","503.0","194.0","30.0","1162.0","1768.0","779.0","124.0","311.0","504.0","217.0","15.0"
"Garfield County","2049","Nebraska","30.0","935","3.0","4.0","1.0","0.0","168.0","190.0","40.0","8.0","236.0","270.0","60.0","11.0","810.0","912.0","207.0","39.0","194.0","215.0","55.0","6.0"
"Gosper County","2044","Nebraska","40.0","849","30.0","30.0","17.0","0.0","458.0","458.0","320.0","0.0","410.0","410.0","245.0","0.0","2044.0","2044.0","1310.0","0.0","431.0","431.0","289.0","0.0"
"Grant County","614","Nebraska","3.0","277","3.0","3.0","2.0","0.0","92.0","93.0","64.0","6.0","196.0","206.0","117.0","10.0","422.0","444.0","252.0","22.0","64.0","71.0","38.0","2.0"
"Greeley County","2538","Nebraska","53.0","1069","21.0","21.0","19.0","0.0","489.0","498.0","384.0","0.0","618.0","627.0","523.0","0.0","2005.0","2035.0","1679.0","0.0","443.0","448.0","381.0","0.0"
"Hall County","58607","Nebraska","1118.0","22196","323.0","712.0","32.0","0.0","5387.0","10735.0","885.0","0.0","4997.0","12379.0","970.0","0.0","20126.0","39836.0","3266.0","0.0","2831.0","5708.0","523.0","0.0"
"Hamilton County","9124","Nebraska","124.0","3563","34.0","67.0","1.0","0.0","1401.0","2019.0","136.0","0.0","1125.0","1540.0","96.0","0.0","5491.0","7873.0","500.0","0.0","769.0","1202.0","79.0","0.0"
"Harlan County","3423","Nebraska","47.0","1519","14.0","16.0","0.0","0.0","428.0","482.0","46.0","0.0","698.0","802.0","87.0","0.0","2055.0","2390.0","236.0","0.0","438.0","563.0","41.0","0.0"
"Hayes County","967","Nebraska","0.0","414","7.0","7.0","7.0","6.0","223.0","223.0","223.0","160.0","430.0","430.0","430.0","329.0","967.0","967.0","967.0","740.0","191.0","191.0","191.0","151.0"
"Hitchcock County","2908","Nebraska","26.0","1301","42.0","42.0","41.0","7.0","621.0","621.0","595.0","123.0","1158.0","1158.0","1093.0","174.0","2908.0","2908.0","2763.0","600.0","665.0","665.0","631.0","131.0"
"Holt County","10435","Nebraska","160.0","4447","46.0","95.0","17.0","1.0","1224.0","1782.0","540.0","63.0","1527.0","2258.0","696.0","65.0","5405.0","7637.0","2523.0","275.0","1084.0","1557.0","535.0","63.0"
"Hooker County","736","Nebraska","26.0","326","1.0","1.0","1.0","1.0","157.0","157.0","157.0","154.0","241.0","241.0","241.0","237.0","736.0","736.0","736.0","723.0","193.0","193.0","193.0","192.0"
"Howard County","6274","Nebraska","35.0","2625","36.0","55.0","13.0","0.0","933.0","1148.0","299.0","0.0","1000.0","1242.0","322.0","0.0","3936.0","4803.0","1259.0","0.0","688.0","890.0","228.0","0.0"
"Jefferson County","7547","Nebraska","105.0","3348","29.0","117.0","7.0","0.0","771.0","1355.0","399.0","0.0","1144.0","2533.0","517.0","0.0","3722.0","6287.0","1825.0","0.0","740.0","1318.0","356.0","0.0"
"Johnson County","5217","Nebraska","955.0","1847","69.0","102.0","19.0","0.0","623.0","812.0","336.0","0.0","949.0","1312.0","305.0","0.0","3616.0","4484.0","1369.0","0.0","581.0","802.0","257.0","0.0"
"Kearney County","6489","Nebraska","84.0","2681","27.0","64.0","0.0","0.0","679.0","947.0","19.0","0.0","654.0","926.0","17.0","0.0","2799.0","3960.0","72.0","0.0","437.0","685.0","15.0","0.0"
"Keith County","8368","Nebraska","55.0","3753","64.0","141.0","21.0","0.0","779.0","1230.0","338.0","0.0","953.0","1672.0","432.0","0.0","4020.0","6123.0","1756.0","1.0","918.0","1372.0","364.0","0.0"
"Keya Paha County","824","Nebraska","0.0","381","2.0","2.0","2.0","1.0","179.0","179.0","179.0","77.0","218.0","218.0","218.0","78.0","824.0","824.0","823.0","296.0","211.0","211.0","211.0","63.0"
"Kimball County","3821","Nebraska","48.0","1673","23.0","63.0","4.0","0.0","268.0","504.0","51.0","0.0","546.0","836.0","120.0","0.0","1273.0","2272.0","259.0","1.0","248.0","459.0","39.0","0.0"
"Knox County","8701","Nebraska","234.0","3647","131.0","148.0","82.0","0.0","1398.0","1580.0","732.0","0.0","1723.0","1986.0","1023.0","0.0","5236.0","6196.0","2672.0","0.0","869.0","1247.0","482.0","0.0"
"Lancaster County","285407","Nebraska","13816.0","113373","804.0","3738.0","3.0","0.0","16208.0","43071.0","186.0","0.0","16536.0","50817.0","76.0","0.0","70184.0","189253.0","724.0","0.0","8316.0","21644.0","90.0","0.0"
"Lincoln County","36288","Nebraska","642.0","15025","250.0","735.0","5.0","1.0","3763.0","7313.0","818.0","179.0","3778.0","8026.0","739.0","163.0","14889.0","28543.0","3110.0","631.0","2238.0","4037.0","504.0","110.0"
"Logan County","763","Nebraska","0.0","325","0.0","0.0","0.0","0.0","107.0","109.0","25.0","2.0","153.0","157.0","38.0","3.0","438.0","447.0","107.0","9.0","72.0","73.0","10.0","0.0"
"Loup County","632","Nebraska","0.0","275","2.0","2.0","1.0","0.0","141.0","141.0","56.0","17.0","187.0","187.0","75.0","21.0","632.0","632.0","252.0","70.0","137.0","137.0","44.0","9.0"
"Madison County","34876","Nebraska","1071.0","13939","216.0","450.0","0.0","0.0","3646.0","5600.0","54.0","0.0","4009.0","6712.0","67.0","0.0","14795.0","22968.0","174.0","0.0","2101.0","3609.0","25.0","0.0"
"McPherson County","539","Nebraska","0.0","211","2.0","2.0","2.0","2.0","151.0","151.0","151.0","114.0","177.0","177.0","177.0","137.0","539.0","539.0","539.0","417.0","97.0","97.0","97.0","76.0"
"Merrick County","7845","Nebraska","197.0","3151","102.0","156.0","21.0","0.0","1302.0","1648.0","448.0","0.0","1450.0","1823.0","651.0","0.0","5219.0","6643.0","1822.0","0.0","906.0","1223.0","304.0","0.0"
"Morrill County","5042","Nebraska","82.0","2085","47.0","61.0","40.0","0.0","815.0","1086.0","608.0","15.0","1229.0","1543.0","909.0","19.0","3473.0","4482.0","2538.0","51.0","637.0","812.0","470.0","7.0"
"Nance County","3735","Nebraska","143.0","1525","7.0","16.0","2.0","0.0","336.0","464.0","49.0","0.0","322.0","525.0","49.0","0.0","1330.0","1876.0","173.0","0.0","208.0","343.0","23.0","0.0"
"Nemaha County","7248","Nebraska","486.0","2952","37.0","49.0","1.0","0.0","723.0","909.0","33.0","0.0","1222.0","1480.0","55.0","0.0","3715.0","4597.0","169.0","0.0","591.0","877.0","40.0","0.0"
"Nuckolls County","4500","Nebraska","59.0","2079","42.0","89.0","18.0","1.0","575.0","787.0","390.0","37.0","943.0","1330.0","610.0","36.0","2632.0","3692.0","1680.0","99.0","632.0","953.0","367.0","6.0"
"Otoe County","15740","Nebraska","338.0","6362","348.0","376.0","101.0","0.0","3191.0","3682.0","1377.0","0.0","3598.0","4419.0","1089.0","0.0","13522.0","15308.0","5915.0","0.0","2671.0","2904.0","1175.0","0.0"
"Pawnee County","2773","Nebraska","39.0","1230","65.0","92.0","5.0","0.0","444.0","522.0","113.0","0.0","594.0","792.0","150.0","0.0","1874.0","2358.0","502.0","0.0","434.0","606.0","110.0","0.0"
"Perkins County","2970","Nebraska","44.0","1239","18.0","35.0","8.0","0.0","455.0","586.0","217.0","24.0","442.0","569.0","218.0","20.0","1758.0","2419.0","879.0","99.0","299.0","506.0","162.0","15.0"
"Phelps County","9188","Nebraska","249.0","3779","53.0","111.0","21.0","0.0","1006.0","1583.0","379.0","0.0","736.0","1502.0","316.0","0.0","3904.0","6322.0","1415.0","0.0","728.0","1204.0","259.0","0.0"
"Pierce County","7266","Nebraska","116.0","2911","43.0","54.0","28.0","0.0","1604.0","1671.0","893.0","0.0","1399.0","1545.0","711.0","0.0","5994.0","6347.0","3377.0","0.0","982.0","1083.0","553.0","0.0"
"Platte County","32237","Nebraska","476.0","12658","132.0","354.0","24.0","0.0","4648.0","7451.0","432.0","0.0","3626.0","6661.0","369.0","0.0","17185.0","27804.0","1740.0","0.0","2368.0","4194.0","252.0","0.0"
"Polk County","5406","Nebraska","124.0","2212","36.0","55.0","5.0","0.0","588.0","761.0","55.0","0.0","722.0","928.0","78.0","0.0","2556.0","3368.0","258.0","0.0","414.0","665.0","48.0","0.0"
"Red Willow County","11055","Nebraska","369.0","4663","114.0","177.0","9.0","0.0","1791.0","2384.0","299.0","0.0","2580.0","3284.0","428.0","0.0","7880.0","10383.0","1251.0","0.0","1441.0","1923.0","236.0","0.0"
"Richardson County","8363","Nebraska","155.0","3718","51.0","79.0","39.0","0.0","803.0","1243.0","428.0","0.0","1249.0","2102.0","665.0","0.0","4104.0","5984.0","2244.0","0.0","913.0","1372.0","550.0","0.0"
"Rock County","1526","Nebraska","30.0","685","3.0","5.0","2.0","1.0","179.0","217.0","87.0","31.0","250.0","294.0","137.0","44.0","818.0","1031.0","428.0","138.0","153.0","230.0","82.0","17.0"
"Saline County","14200","Nebraska","1038.0","5131","51.0","70.0","39.0","0.0","1881.0","2778.0","753.0","0.0","2375.0","4485.0","927.0","0.0","7820.0","11827.0","3431.0","0.0","1351.0","1795.0","700.0","0.0"
"Sarpy County","158840","Nebraska","1277.0","58102","580.0","1215.0","0.0","0.0","20068.0","36975.0","0.0","0.0","11979.0","23766.0","0.0","0.0","67399.0","125764.0","0.0","0.0","5311.0","10273.0","0.0","0.0"
"Saunders County","20780","Nebraska","335.0","8040","75.0","118.0","17.0","0.0","3696.0","4092.0","936.0","0.0","2976.0","3360.0","985.0","0.0","14317.0","15916.0","3680.0","0.0","2150.0","2451.0","566.0","0.0"
"Scotts Bluff County","36970","Nebraska","847.0","14928","174.0","509.0","25.0","0.0","2736.0","6680.0","159.0","0.0","3587.0","9330.0","235.0","0.0","11905.0","26348.0","748.0","0.0","2060.0","4316.0","123.0","0.0"
"Seward County","16750","Nebraska","1296.0","6266","138.0","189.0","1.0","0.0","3080.0","3656.0","187.0","0.0","3281.0","3819.0","225.0","0.0","13188.0","15513.0","717.0","0.0","2010.0","2371.0","102.0","0.0"
"Sheridan County","5469","Nebraska","113.0","2380","67.0","91.0","38.0","14.0","588.0","726.0","361.0","90.0","970.0","1258.0","565.0","87.0","2827.0","3464.0","1750.0","368.0","652.0","852.0","412.0","59.0"
"Sherman County","3152","Nebraska","56.0","1392","14.0","20.0","2.0","0.0","470.0","561.0","163.0","0.0","569.0","717.0","155.0","0.0","2079.0","2548.0","635.0","0.0","444.0","600.0","133.0","0.0"
"Sioux County","1311","Nebraska","0.0","577","34.0","34.0","23.0","20.0","293.0","293.0","173.0","146.0","421.0","421.0","269.0","239.0","1311.0","1311.0","836.0","742.0","280.0","280.0","214.0","194.0"
"Stanton County","6129","Nebraska","0.0","2387","24.0","32.0","0.0","0.0","1238.0","1314.0","91.0","0.0","990.0","1072.0","98.0","0.0","4528.0","4883.0","457.0","0.0","537.0","655.0","76.0","0.0"
"Thayer County","5228","Nebraska","156.0","2296","13.0","32.0","2.0","0.0","581.0","706.0","200.0","0.0","743.0","902.0","293.0","0.0","2543.0","3163.0","980.0","0.0","588.0","795.0","271.0","0.0"
"Thomas County","647","Nebraska","2.0","291","1.0","1.0","1.0","1.0","148.0","148.0","148.0","148.0","224.0","224.0","224.0","223.0","647.0","647.0","647.0","644.0","135.0","135.0","135.0","135.0"
"Thurston County","6940","Nebraska","58.0","2158","129.0","150.0","4.0","0.0","1944.0","2193.0","54.0","0.0","2994.0","3360.0","92.0","0.0","5096.0","5933.0","229.0","0.0","470.0","614.0","37.0","0.0"
"Valley County","4260","Nebraska","49.0","1922","26.0","43.0","8.0","0.0","387.0","533.0","96.0","0.0","554.0","822.0","189.0","0.0","1683.0","2424.0","492.0","0.0","363.0","576.0","135.0","0.0"
"Washington County","20234","Nebraska","535.0","7761","188.0","294.0","0.0","0.0","3805.0","4728.0","74.0","0.0","2378.0","3497.0","46.0","0.0","15280.0","18981.0","336.0","0.0","2121.0","2685.0","55.0","0.0"
"Wayne County","9595","Nebraska","1262.0","3507","16.0","69.0","2.0","0.0","969.0","1406.0","171.0","0.0","918.0","2059.0","151.0","0.0","3904.0","7180.0","629.0","0.0","612.0","1019.0","76.0","0.0"
"Webster County","3812","Nebraska","156.0","1604","51.0","59.0","28.0","0.0","638.0","690.0","503.0","0.0","805.0","963.0","520.0","0.0","2705.0","3002.0","1998.0","0.0","556.0","657.0","395.0","0.0"
"Wheeler County","818","Nebraska","0.0","350","5.0","5.0","4.0","1.0","201.0","201.0","166.0","42.0","288.0","288.0","256.0","48.0","818.0","818.0","729.0","137.0","155.0","155.0","146.0","19.0"
"York County","13665","Nebraska","737.0","5564","103.0","175.0","1.0","0.0","1502.0","2356.0","46.0","0.0","1631.0","2574.0","42.0","0.0","6584.0","10459.0","234.0","0.0","1208.0","1852.0","45.0","0.0"
"Carson City","55274","Nevada","3625.0","21427","55.0","432.0","0.0","0.0","1488.0","6215.0","0.0","0.0","1688.0","8597.0","0.0","0.0","9359.0","32010.0","0.0","0.0","1735.0","5668.0","0.0","0.0"
"Churchill County","24877","Nevada","366.0","9671","180.0","319.0","8.0","0.0","3815.0","5329.0","148.0","11.0","4312.0","6583.0","175.0","36.0","15775.0","21450.0","877.0","231.0","2504.0","3288.0","132.0","14.0"
"Clark County","1951269","Nevada","21992.0","715365","7336.0","30065.0","189.0","150.0","97565.0","283561.0","1519.0","758.0","107174.0","352859.0","3260.0","1740.0","397110.0","1141059.0","12221.0","4025.0","44347.0","133201.0","1345.0","774.0"
"Douglas County","46997","Nevada","230.0","19638","324.0","396.0","42.0","0.0","7052.0","8222.0","274.0","1.0","8367.0","9673.0","897.0","11.0","36240.0","41905.0","2190.0","28.0","7493.0","8669.0","643.0","4.0"
"Elko County","48818","Nevada","570.0","17442","317.0","433.0","123.0","114.0","7509.0","11539.0","1052.0","599.0","6090.0","9569.0","1613.0","1249.0","24886.0","38581.0","4344.0","2341.0","2145.0","3190.0","596.0","328.0"
"Esmeralda County","783","Nevada","1.0","389","24.0","24.0","23.0","23.0","132.0","132.0","128.0","128.0","353.0","353.0","342.0","342.0","783.0","783.0","761.0","761.0","202.0","202.0","197.0","197.0"
"Eureka County","1987","Nevada","1.0","836","31.0","33.0","22.0","14.0","328.0","361.0","201.0","98.0","194.0","226.0","124.0","48.0","1375.0","1481.0","930.0","571.0","176.0","182.0","132.0","93.0"
"Humboldt County","16528","Nevada","183.0","6289","71.0","121.0","32.0","30.0","2558.0","3486.0","582.0","429.0","2147.0","3121.0","855.0","604.0","9576.0","12760.0","2583.0","1852.0","997.0","1252.0","369.0","275.0"
"Lander County","5775","Nevada","16.0","2213","42.0","78.0","18.0","13.0","564.0","936.0","206.0","115.0","591.0","790.0","241.0","168.0","2339.0","3548.0","879.0","591.0","341.0","446.0","149.0","123.0"
"Lincoln County","5345","Nevada","239.0","1988","63.0","64.0","56.0","3.0","946.0","1069.0","672.0","76.0","1020.0","1106.0","779.0","86.0","3754.0","4109.0","2811.0","314.0","673.0","732.0","498.0","59.0"
"Lyon County","51980","Nevada","358.0","19808","514.0","739.0","27.0","10.0","9789.0","12082.0","339.0","33.0","13139.0","16068.0","402.0","22.0","40126.0","48604.0","1962.0","219.0","6408.0","7703.0","471.0","65.0"
"Mineral County","4772","Nevada","52.0","2240","226.0","226.0","23.0","9.0","874.0","874.0","205.0","44.0","1775.0","1775.0","599.0","211.0","4772.0","4772.0","988.0","347.0","1076.0","1076.0","208.0","119.0"
"Nye County","43946","Nevada","334.0","18032","587.0","646.0","79.0","76.0","8135.0","8758.0","858.0","819.0","15600.0","16586.0","1616.0","1519.0","39815.0","42287.0","3752.0","3459.0","9654.0","10013.0","719.0","628.0"
"Pershing County","6753","Nevada","1681.0","2018","28.0","51.0","12.0","7.0","759.0","991.0","212.0","97.0","1060.0","1344.0","299.0","158.0","4792.0","5643.0","1036.0","535.0","564.0","699.0","233.0","129.0"
"Storey County","4010","Nevada","5.0","1742","16.0","16.0","0.0","0.0","701.0","701.0","3.0","0.0","930.0","930.0","4.0","0.0","4010.0","4010.0","15.0","0.0","738.0","738.0","2.0","0.0"
"Washoe County","421407","Nevada","5272.0","163445","1185.0","6892.0","50.0","11.0","36775.0","67904.0","760.0","192.0","32870.0","80567.0","1120.0","410.0","147527.0","290022.0","3682.0","968.0","16671.0","34937.0","482.0","147.0"
"White Pine County","10030","Nevada","1229.0","3707","29.0","77.0","0.0","0.0","1320.0","1989.0","544.0","233.0","1528.0","2468.0","788.0","241.0","6607.0","9367.0","3260.0","997.0","961.0","1399.0","450.0","194.0"
"Belknap County","60088","New Hampshire","858.0","24766","567.0","850.0","0.0","0.0","9075.0","10971.0","0.0","0.0","7783.0","10502.0","0.0","0.0","43988.0","53132.0","0.0","0.0","7198.0","9004.0","0.0","0.0"
"Carroll County","47818","New Hampshire","437.0","21052","947.0","1069.0","18.0","0.0","7825.0","8463.0","119.0","0.0","11582.0","12476.0","214.0","0.0","42083.0","45512.0","734.0","0.0","8486.0","9333.0","155.0","0.0"
