"data.date","data.owned or leased","data.parking spaces","data.status","data.type","location.congressional district","location.id","location.region id","data.disabilities.ADA Accessible","data.disabilities.ansi usable","data.history.status","data.history.type","location.address.city","location.address.county","location.address.line 1","location.address.line 2","location.address.state","location.address.zip"
"0","LEASED","28","ACTIVE","BUILDING","6","GA2005","4","Will Conform","6465","Not Evaluated","Field Not In Use","TUCKER","DEKALB","2183 NORTHLAKE PKY"," ","GA","300844108"
"0","LEASED","0","ACTIVE","BUILDING","2","GA2006","4","Will Conform","947","Not Evaluated","Field Not In Use","MACON","BIBB","433 CHERRY ST"," ","GA","312017919"
"0","LEASED","4","ACTIVE","BUILDING","2","GA2019","4","Will Conform","13020","National Register Listed","Field Not In Use","COLUMBUS","MUSCOGEE","901 FRONT STREET"," ","GA","319012722"
"0","LEASED","0","ACTIVE","BUILDING","6","GA2023","4","Will Conform","4877","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2965 FLOWERS RD S"," ","GA","303415530"
"0","LEASED","20","ACTIVE","BUILDING","4","GA2031","4","Will Conform","5265","Not Evaluated","Field Not In Use","TUCKER","DEKALB","4500 HUGH HOWELL RD"," ","GA","300844723"
"0","LEASED","167","ACTIVE","BUILDING","6","GA2032","4","Will Conform","54179","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2600 CENTURY PARKWAY"," ","GA","303453125"
"0","LEASED","16","ACTIVE","BUILDING","7","GA2034","4","Will Conform","3378","Not Evaluated","Field Not In Use","DULUTH","GWINNETT","3575 KOGER BOULEVARD"," ","GA","300964934"
"0","LEASED","20","ACTIVE","BUILDING","11","GA2042","4","Will Conform","32107","Not Evaluated","Field Not In Use","SMYRNA","COBB","2400 LAKE PARK DR SE"," ","GA","300808982"
"0","LEASED","9","ACTIVE","BUILDING","10","GA2043","4","Will Conform","12000","Not Evaluated","Field Not In Use","BOGART","CLARKE","396 COMMERCE BLVD"," ","GA","306222224"
"0","LEASED","6","ACTIVE","BUILDING","12","GA2051","4","Will Conform","1151","Not Evaluated","Field Not In Use","AUGUSTA","RICHMOND","2743 PERIMETER PKY"," ","GA","309096429"
"0","LEASED","181","ACTIVE","BUILDING","6","GA2052","4","Will Conform","139832","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2635 CENTURY PKY NE"," ","GA","303453153"
"0","LEASED","5","ACTIVE","BUILDING","1","GA2053","4","Will Conform","4310","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","33 BULL ST"," ","GA","314013334"
"0","LEASED","1085","ACTIVE","BUILDING","5","GA2054","4","Will Conform","217313","Not Evaluated","Field Not In Use","ATLANTA","FULTON","1701 COLUMBIA AVE"," ","GA","303372714"
"0","LEASED","1","ACTIVE","BUILDING","1","GA2059","4","Will Conform","1502","Not Evaluated","Field Not In Use","BRUNSWICK","GLYNN","777 GLOUCESTER ST"," ","GA","315207065"
"0","LEASED","118","ACTIVE","BUILDING","1","GA2062","4","Will Conform","15888","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","430 MALL BOULEVARD"," ","GA","314064801"
"0","LEASED","0","ACTIVE","BUILDING","1","GA2064","4","Will Conform","4195","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","450 MALL BLVD"," ","GA","314064824"
"0","LEASED","2","ACTIVE","BUILDING","6","GA2067","4","Will Conform","6500","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","1800 CENTURY CENTER PKWY"," ","GA","303453200"
"0","LEASED","0","ACTIVE","BUILDING","5","GA2071","4","Will Conform","3942","Not Evaluated","Field Not In Use","ATLANTA","FULTON","100 HARTSFIELD CENTRE PKY"," ","GA","303541341"
"0","LEASED","10","ACTIVE","BUILDING","5","GA2073","4","Will Conform","120300","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","1801 CORPORATE BLVD NE"," ","GA","303294032"
"0","LEASED","10","ACTIVE","BUILDING","2","GA2076","4","Will Conform","7080","Not Evaluated","Field Not In Use","MACON","BIBB","201 SECOND STREET"," ","GA","312012772"
"0","LEASED","119","ACTIVE","BUILDING","13","GA2078","4","Will Conform","30722","Not Evaluated","Field Not In Use","ATLANTA","FULTON","3800 CAMP CREEK PKWY","BUILDING 2000","GA","303316053"
"0","LEASED","3","ACTIVE","BUILDING","2","GA2084","4","Will Conform","31477","Not Evaluated","Field Not In Use","MACON","BIBB","455 CHERRY STREET"," ","GA","312013320"
"0","LEASED","0","ACTIVE","BUILDING","4","GA2086","4","Will Conform","2690","Not Evaluated","Field Not In Use","STONE MOUNTAIN","DEKALB","2165 W PARK CT SE-B"," ","GA","300873548"
"0","LEASED","291","ACTIVE","BUILDING","6","GA2090","4","Will Conform","63208","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","1875 CENTURY BLVD"," ","GA","303453319"
"0","LEASED","16","ACTIVE","BUILDING","12","GA2092","4","Will Conform","5979","Not Evaluated","Field Not In Use","AUGUSTA","RICHMOND","1 10TH STREET"," ","GA","309010100"
"0","LEASED","180","ACTIVE","BUILDING","10","GA2099","4","Will Conform","51758","Not Evaluated","Field Not In Use","ATHENS","CLARKE","980 COLLEGE STATION RD"," ","GA","306052720"
"0","LEASED","2","ACTIVE","BUILDING","2","GA2101","4","Will Conform","9993","Not Evaluated","Field Not In Use","MACON","BIBB","433 WALNUT STREET"," ","GA","312013407"
"0","LEASED","345","ACTIVE","BUILDING","5","GA2102","4","Will Conform","51885","Not Evaluated","Field Not In Use","COLLEGE PARK","FULTON","1643 COLUMBIA AVENUE"," ","GA","303372714"
"0","LEASED","44","ACTIVE","BUILDING","6","GA2107","4","Will Conform","202328","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2945/2939 FLOWERS RD. S"," ","GA","303415500"
"0","LEASED","27","ACTIVE","BUILDING","8","GA2108","4","Will Conform","7224","Not Evaluated","Field Not In Use","VALDOSTA","LOWNDES","106 S PATTERSON ST"," ","GA","316015671"
"0","LEASED","0","ACTIVE","BUILDING","5","GA2115","4","Will Conform","17086","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","6 EXECUTIVE PARK DR NE"," ","GA","303292221"
"0","LEASED","10","ACTIVE","BUILDING","5","GA2122","4","Will Conform","6498","Not Evaluated","Field Not In Use","ATLANTA","FULTON","285 PEACHTREE CENTER AVE NE"," ","GA","303031229"
"0","LEASED","0","ACTIVE","BUILDING","2","GA2125","4","Will Conform","914","Not Evaluated","Field Not In Use","COLUMBUS","MUSCOGEE","233 12TH STREET"," ","GA","319012462"
"0","LEASED","274","ACTIVE","BUILDING","6","GA2135","4","Will Conform","59649","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","3003 CHAMBLEE TUCKER RD"," ","GA","303414112"
"0","LEASED","2","ACTIVE","BUILDING","1","GA2146","4","Will Conform","770","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","111 E LIBERTY ST"," ","GA","314014472"
"0","LEASED","19","ACTIVE","BUILDING","5","GA2152","4","Yes","99325","Not Evaluated","Field Not In Use","ATLANTA","FULTON","233 PEACHTREE ST NE"," ","GA","303031504"
"1-Jan-83","LEASED","0","ACTIVE","BUILDING","6","GA2154","4","Yes","39449","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2920 BRANDYWINE RD"," ","GA","303415539"
"0","LEASED","24","ACTIVE","BUILDING","5","GA2155","4","Yes","104816","Not Evaluated","Field Not In Use","ATLANTA","FULTON","40 MARIETTA STREET"," ","GA","303032812"
"0","LEASED","0","ACTIVE","BUILDING","6","GA2156","4","Yes","15624","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","3105 CLAIRMONT ROAD"," ","GA","303291015"
"0","LEASED","34","ACTIVE","BUILDING","1","GA2170","4","Yes","14080","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","56 PARK OF COMMERCE BLVD","SAVANNAH PARK OF COMMERCE","GA","314057412"
"0","LEASED","10","ACTIVE","BUILDING","4","GA2184","4","Yes","22848","Not Evaluated","Field Not In Use","NORCROSS","GWINNETT","6544 WARREN DR"," ","GA","300931110"
"0","LEASED","356","ACTIVE","BUILDING","5","GA2188","4","Yes","139789","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","8 CORPORATE BOULEVARD","Building 8","GA","303292020"
"0","LEASED","43","ACTIVE","BUILDING","1","GA2198","4","Yes","12505","Not Evaluated","Field Not In Use","WAYCROSS","WARE","303 ISABELLA ST"," ","GA","315013600"
"0","LEASED","16","ACTIVE","BUILDING","2","GA2210","4","Yes","3500","Not Evaluated","Field Not In Use","ALBANY","DOUGHERTY","131 SOUTH WESTOVER BOULEVARD"," ","GA","317070605"
"0","LEASED","21","ACTIVE","BUILDING","1","GA2211","4","Yes","5000","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","49 PARK OF COMMERCE BOULEVARD"," ","GA","314057411"
"0","LEASED","16","ACTIVE","BUILDING","14","GA2212","4","Yes","4000","Not Evaluated","Field Not In Use","DALTON","WHITFIELD","920 ABUTMENT ROAD"," ","GA","307214418"
"0","LEASED","33","ACTIVE","BUILDING","2","GA2213","4","Yes","17709","Not Evaluated","Field Not In Use","COLUMBUS","MUSCOGEE","1246 1ST AVE"," ","GA","319014298"
"0","LEASED","2","ACTIVE","BUILDING","1","GA2214","4","Will Conform","2835","Not Evaluated","Field Not In Use","ST MARYS","CAMDEN","110 E. ST. MARYS ST."," ","GA","315584943"
"24-Feb-01","LEASED","65","ACTIVE","BUILDING","9","GA2221","4","Yes","18667","Not Evaluated","Field Not In Use","ELBERTON","ELBERT","1166 ATHENS TECH RD"," ","GA","306356711"
"0","LEASED","43","ACTIVE","BUILDING","5","GA2223","4","Yes","10482","Not Evaluated","Field Not In Use","DECATUR","DEKALB","2801 CANDLER RD STE 8"," ","GA","300341425"
"0","LEASED","17","ACTIVE","BUILDING","12","GA2226","4","Yes","5800","Not Evaluated","Field Not In Use","AUGUSTA","RICHMOND","801 BROAD ST"," ","GA","309011231"
"0","LEASED","337","ACTIVE","BUILDING","6","GA2228","4","Yes","77101","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2900 WOODCOCK BOULEVARD"," ","GA","303414004"
"0","LEASED","45","ACTIVE","BUILDING","8","GA2230","4","Yes","9634","Not Evaluated","Field Not In Use","WARNER ROBINS","HOUSTON","220 CARL VINSON PKY"," ","GA","310885832"
"0","LEASED","6","ACTIVE","BUILDING","6","GA2231","4","Yes","92543","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","1825 CENTURY BLVD NE"," ","GA","303453319"
"0","LEASED","0","ACTIVE","BUILDING","2","GA2232","4","Yes","13361","Not Evaluated","Field Not In Use","MACON","BIBB","484 MULBERRY ST"," ","GA","312017906"
"0","LEASED","0","ACTIVE","BUILDING","6","GA2239","4","Yes","5009","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","3980 DEKALB TECHNOLOGY CENTER","SUITE 600","GA","303402758"
"0","LEASED","143","ACTIVE","BUILDING","3","GA2241","4","Yes","42422","Not Evaluated","Field Not In Use","PEACHTREE CITY","FAYETTE","700 WESTPARK DR"," ","GA","302691498"
"0","LEASED","0","ACTIVE","BUILDING","2","GA2245","4","Yes","1200","Not Evaluated","Field Not In Use","COLUMBUS","MUSCOGEE","1004 BROADWAY"," ","GA","319015294"
"0","LEASED","4","ACTIVE","BUILDING","12","GA2248","4","Yes","2025","Not Evaluated","Field Not In Use","STATESBORO","BULLOCH","3 S MAIN ST"," ","GA","304585231"
"0","LEASED","38","ACTIVE","BUILDING","2","GA2254","4","Yes","7648","Not Evaluated","Field Not In Use","CORDELE","CRISP","510 EAST 15TH AVE."," ","GA","310151437"
"0","LEASED","3","ACTIVE","BUILDING","1","GA2260","4","Yes","4656","Not Evaluated","Field Not In Use","BRUNSWICK","GLYNN","2180 PERRY LANE RD","SUITE 102","GA","315259726"
"0","LEASED","0","ACTIVE","BUILDING","4","GA2267","4","Yes","9143","Not Evaluated","Field Not In Use","COVINGTON","NEWTON","9180 MARTIN LUTHER KING AVENUE"," ","GA","300149999"
"0","LEASED","0","ACTIVE","BUILDING","6","GA2268","4","Yes","3458","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","3103 CLAIRMONT ROAD"," ","GA","303291015"
"0","LEASED","0","ACTIVE","BUILDING","8","GA2269","4","Yes","669","Not Evaluated","Field Not In Use","VALDOSTA","LOWNDES","1750 AIRPORT RD","SUITE 1","GA","316011240"
"0","LEASED","0","ACTIVE","BUILDING","3","GA2270","4","Yes","2410","Not Evaluated","Field Not In Use","COLUMBUS","MUSCOGEE","3250 WEST BRITT DAVID RD."," ","GA","319096700"
"0","LEASED","112","ACTIVE","BUILDING","7","GA2271","4","Yes","20149","Not Evaluated","Field Not In Use","NORCROSS","GWINNETT","4365 SHACKLEFORD RD"," ","GA","300932912"
"0","LEASED","0","ACTIVE","BUILDING","1","GA2273","4","Yes","7767","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","400 AIRWAYS AVE"," ","GA","314088000"
"0","LEASED","0","ACTIVE","BUILDING","2","GA2279","4","Yes","963","Not Evaluated","Field Not In Use","ALBANY","DOUGHERTY","3905 NEWTON RD."," ","GA","317017355"
"0","LEASED","98","ACTIVE","BUILDING","8","GA2281","4","Yes","15045","Not Evaluated","Field Not In Use","MACON","BIBB","3530 RIVERSIDE DR"," ","GA","312102509"
"0","LEASED","54","ACTIVE","BUILDING","1","GA2285","4","Yes","8798","Not Evaluated","Field Not In Use","BRUNSWICK","GLYNN","134 JUNIPER CT"," ","GA","315201944"
"0","LEASED","41","ACTIVE","BUILDING","12","GA2286","4","Yes","6927","Not Evaluated","Field Not In Use","DUBLIN","LAURENS","919 HILLCREST PKY"," ","GA","310214206"
"0","LEASED","40","ACTIVE","BUILDING","10","GA2287","4","Yes","7918","Not Evaluated","Field Not In Use","MILLEDGEVILLE","BALDWIN","109 CYPRESS CORNERS DRIVE"," ","GA","310617181"
"0","LEASED","117","ACTIVE","BUILDING","6","GA2289","4","Yes","108000","Not Evaluated","Field Not In Use","CHAMBLEE","DEKALB","3719 NORTH PEACHTREE ROAD"," ","GA","303412241"
"0","LEASED","0","ACTIVE","BUILDING","12","GA2290","4","Yes","1753","Not Evaluated","Field Not In Use","AUGUSTA","RICHMOND","1501 AVIATION WAY"," ","GA","309069620"
"0","LEASED","399","ACTIVE","BUILDING","6","GA2292","4","Yes","101171","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2400  CENTURY PARKWAY","SUITE 800","GA","303453118"
"0","LEASED","0","ACTIVE","BUILDING","5","GA2297","4","Yes","15000","Not Evaluated","Field Not In Use","ATLANTA","FULTON","4165 SOUTH AIRPORT ROAD"," ","GA","303361508"
"0","LEASED","1","ACTIVE","BUILDING","2","GA2301","4","Yes","3547","Not Evaluated","Field Not In Use","MACON","BIBB","440 MARTIN LUTHER KING JR. BLVD"," ","GA","312017990"
"0","LEASED","39","ACTIVE","BUILDING","2","GA2302","4","Yes","42283","Not Evaluated","Field Not In Use","MACON","BIBB","300 MULBERRY ST"," ","GA","312017999"
"1-Dec-08","LEASED","18","ACTIVE","BUILDING","1","GA2304","4","Yes","16757","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","2 E BRYAN ST"," ","GA","314012655"
"0","LEASED","2","ACTIVE","BUILDING","9","GA2307","4","Yes","4406","Not Evaluated","Field Not In Use","GAINESVILLE","HALL","329 OAK ST"," ","GA","305013599"
"0","LEASED","2","ACTIVE","BUILDING","5","GA2308","4","Yes","124136","Not Evaluated","Field Not In Use","ATLANTA","FULTON","245 PEACHTREE CENTER AVE NE"," ","GA","303031222"
"0","LEASED","58","ACTIVE","BUILDING","12","GA2313","4","Yes","8587","Not Evaluated","Field Not In Use","VIDALIA","TOOMBS","104 WEST THIRD STREET"," ","GA","304743300"
"0","LEASED","5","ACTIVE","BUILDING","10","GA2314","4","Yes","3735","Not Evaluated","Field Not In Use","ATHENS","CLARKE","105 WESTPARK DR."," ","GA","306063174"
"0","LEASED","23","ACTIVE","BUILDING","11","GA2316","4","Yes","10152","Not Evaluated","Field Not In Use","MARIETTA","COBB","2036 FRANKLIN WAY"," ","GA","300678411"
"0","LEASED","595","ACTIVE","BUILDING","6","GA2317","4","Yes","107189","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2500 CENTURY PARKWAY"," ","GA","303453118"
"0","LEASED","3","ACTIVE","BUILDING","5","GA2318","4","Yes","2600","Not Evaluated","Field Not In Use","ATLANTA","FULTON","1745 PHOENIX BLVD","SUITE 380","GA","303495565"
"0","LEASED","0","ACTIVE","BUILDING","2","GA2323","4","Yes","910","Not Evaluated","Field Not In Use","MACON","BIBB","1000 TERMINAL DR."," ","GA","312167776"
"0","LEASED","31","ACTIVE","BUILDING","7","GA2325","4","Yes","5735","Not Evaluated","Field Not In Use","NORCROSS","GWINNETT","4855 PEACHTREE INDUSTRIAL BLVD."," ","GA","300925802"
"0","LEASED","83","ACTIVE","BUILDING","1","GA2326","4","Yes","15193","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","139 SOUTHERN BLVD."," ","GA","314057416"
"0","LEASED","7","ACTIVE","BUILDING","5","GA2327","4","Yes","6882","Not Evaluated","Field Not In Use","ATLANTA","FULTON","4341 INTERNATIONAL PKY"," ","GA","303543905"
"0","LEASED","50","ACTIVE","BUILDING","8","GA2330","4","Yes","8304","Not Evaluated","Field Not In Use","VALDOSTA","LOWNDES","3149 PERIMETER PARK"," ","GA","316027019"
"0","LEASED","0","ACTIVE","BUILDING","11","GA2331","4","Yes","27479","Not Evaluated","Field Not In Use","MARIETTA","COBB","1415 FRANKLIN ROAD"," ","GA","300678774"
"0","LEASED","55","ACTIVE","BUILDING","8","GA2332","4","Yes","11159","Not Evaluated","Field Not In Use","MACON","BIBB","1645 FORREST HILL"," ","GA","312101602"
"0","LEASED","36","ACTIVE","BUILDING","12","GA2333","4","Yes","29021","Not Evaluated","Field Not In Use","AUGUSTA","RICHMOND","600 JAMES BROWN BLVD"," ","GA","309012332"
"1-Jan-08","LEASED","0","ACTIVE","BUILDING","5","GA2335","4","Yes","30035","Not Evaluated","Field Not In Use","ATLANTA","FULTON","6000 N TERMINAL PKY"," ","GA","303207400"
"0","LEASED","77","ACTIVE","BUILDING","9","GA2338","4","Yes","10687","Not Evaluated","Field Not In Use","GAINESVILLE","HALL","2565 THOMPSON BRIDGE ROAD"," ","GA","305011723"
"0","LEASED","50","ACTIVE","BUILDING","5","GA2339","4","Yes","26454","Not Evaluated","Field Not In Use","HAPEVILLE","FULTON","73 SOUTH WOODS PARKWAY","BLDG. 600,SUITE 110","GA","303543735"
"0","LEASED","0","ACTIVE","BUILDING","2","GA2341","4","Yes","1350","National Register Listed","Field Not In Use","COLUMBUS","MUSCOGEE","1338 BROADWAY"," ","GA","319012141"
"0","LEASED","38","ACTIVE","BUILDING","8","GA2342","4","Yes","6224","Not Evaluated","Field Not In Use","TIFTON","TIFT","732 2ND ST W"," ","GA","317944202"
"1-Jan-01","LEASED","26","ACTIVE","BUILDING","5","GA2343","4","Yes","16756","Not Evaluated","Field Not In Use","ATLANTA","FULTON","10 10TH STREET,NE"," ","GA","303093848"
"0","LEASED","0","ACTIVE","BUILDING","1","GA2345","4","Yes","1195","Not Evaluated","Field Not In Use","BRUNSWICK","GLYNN","295 AVIATION PKWY"," ","GA","315257801"
"0","LEASED","15","ACTIVE","BUILDING","7","GA2346","4","Yes","14680","Not Evaluated","Field Not In Use","NORCROSS","GWINNETT","2999 PACIFIC DRIVE","SUITE F","GA","300711872"
"0","LEASED","2","ACTIVE","BUILDING","11","GA2347","4","Yes","10500","Not Evaluated","Field Not In Use","KENNESAW","COBB","1723 MCCOLLUM PKWY"," ","GA","301447812"
"1-Jan-06","LEASED","80","ACTIVE","BUILDING","5","GA2348","4","Yes","20808","Not Evaluated","Field Not In Use","COLLEGE PARK","CLAYTON","1699 PHOENIX PARKWAY"," ","GA","303492936"
"0","LEASED","89","ACTIVE","BUILDING","5","GA2349","4","Yes","15120","Not Evaluated","Field Not In Use","AUGUSTA","RICHMOND","115 ROBERT C. DANIEL PRKWY"," ","GA","303090810"
"0","LEASED","0","ACTIVE","BUILDING","8","GA2351","4","Will Conform","0","Not Evaluated","Field Not In Use","TIFTON","TIFT","45 US HIGHWAY 319 N","Suite 201","GA","317949401"
"0","LEASED","5","ACTIVE","BUILDING","6","GA2352","4","Yes","61636","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2150 PARKLAKE DR NE","BUILDING 3","GA","303452814"
"0","LEASED","82","ACTIVE","BUILDING","14","GA2353","4","Yes","13471","Not Evaluated","Field Not In Use","ROME","FLOYD","480 RIVERSIDE PKY NE"," ","GA","301612942"
"0","LEASED","80","ACTIVE","BUILDING","3","GA2354","4","Yes","13357","Not Evaluated","Field Not In Use","COLUMBUS","MUSCOGEE","7263 N LAKE DR"," ","GA","319092767"
"0","LEASED","14","ACTIVE","BUILDING","2","GA2357","4","Yes","4035","Not Evaluated","Field Not In Use","ALBANY","DOUGHERTY","410 WEST BROAD AVE."," ","GA","317012571"
"0","LEASED","36","ACTIVE","BUILDING","9","GA2359","4","Yes","6671","Not Evaluated","Field Not In Use","TOCCOA","STEPHENS","155 BIG A RD"," ","GA","305772570"
"1-Jul-08","LEASED","92","ACTIVE","BUILDING","1","GA2361","4","Yes","16014","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","8 SOUTHERN OAKS COURT","NEW CONSTRUCTION","GA","314057427"
"0","LEASED","5","ACTIVE","BUILDING","5","GA2363","4","Yes","23617","Not Evaluated","Field Not In Use","ATLANTA","FULTON","230 PEACHTREE ST,SW"," ","GA","303031534"
"0","LEASED","157","ACTIVE","BUILDING","5","GA2367","4","Yes","78581","Not Evaluated","Field Not In Use","ATLANTA","FULTON","180 SPRING ST SW"," ","GA","303033704"
"1-Sep-08","LEASED","42","ACTIVE","BUILDING","3","GA2371","4","Yes","7277","Not Evaluated","Field Not In Use","GRIFFIN","SPAULDING","1500 BLOCK,FLYNT STREET"," ","GA","302239998"
"10-Dec-07","LEASED","6","ACTIVE","BUILDING","7","GA2372","4","Yes","7404","Not Evaluated","Field Not In Use","DULUTH","GWINNETT","3700 CRESTWOOD PARKWAY"," ","GA","300965599"
"14-Jul-09","LEASED","59","ACTIVE","BUILDING","14","GA2373","4","Yes","8014","Not Evaluated","Field Not In Use","DALTON","WHITFIELD","301 POINT NORTH PLACE"," ","GA","307202645"
"1-Aug-82","LEASED","47","ACTIVE","BUILDING","6","GA2376","4","Yes","12180","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2872 WOODCOCK BLVD"," ","GA","303414015"
"1-Jun-03","LEASED","8","ACTIVE","BUILDING","5","GA2378","4","Yes","2750","Not Evaluated","Field Not In Use","ATLANTA","FULTON","75 5TH ST NW"," ","GA","303081019"
"1-Jun-85","LEASED","145","ACTIVE","BUILDING","13","GA2379","4","Yes","44932","Not Evaluated","Field Not In Use","EAST POINT","FULTON","1100 CENTRE PARKWAY"," ","GA","303316228"
"7-Nov-62","LEASED","0","ACTIVE","BUILDING","12","GA2380","4","Will Conform","3302","Not Evaluated","Field Not In Use","AUGUSTA","RICHMOND","600 JAMES BROWN BOULEVARD"," ","GA","309012332"
"1-Jun-86","LEASED","72","ACTIVE","BUILDING","14","GA2381","4","Yes","7449","Not Evaluated","Field Not In Use","DALTON","WHITFIELD","303 HOLIDAY AVENUE"," ","GA","307203712"
"1-Jun-85","LEASED","10","ACTIVE","BUILDING","8","GA2384","4","Yes","5000","Not Evaluated","Field Not In Use","VALDOSTA","LOWNDES","3161 PERIMETER PARK LANE"," ","GA","316027019"
"0","LEASED","1","ACTIVE","BUILDING","5","GA2385","4","Yes","7976","Not Evaluated","Field Not In Use","ATLANTA","FULTON","1718 PEACHTREE ST"," ","GA","303092452"
"1-Jun-90","LEASED","74","ACTIVE","BUILDING","10","GA2387","4","Yes","11643","Not Evaluated","Field Not In Use","ATHENS","CLARKE","1650 PRINCE AVENUE"," ","GA","306066027"
"1-Jul-08","LEASED","25","ACTIVE","BUILDING","8","GA2389","4","Yes","9696","Not Evaluated","Field Not In Use","THOMASVILLE","THOMAS","1916 SMITH AVE"," ","GA","317925750"
"5-Jan-09","LEASED","55","ACTIVE","BUILDING","11","GA2400","4","Yes","20359","Not Evaluated","Field Not In Use","ATLANTA","FULTON","1995 N PARK PL SE"," ","GA","303397801"
"5-Jan-09","LEASED","13","ACTIVE","BUILDING","6","GA2401","4","Yes","32610","Not Evaluated","Field Not In Use","ATLANTA","COBB","2045 POWERS FERRY RD SE"," ","GA","303395620"
"10-Apr-09","LEASED","15","ACTIVE","BUILDING","2","GA2410","4","Yes","13259","Not Evaluated","Field Not In Use","MACON","BIBB","435 2ND STREET"," ","GA","312012624"
"18-Mar-09","LEASED","36","ACTIVE","BUILDING","12","GA2424","4","Yes","7031","Not Evaluated","Field Not In Use","STATESBORO","BULLOCH","1050 BRANNEN STREET"," ","GA","304615805"
"1-Jun-80","LEASED","83","ACTIVE","BUILDING","13","GA2429","4","Yes","16535","Not Evaluated","Field Not In Use","MORROW","CLAYTON","6670 MERCHANTS WAY"," ","GA","302602340"
"12-Sep-85","LEASED","100","ACTIVE","BUILDING","5","GA2430","4","Yes","406989","Not Evaluated","Field Not In Use","ATLANTA","FULTON","3780 SOUTHSIDE INDUSTRIAL PKY SE"," ","GA","30354"
"1-May-99","LEASED","51","ACTIVE","BUILDING","6","GA2436","4","Will Conform","12605","Not Evaluated","Field Not In Use","ATLANTA","DEKALB","2970 BRANDYWINE DRIVE"," ","GA","303415528"
"1-Jun-95","LEASED","4","ACTIVE","BUILDING","13","GA2437","4","Yes","4210","Not Evaluated","Field Not In Use","SMYRNA","COBB","3200 HIGHLANDS PARKWAY"," ","GA","300825192"
"1-Jun-95","LEASED","33","ACTIVE","BUILDING","11","GA2438","4","Yes","5500","Not Evaluated","Field Not In Use","SMYRNA","COBB","2233 LAKE PARK DRIVE"," ","GA","300808813"
"9-Jan-12","LEASED","4","ACTIVE","BUILDING","12","GA2441","4","No","8194","Not Evaluated","Field Not In Use","AUGUSTA","RICHMOND","3154 PERIMETER PKY"," ","GA","309094583"
"1-Jun-95","LEASED","72","ACTIVE","BUILDING","4","GA2442","4","Yes","14951","Not Evaluated","Field Not In Use","COVINGTON","NEWTON","10155 EAGLE DR."," ","GA","300144010"
"1-Jun-00","LEASED","6","ACTIVE","BUILDING","1","GA2443","4","Yes","1279","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","6001 CHATHAM CENTER DR,STE 325"," ","GA","314051377"
"0","LEASED","270","ACTIVE","BUILDING","5","GA2452","4","Yes","57804","Not Evaluated","Field Not In Use","ATLANTA","FULTON","157 Tradeport Drive","Suite 100","GA","303543930"
"4-Jun-06","LEASED","6","ACTIVE","BUILDING","9","GA2461","4","Yes","4944","Not Evaluated","Field Not In Use","GAINESVILLE","HALL","731 QUEEN CITY PKY","Suite 107","GA","305014357"
"1-Jun-07","LEASED","26","ACTIVE","BUILDING","4","GA2462","4","Yes","18227","Not Evaluated","Field Not In Use","CHAMBLEE","DEKALB","3301 BUCKEYE ROAD"," ","GA","300874236"
"1-Jun-00","LEASED","22","ACTIVE","BUILDING","1","GA2464","4","Yes","2400","Not Evaluated","Field Not In Use","BRUNSWICK","GLYNN","117 NORTH PARK DRIVE"," ","GA","315202185"
"12-Jun-13","LEASED","60","ACTIVE","BUILDING","1","GA2471","4","Yes","34950","Not Evaluated","Field Not In Use","SAVANNAH","CHATHAM","1425 Chatham Parkway"," ","GA","314050303"
"0","LEASED","37","ACTIVE","BUILDING","13","GA2473","4","Yes","10000","Not Evaluated","Field Not In Use","ATLANTA","FULTON","3750 NATURALLY FRESH BLVD"," ","GA","303492964"
