Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
FL1375,4,6000 Cattleridge Dr, ,SARASOTA,SARASOTA COUNTY,FL,342326064,16,ACTIVE,BUILDING,8371,11,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL1378,4,10660 NW 25th St, ,DORAL,MIAMI-DADE COUNTY,FL,331722108,25,ACTIVE,BUILDING,30018,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL1381,4,500 N Orange Ave, ,ORLANDO,ORANGE COUNTY,FL,328011341,10,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
FL1382,4,1540 Cornerstone Blvd,Suite 130,DAYTONA BEACH,VOLUSIA COUNTY,FL,32117,6,ACTIVE,BUILDING,4400,30,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
FL1404,4,5426 Bay Center Dr, ,TAMPA,HILLSBOROUGH COUNTY,FL,336093401,14,ACTIVE,BUILDING,1243,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
FL1406,4,4174 Incubator Ct, ,SANFORD,SEMINOLE COUNTY,FL,327716969,7,ACTIVE,BUILDING,2500,5,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
FL2034,4,1777 TAMIAMI TRL, ,PORT CHARLOTTE,CHARLOTTE COUNTY,FL,339481078,17,ACTIVE,BUILDING,572,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2043,4,7771 W Oakland Park Blvd, ,SUNRISE,BROWARD COUNTY,FL,333516796,20,ACTIVE,BUILDING,3812,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2048,4,3728 Phillips Hwy, ,JACKSONVILLE,DUVAL COUNTY,FL,322076880,5,ACTIVE,BUILDING,4702,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2052,4,135 W CENTRAL BLVD, ,ORLANDO,ORANGE COUNTY,FL,328012430,10,ACTIVE,BUILDING,4106,15,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2053,4,125 W Romana St, ,PENSACOLA,ESCAMBIA COUNTY,FL,325025856,1,ACTIVE,BUILDING,5810,15,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2062,4,7825 BAYMEADOWS WAY, ,JACKSONVILLE,DUVAL COUNTY,FL,322567557,4,ACTIVE,BUILDING,16256,6,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2064,4,1475 W CYPRESS CREEK RD, ,FORT LAUDERDALE,BROWARD COUNTY,FL,333091930,20,ACTIVE,BUILDING,4512,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2083,4,505 S 2ND ST, ,FORT PIERCE,ST. LUCIE COUNTY,FL,349501511,18,ACTIVE,BUILDING,15306,49,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2094,4,7800 PETERS RD, ,PLANTATION,BROWARD COUNTY,FL,333244042,23,ACTIVE,BUILDING,5775,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2097,4,12730 NEW BRITTANY BLVD, ,FORT MYERS,LEE COUNTY,FL,339074681,19,ACTIVE,BUILDING,13992,25,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2116,4,1251 NW 36TH ST, ,MIAMI,MIAMI-DADE COUNTY,FL,331425553,24,ACTIVE,BUILDING,15886,30,LEASED,1.Jan.45,Field Not In Use,Not Evaluated,Will Conform
FL2127,4,1851 EXECUTIVE CENTER DR, ,JACKSONVILLE,DUVAL COUNTY,FL,322072365,5,ACTIVE,BUILDING,5580,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2131,4,500 E BROWARD BLVD, ,FORT LAUDERDALE,BROWARD COUNTY,FL,333013000,22,ACTIVE,BUILDING,61431,190,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2132,4,6100 Hollywood Blvd, ,HOLLYWOOD,BROWARD COUNTY,FL,330247869,24,ACTIVE,BUILDING,2616,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2133,4,1818 S AUSTRALIAN AVE, ,WEST PALM BEACH,PALM BEACH COUNTY,FL,334096452,20,ACTIVE,BUILDING,934,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2137,4,3350 W Busch Blvd, ,TAMPA,HILLSBOROUGH COUNTY,FL,336184300,14,ACTIVE,BUILDING,7824,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2146,4,200 E LAS OLAS BLVD, ,FORT LAUDERDALE,BROWARD COUNTY,FL,333012299,22,ACTIVE,BUILDING,5542,15,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2154,4,3520 W WATERS AVE, ,TAMPA,HILLSBOROUGH COUNTY,FL,336142716,14,ACTIVE,BUILDING,25248,109,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2155,4,201 E Kennedy Blvd, ,TAMPA,HILLSBOROUGH COUNTY,FL,336025181,14,ACTIVE,BUILDING,9325,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2157,4,1970 MICHIGAN AVE, ,COCOA,BREVARD COUNTY,FL,329225758,8,ACTIVE,BUILDING,3148,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2163,4,501 S FLAGLER DR, ,WEST PALM BEACH,PALM BEACH COUNTY,FL,334015909,21,ACTIVE,BUILDING,19922,59,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2167,4,3811 NW 40th Ter,Suite 200,GAINESVILLE,ALACHUA COUNTY,FL,326068102,3,ACTIVE,BUILDING,1713,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2168,4,6767 N WICKHAM RD, ,MELBOURNE,BREVARD COUNTY,FL,329402031,8,ACTIVE,BUILDING,25979,22,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2173,4,5807 Breckenridge Pkwy, ,TAMPA,HILLSBOROUGH COUNTY,FL,336104249,15,ACTIVE,BUILDING,8433,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2174,4,7410 S US 1, ,PORT ST LUCIE,ST. LUCIE COUNTY,FL,349521432,18,ACTIVE,BUILDING,10144,35,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2177,4,2164/2166/2206 NW 82 AV, ,DORAL,MIAMI-DADE COUNTY,FL,33122,25,ACTIVE,BUILDING,5100,7,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2179,4,505 S FLAGLER DR, ,WEST PALM BEACH,PALM BEACH COUNTY,FL,334015923,21,ACTIVE,BUILDING,24637,80,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2180,4,1000 Legion Pl, ,ORLANDO,ORANGE COUNTY,FL,328011058,10,ACTIVE,BUILDING,18037,64,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2194,4,101 SE 2ND PL, ,GAINESVILLE,ALACHUA COUNTY,FL,326011807,3,ACTIVE,BUILDING,2683,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2198,4,150 W FLAGLER ST, ,MIAMI,MIAMI-DADE COUNTY,FL,331301555,27,ACTIVE,BUILDING,24312,6,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2199,4,500 S Australian Ave, ,WEST PALM BEACH,PALM BEACH COUNTY,FL,334016223,21,ACTIVE,BUILDING,21210,6,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2200,4,1000 N ASHLEY DR,7TH FLOOR,TAMPA,HILLSBOROUGH COUNTY,FL,336023716,14,ACTIVE,BUILDING,4145,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2202,4,450 S AUSTRALIAN AVE, ,WEST PALM BEACH,PALM BEACH COUNTY,FL,334015008,21,ACTIVE,BUILDING,6382,7,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2205,4,200 W FORSYTH ST, ,JACKSONVILLE,DUVAL COUNTY,FL,322024349,5,ACTIVE,BUILDING,7917,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2207,4,3452 LAKE LYNDA DR, ,ORLANDO,ORANGE COUNTY,FL,328171430,7,ACTIVE,BUILDING,12111,401,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2214,4,104 N Main St,SUITE 301,GAINESVILLE,ALACHUA COUNTY,FL,326015320,3,ACTIVE,BUILDING,4144,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2222,4,5911 Breckenridge Pkwy, ,TAMPA,HILLSBOROUGH COUNTY,FL,336104240,15,ACTIVE,BUILDING,2800,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2230,4,325 JOHN KNOX RD, ,TALLAHASSEE,LEON COUNTY,FL,323034113,5,ACTIVE,BUILDING,16912,19,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2237,4,3222 S US-1, ,FORT PIERCE,ST. LUCIE COUNTY,FL,349826339,18,ACTIVE,BUILDING,800,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2243,4,300 International Pkwy, ,HEATHROW,SEMINOLE COUNTY,FL,327464617,7,ACTIVE,BUILDING,22912,92,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2246,4,2035 E Paul Dirac Dr, ,TALLAHASSEE,LEON COUNTY,FL,323103713,5,ACTIVE,BUILDING,15049,41,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2257,4,850 Trafalgar Ct, ,MAITLAND,ORANGE COUNTY,FL,327514141,7,ACTIVE,BUILDING,44951,133,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2260,4,1624 7TH AVENUE, ,TAMPA,HILLSBOROUGH COUNTY,FL,336053706,14,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2291,4,4950 W Kennedy Blvd, ,TAMPA,HILLSBOROUGH COUNTY,FL,336091837,14,ACTIVE,BUILDING,31676,79,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2292,4,12249 Science Dr, ,ORLANDO,ORANGE COUNTY,FL,328262906,7,ACTIVE,BUILDING,28635,150,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2313,4,865 SW 78th Ave, ,PLANTATION,BROWARD COUNTY,FL,333243264,23,ACTIVE,BUILDING,19381,36,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2322,4,4201 NW 77th Ave, ,MIAMI,MIAMI-DADE COUNTY,FL,331666728,25,ACTIVE,BUILDING,39681,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2328,4,3415 E FRONTAGE RD, ,TAMPA,HILLSBOROUGH COUNTY,FL,336077009,14,ACTIVE,BUILDING,19163,96,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2329,4,3650 COLONIAL BLVD, ,FORT MYERS,LEE COUNTY,FL,339661157,19,ACTIVE,BUILDING,23836,97,LEASED,10.Mar.90,Field Not In Use,Not Evaluated,Yes
FL2334,4,400 N CONGRESS AVE, ,WEST PALM BEACH,PALM BEACH COUNTY,FL,334012912,20,ACTIVE,BUILDING,784,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2347,4,7850 SW 6th Ct, ,PLANTATION,BROWARD COUNTY,FL,333243202,23,ACTIVE,BUILDING,122481,65,LEASED,1.May.99,Field Not In Use,Not Evaluated,Yes
FL2351,4,5524 W CYPRESS ST, ,TAMPA,HILLSBOROUGH COUNTY,FL,336073839,14,ACTIVE,BUILDING,24600,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2354,4,400 N TAMPA ST, ,TAMPA,HILLSBOROUGH COUNTY,FL,336024719,14,ACTIVE,BUILDING,138874,127,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2359,4,14411 COMMERCE WAY, ,MIAMI LAKES,MIAMI-DADE COUNTY,FL,330161596,25,ACTIVE,BUILDING,1217,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2363,4,555 WINDERLEY PL, ,MAITLAND,ORANGE COUNTY,FL,327517225,7,ACTIVE,BUILDING,15735,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2366,4,4121 SOUTHPOINT BLVD, ,JACKSONVILLE,DUVAL COUNTY,FL,322160930,4,ACTIVE,BUILDING,19590,119,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2367,4,3505 LAKE LYNDA DR,SUITE 300,ORLANDO,ORANGE COUNTY,FL,328178324,7,ACTIVE,BUILDING,24111,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2372,4,1850 ELLER DR, ,FORT LAUDERDALE,BROWARD COUNTY,FL,333164202,23,ACTIVE,BUILDING,2880,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2376,4,8345 Biscayne Blvd, ,MIAMI,MIAMI-DADE COUNTY,FL,331383506,24,ACTIVE,BUILDING,10630,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2377,4,21 E Garden St, ,PENSACOLA,ESCAMBIA COUNTY,FL,325025676,1,ACTIVE,BUILDING,26760,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2386,4,1635 S RIDGEWOOD AVE, ,SOUTH DAYTONA,VOLUSIA COUNTY,FL,321198427,6,ACTIVE,BUILDING,583,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2402,4,3848 W Columbus Dr, ,TAMPA,HILLSBOROUGH COUNTY,FL,336075768,14,ACTIVE,BUILDING,34247,154,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2405,4,14361 COMMERCE WAY,SUITE 3400,MIAMI LAKES,MIAMI-DADE COUNTY,FL,330161565,25,ACTIVE,BUILDING,5288,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2406,4,7789 NW 48TH STREET, ,MIAMI,MIAMI-DADE COUNTY,FL,331665408,25,ACTIVE,BUILDING,26133,17,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2409,4,1801 ALTON RD, ,MIAMI BEACH,MIAMI-DADE COUNTY,FL,331391504,27,ACTIVE,BUILDING,5092,11,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2420,4,2101 W Commercial Blvd,Suite 4400,FORT LAUDERDALE,BROWARD COUNTY,FL,333093005,20,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2423,4,600 Cleveland St, ,CLEARWATER,PINELLAS COUNTY,FL,337554116,13,ACTIVE,BUILDING,1934,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2425,4,250 S Australian Ave, ,WEST PALM BEACH,PALM BEACH COUNTY,FL,334015016,21,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
FL2433,4,203 E Silver Springs Blvd, ,OCALA,MARION COUNTY,FL,344705861,3,ACTIVE,BUILDING,5150,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2435,4,2001 SIESTA DR,3RD FLOOR,SARASOTA,SARASOTA COUNTY,FL,342395232,16,ACTIVE,BUILDING,8586,67,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2437,4,1248 N University Dr, ,FORT LAUDERDALE,BROWARD COUNTY,FL,33322,23,ACTIVE,BUILDING,0,0,LEASED,15.Feb.20,Field Not In Use,Not Evaluated,Yes
FL2439,4,11400 N Kendall Dr, ,MIAMI,MIAMI-DADE COUNTY,FL,331761029,27,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
FL2440,4,14601 OAK LANE, ,MIAMI LAKES,MIAMI-DADE COUNTY,FL,330161515,25,ACTIVE,BUILDING,8606,35,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2449,4,12000 Miramar Pkwy, ,HOLLYWOOD,BROWARD COUNTY,FL,33025,20,ACTIVE,BUILDING,25200,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2454,4,1009 N 12TH AVE, ,PENSACOLA,ESCAMBIA COUNTY,FL,325013306,1,ACTIVE,BUILDING,3055,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2459,4,4161 CARMICHAEL AVE, ,JACKSONVILLE,DUVAL COUNTY,FL,322072353,5,ACTIVE,BUILDING,765,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2468,4,1601 Balboa Ave, ,PANAMA CITY,BAY COUNTY,FL,324054132,2,ACTIVE,BUILDING,13000,37,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2470,4,1339 20th St, ,VERO BEACH,INDIAN RIVER COUNTY,FL,329603559,8,ACTIVE,BUILDING,30232,68,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2473,4,1800 2ND ST,suite 795,SARASOTA,SARASOTA COUNTY,FL,342365904,16,ACTIVE,BUILDING,2603,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2476,4,1 Independent Dr,SUITE 200,JACKSONVILLE,DUVAL COUNTY,FL,322025039,5,ACTIVE,BUILDING,94574,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2480,4,14050 NW 14th St, ,SUNRISE,BROWARD COUNTY,FL,333232865,23,ACTIVE,BUILDING,11645,9,LEASED,1.Jul.96,Field Not In Use,Not Evaluated,Yes
FL2488,4,880 N REUS ST, ,PENSACOLA,ESCAMBIA COUNTY,FL,325013016,1,ACTIVE,BUILDING,9711,19,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2497,4,1 E BROWARD BLVD, ,FORT LAUDERDALE,BROWARD COUNTY,FL,333011812,22,ACTIVE,BUILDING,8633,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2498,4,3555 MAGUIRE BLVD, ,ORLANDO,ORANGE COUNTY,FL,328033762,7,ACTIVE,BUILDING,23823,75,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2499,4,650 NW PEACOCK BLVD, ,PORT ST LUCIE,ST. LUCIE COUNTY,FL,349862211,18,ACTIVE,BUILDING,24858,43,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2501,4,1211 Governors Square Blvd, ,TALLAHASSEE,LEON COUNTY,FL,323012993,5,ACTIVE,BUILDING,10056,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2503,4,5200 Belfort Rd, ,JACKSONVILLE,DUVAL COUNTY,FL,322566039,4,ACTIVE,BUILDING,15563,32,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2510,4,315 S CALHOUN ST, ,TALLAHASSEE,LEON COUNTY,FL,323011807,2,ACTIVE,BUILDING,5894,17,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2511,4,13520 AEROSPACE WAY, ,JACKSONVILLE,DUVAL COUNTY,FL,322218120,5,ACTIVE,BUILDING,63230,80,LEASED,0,Field Not In Use,Not Evaluated,No
FL2515,4,3401 SW 160th Ave, ,MIRAMAR,BROWARD COUNTY,FL,330274696,20,ACTIVE,BUILDING,10178,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2519,4,3811 FRANKFORD AVE, ,PANAMA CITY,BAY COUNTY,FL,324051918,2,ACTIVE,BUILDING,22221,37,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2520,4,469 W 23rd St, ,PANAMA CITY,BAY COUNTY,FL,324057622,2,ACTIVE,BUILDING,4176,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2530,4,925 SE 1ST ST, ,BELLE GLADE,PALM BEACH COUNTY,FL,334304305,20,ACTIVE,BUILDING,7377,39,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2531,4,8659 BAYPINE RD, ,JACKSONVILLE,DUVAL COUNTY,FL,322567577,4,ACTIVE,BUILDING,4764,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2533,4,1000 S Pine Island Rd, ,PLANTATION,BROWARD COUNTY,FL,333243906,23,ACTIVE,BUILDING,30712,81,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2536,4,1001 Executive Center Dr, ,ORLANDO,ORANGE COUNTY,FL,328033535,7,ACTIVE,BUILDING,5737,12,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2540,4,10350 NW 112TH AVE, ,MIAMI,MIAMI-DADE COUNTY,FL,331781054,25,ACTIVE,BUILDING,75104,556,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2542,4,4057 CARMICHAEL AVE, ,JACKSONVILLE,DUVAL COUNTY,FL,322072336,5,ACTIVE,BUILDING,32548,220,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2546,4,8880 Freedom Crossing Trl,ENTIRE 4TH FLOOR,JACKSONVILLE,DUVAL COUNTY,FL,322561215,4,ACTIVE,BUILDING,23940,80,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2557,4,925 US HIGHWAY 301 SOUTH, ,TAMPA,HILLSBOROUGH COUNTY,FL,336194338,15,ACTIVE,BUILDING,12125,8,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2578,4,4077 WOODCOCK DR, ,JACKSONVILLE,DUVAL COUNTY,FL,322072718,5,ACTIVE,BUILDING,15602,83,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2583,4,2002 Old St Augustine Rd, ,TALLAHASSEE,LEON COUNTY,FL,323014861,5,ACTIVE,BUILDING,14087,47,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2589,4,950 N Krome Ave, ,HOMESTEAD,MIAMI-DADE COUNTY,FL,330304400,26,ACTIVE,BUILDING,18291,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2612,4,550 Water St, ,JACKSONVILLE,DUVAL COUNTY,FL,322025177,5,ACTIVE,BUILDING,2934,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2623,4,411 W Garden St, ,PENSACOLA,ESCAMBIA COUNTY,FL,325024730,1,ACTIVE,BUILDING,16984,120,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2637,4,2765 BUSINESS CENTER BLVD, ,MELBOURNE,BREVARD COUNTY,FL,329407102,8,ACTIVE,BUILDING,55496,135,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2652,4,11401 W FLAGLER ST, ,MIAMI,MIAMI-DADE COUNTY,FL,331741023,25,ACTIVE,BUILDING,20569,93,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2666,4,333 S Miami Ave, ,MIAMI,MIAMI-DADE COUNTY,FL,331301908,27,ACTIVE,BUILDING,126207,41,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2668,4,3300 SW 34TH AVE, ,OCALA,MARION COUNTY,FL,344747448,3,ACTIVE,BUILDING,7754,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2721,4,444 Seabreeze Blvd, ,DAYTONA BEACH,VOLUSIA COUNTY,FL,321183958,6,ACTIVE,BUILDING,6589,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2728,4,50 NW 2nd Ave, ,MIAMI,MIAMI-DADE COUNTY,FL,331281739,24,ACTIVE,STRUCTURE,0,41,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2802,4,10300 Sunset Dr, ,MIAMI,MIAMI-DADE COUNTY,FL,331733012,27,ACTIVE,BUILDING,3868,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2838,4,227 N BRONOUGH ST, ,TALLAHASSEE,LEON COUNTY,FL,323011380,2,ACTIVE,BUILDING,13121,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2866,4,9100 NW 36th St, ,MIAMI,MIAMI-DADE COUNTY,FL,331782410,25,ACTIVE,BUILDING,5555,25,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2873,4,4070 Boulevard Center Dr, ,JACKSONVILLE,DUVAL COUNTY,FL,322072824,5,ACTIVE,BUILDING,10794,52,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2902,4,3001 TAMIAMI TRL N, ,NAPLES,COLLIER COUNTY,FL,341032715,19,ACTIVE,BUILDING,3182,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2918,4,1800 ELLER DR, ,FORT LAUDERDALE,BROWARD COUNTY,FL,333164208,23,ACTIVE,BUILDING,34785,150,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2922,4,1 E 11TH ST, ,RIVIERA BEACH,PALM BEACH COUNTY,FL,334046920,20,ACTIVE,BUILDING,10685,52,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2929,4,701 SAN MARCO BLVD, ,JACKSONVILLE,DUVAL COUNTY,FL,322078175,4,ACTIVE,BUILDING,179054,424,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL2935,4,1662 N PARK AVE, ,BARTOW,POLK COUNTY,FL,338303139,17,ACTIVE,BUILDING,3494,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2950,4,85960 US-1, ,ISLAMORADA,MONROE COUNTY,FL,330363301,26,ACTIVE,BUILDING,3845,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2954,4,1600 SARNO RD, ,MELBOURNE,BREVARD COUNTY,FL,329354938,8,ACTIVE,BUILDING,570,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2971,4,2203 N LOIS AVE,5TH FLOOR,TAMPA,HILLSBOROUGH COUNTY,FL,336072370,14,ACTIVE,BUILDING,56551,169,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2978,4,402 S KENTUCKY AVE, ,LAKELAND,POLK COUNTY,FL,338015367,15,ACTIVE,BUILDING,6091,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL2997,4,2801 FRUITVILLE RD, ,SARASOTA,SARASOTA COUNTY,FL,342375343,16,ACTIVE,BUILDING,1016,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL3007,4,651-F W. 14TH STREET, ,PANAMA CITY,BAY COUNTY,FL,324012251,2,ACTIVE,BUILDING,3941,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
FL3014,4,4300 W Cypress St, ,TAMPA,HILLSBOROUGH COUNTY,FL,336074159,14,ACTIVE,BUILDING,2348,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3016,4,5850 T G LEE BLVD, ,ORLANDO,ORANGE COUNTY,FL,328224401,9,ACTIVE,BUILDING,24672,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3017,4,300 E UNIVERSITY AVE, ,GAINESVILLE,ALACHUA COUNTY,FL,326015454,3,ACTIVE,BUILDING,7940,9,LEASED,1.Jan.02,Field Not In Use,Not Evaluated,Yes
FL3019,4,95 MERRICK WAY, ,CORAL GABLES,MIAMI-DADE COUNTY,FL,331345323,27,ACTIVE,BUILDING,2847,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3023,4,4100 George J Bean Pkwy, ,TAMPA,HILLSBOROUGH COUNTY,FL,33607,14,ACTIVE,BUILDING,2764,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3024,4,411 Racetrack Rd NE, ,FORT WALTON BEACH,OKALOOSA COUNTY,FL,32547,1,ACTIVE,BUILDING,1666,1,LEASED,1.Feb.85,Field Not In Use,Not Evaluated,Yes
FL3026,4,10200 49TH STREET, ,CLEARWATER,PINELLAS COUNTY,FL,337625030,13,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3037,4,3491 S Roosevelt Blvd, ,KEY WEST,MONROE COUNTY,FL,330405295,26,ACTIVE,BUILDING,558,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
FL3040,4,1 Air Terminal Pkwy, ,MELBOURNE,BREVARD COUNTY,FL,32901,8,ACTIVE,BUILDING,1623,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
